note,review_type,level,check,finding
agentic-systems-interpret-underspecified-instructions.md,prose-review,CLEAN,Pseudo-formalism,"The ASCII diagrams (Spec -> choose interpretation -> execute -> output; LLM -> Tool -> LLM; constrain/relax spectrum) are schematic rather than pseudo-formal. They don't pretend to be mathematical; they summarize structure visually. Removing them would lose clarity. No variables, no equations, no notation that claims precision it doesn't deliver."
agentic-systems-interpret-underspecified-instructions.md,prose-review,CLEAN,Orphan references,"No specific numbers, percentages, or named studies appear in the body without sourcing. The Ma et al. (2026) citation appears in the Sources section with a clear relevance statement. The McConnell reference pattern flagged in the review procedure does not appear here."
agentic-systems-interpret-underspecified-instructions.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note stays within LLM/agentic systems throughout. The one external source (Ma et al.) is about code LLMs, which is within the note's domain. No claims transfer evidence from human cognition or unrelated engineering domains without bridging."
agentic-systems-interpret-underspecified-instructions.md,prose-review,CLEAN,Redundant restatement,"Sections build on each other without restating prior conclusions. The ""Constraining and Relaxing"" section doesn't re-explain the two-phenomena distinction; it references it implicitly through the constrain/relax framing. ""Testing and Debugging"" opens with a forward reference to the two phenomena rather than re-explaining them. No section could lose its opening paragraph without damage."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,WARN,Confidence miscalibration,"The note presents the three-layer model (Invariants / Routing / Escalation boundaries) and the two-variable placement framework (loading frequency x failure cost) as established architecture rather than a proposed decomposition. Phrases like ""Two variables determine placement"" and the definitive ""Placement rule:"" assert a framework the note itself constructs. The layers are the note's own taxonomy, not cited from an external source, yet they receive no hedging."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,INFO,Proportion mismatch,"The core claim is the control-plane model with its placement rule (loading frequency x failure cost). The ""Core model"" section that carries this claim is 10 lines. The ""AGENTS.md layers"" section that elaborates Layer 1-3 is roughly 30 lines, and ""Exclusion rules"" gets another 10. The placement framework itself -- the most load-bearing idea -- gets less development than its downstream consequences. The imbalance is mild (the layers section directly instantiates the model), but the core model section could benefit from one more paragraph explaining why these two variables, and not others, are the right discriminators."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,CLEAN,Source residue,"The note's claimed generality is about AGENTS.md / control-plane organization for agent-operated repos. All examples (routing tables, `kb/sources/`, `/ingest`, `WRITING.md`, `types/` templates) belong to this exact domain. The escalation examples in the ""Escalation boundaries"" section are concrete but domain-appropriate -- they illustrate the note's own system. No leaked framing from an unrelated domain detected."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or symbolic apparatus appears. The note uses prose throughout with short bullet lists. Clean."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,CLEAN,Orphan references,"No unattributed specific numbers, percentages, or named studies appear in the body. The two source citations at the bottom (Context Engineering for AI Agents in OSS; Harness Engineering) are identified with enough context. The ""100-line AGENTS.md"" in the final citation is a specific claim but it is attributed to the source. Clean."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,CLEAN,Unbridged cross-domain evidence,The note operates within a single domain (agent context engineering for repositories). The two cited sources are from the same domain. No cross-domain transfer requiring a bridge. Clean.
agents-md-should-be-organized-as-a-control-plane.md,prose-review,CLEAN,Redundant restatement,"Sections open with their own contributions. The opening paragraph sets up the control-plane framing; ""Core model"" introduces the two variables; each layer section introduces its own content. No section re-explains what the previous section established. Clean."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,CLEAN,Anthropomorphic framing,"The note discusses ""the agent"" in operational terms: ""agent behavior,"" ""agent misses this instruction,"" ""agent runtime."" These are functional descriptions of a software system, not attributions of mental states. No instances of ""understands,"" ""believes,"" ""knows,"" or ""possesses knowledge."" Clean."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,WARN,Anthropomorphic framing,"The note consistently uses ""she/her"" pronouns and human-like agency language for agents: ""An agent has a task and needs information she doesn't yet have,"" ""lets her judge without paying that cost,"" ""the agent knows both what's there and why it matters before deciding."" While the note's title uses ""agents"" generically, the body reads as if describing a human researcher rather than an LLM-based agent. Verbs like ""knows,"" ""decides,"" and ""judge"" attribute cognitive capacities without qualification."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,INFO,Source residue,"The note appears to have been generalized from this project's own knowledge-base methodology. Terms like ""index entries,"" ""skill descriptions,"" ""context phrases,"" ""frontmatter descriptions,"" and ""title as claim"" are specific to the commonplace KB design. However, the note's description (""links, index entries, search tools, and skill descriptions are all pointers"") signals this scope explicitly, and the note frames these as instances of a general pattern (""The pattern is the same everywhere — what varies is how much context the agent gets""). The domain-specific vocabulary is arguably the intended content rather than residue. Worth checking: is the note meant to apply beyond this specific KB system? If so, the four pointer types are all drawn from one system and may not generalize without examples from other navigation contexts."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,INFO,Confidence miscalibration,"The note presents its framework — pointers as the fundamental unit of navigation, the context-cost tradeoff — with direct assertion: ""That decision is the fundamental unit of navigation."" This is the note's own construction, not cited from any source. The framing reads as established theory rather than a proposed model. The confidence level is high but arguably appropriate for a design note within a KB methodology project, where the author is defining their own terms. Flagging as INFO rather than WARN because the note's type is ""note"" (not ""structured-claim"") and the claims are definitional rather than empirical."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, equations, or symbolic apparatus present. The note uses prose throughout and makes its arguments in natural language. Clean."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,CLEAN,Proportion mismatch,"The core claim is that navigation is deciding what to read, and context makes that decision cheaper. The section ""How much context different pointers carry"" — which is the load-bearing analysis — is the longest section (~4 paragraphs). The ""Design implication"" section is appropriately shorter, serving as a summary of actionable consequences. The opening section sets up the framing concisely. Proportions match the relative importance of each part."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,CLEAN,Orphan references,"No specific figures, percentages, named studies, or unsourced empirical claims. The note's arguments are conceptual and definitional rather than evidence-driven. The one external reference (Agentic Note-Taking 23) is properly cited and contextualized."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,CLEAN,Unbridged cross-domain evidence,No cross-domain evidence transfers attempted. The note stays within its own domain (agent navigation in knowledge systems) and cites one source from the same domain. Clean.
agents-navigate-by-deciding-what-to-read-next.md,prose-review,CLEAN,Redundant restatement,"Each section opens with new content. ""What makes the decision tractable"" moves from the setup (pointers as decisions) to the mechanism (context reduces cost). ""How much context different pointers carry"" moves to concrete analysis. ""Design implication"" moves to prescriptions. No section re-explains what the prior section established. Clean."
alexander-patterns-and-knowledge-system-design.md,prose-review,WARN,Orphan references,"The open questions section references ""Alexander's 15 properties of living structure"" — a specific numbered set from ""The Nature of Order"" — with no citation, enumeration, or context for a reader unfamiliar with the source. The two Alexander books (""A Pattern Language,"" ""The Nature of Order"") are named but never cited with edition, year, or chapter. The ""15 properties"" reference is the most problematic because it invites the reader to evaluate a mapping they cannot look up from the note alone."
alexander-patterns-and-knowledge-system-design.md,prose-review,INFO,Confidence miscalibration,"The frontmatter declares `status: speculative` and the title uses neutral ""connect,"" but individual sentences within the body assert mappings as fact rather than proposing them. ""This maps to our codification trajectory"" and ""Alexander was doing document classification for architectural knowledge decades before any of us"" read as established conclusions, not speculative framings. The ""Vague"" section handles this well (""might work the same way""), but the ""Concrete"" and ""Structural"" sections do not consistently match the note's declared epistemic status."
alexander-patterns-and-knowledge-system-design.md,prose-review,INFO,Proportion mismatch,"The ""Concrete"" section — labeled as the most grounded level of connection — gets roughly one paragraph of development, while the ""Structural"" section gets three paragraphs. If the concrete connection is the most defensible, it may deserve more development (e.g., showing how Alexander's pattern structure maps to specific fields in the KB's type definitions). Alternatively, the current proportions may reflect actual development status, in which case the section headers (""Concrete,"" ""Structural,"" ""Vague"") overstate the maturity gradient."
alexander-patterns-and-knowledge-system-design.md,prose-review,INFO,Unbridged cross-domain evidence,"""Alexander was doing document classification for architectural knowledge decades before any of us"" asserts a direct equivalence between architectural pattern structure and document type structure. The structural parallel is visible (both have required sections and inter-entry links), but the note does not state why the similarity is more than superficial — i.e., what shared problem makes the same structure appropriate in both domains."
alexander-patterns-and-knowledge-system-design.md,prose-review,CLEAN,Source residue,"The note's claimed scope is the connection between Alexander's architectural theory and knowledge system design. All domain-specific terms (patterns, centers, generative processes) belong to Alexander's domain, which is the explicit subject. References to Thalo, link contracts, and the codification trajectory belong to the KB's own domain, which is the other explicit subject. No leaked framing from an unrelated third domain."
alexander-patterns-and-knowledge-system-design.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, or equations present. The note argues entirely in prose."
alexander-patterns-and-knowledge-system-design.md,prose-review,CLEAN,Redundant restatement,"Each section opens with new material. The three level-headings (Concrete, Structural, Vague) partition the argument cleanly; no section re-explains a prior section's conclusion before contributing its own."
alexander-patterns-and-knowledge-system-design.md,prose-review,CLEAN,Anthropomorphic framing,"The note discusses knowledge systems and architectural theory, not model internals. No anthropomorphic language detected."
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,INFO,Anthropomorphic framing,"""The agent sees a menu of available commands and decides whether to invoke one"" and ""the agent recognizes when a skill is relevant"" attribute perceptual and cognitive states to the agent. More precise alternatives: ""the agent receives a list of available commands"" and ""the agent matches a skill to the current task."" The note is about agent behavior by design, so agent-as-subject is natural, but ""sees"" and ""recognizes"" carry slightly more cognitive implication than the note needs."
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,INFO,Confidence miscalibration,"The push/pull and imperative/suggestive taxonomy is the note's own construction, presented with direct assertion: ""CLAUDE.md is imperative,"" ""Skill descriptions are suggestive."" Since this is a design note about a system the author controls, asserting how the system works is reasonable. The only slight tension is that ""imperative"" and ""suggestive"" are being proposed as a general framing for always-loaded context surfaces — if the note intends this as a transferable framework (not just a description of this system), a brief flag like ""a useful way to characterize the difference"" would calibrate it."
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,CLEAN,Source residue,"The note discusses CLAUDE.md, skill descriptions, git conventions, and the `/connect` command — all specific to this knowledge system. Since the note's subject IS this system's design, the specificity is appropriate, not residue from a narrower domain."
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, or equations. The note argues entirely in prose."
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,CLEAN,Proportion mismatch,"The core claim (two surfaces, different affordances) receives balanced treatment: roughly equal space for CLAUDE.md and skill descriptions, followed by an overlap discussion and a crystallizing design question. Proportions match the claim's structure."
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,CLEAN,Orphan references,"No specific figures, data points, named studies, or empirical claims appear in the note."
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,CLEAN,Unbridged cross-domain evidence,No cross-domain citations. All evidence is drawn from the system the note describes.
always-loaded-context-has-two-surfaces-with-different-affordances.md,prose-review,CLEAN,Redundant restatement,"The final ""Key design question"" paragraph restates the push/pull distinction, but it does so to compress it into a decision heuristic — a different rhetorical function from the earlier exposition. This is summary, not redundancy."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,WARN,Source residue,"The note's title and opening paragraph claim generality over ""framework-owned tool loops,"" but the body repeatedly anchors in this project's specific tooling. ""A snapshot skill whose X fetch script fails because of a bad path can still produce something by browsing the page directly"" (line 21) names a concrete commonplace skill without framing it as an example. The ""Practical consequences for commonplace"" section names ""Claude Code or Codex"" and discusses ""broken helper, missing binary, or bad relative path"" — infrastructure details specific to this project. The open questions reference ""AGENTS.md"" and ""Claude/Codex logs"" by name. Taken together, roughly half the note's development is specific to this KB's tooling rather than the general phenomenon the title promises."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,WARN,Proportion mismatch,"The core claim — that apparent success is unreliable as a health signal — is most directly supported by the ""Why the health signal degrades"" section, which introduces the three-outcome taxonomy that is the note's main analytical contribution. That section is roughly 120 words of argument (excluding the linked-note paragraph). The ""Theoretical placement"" section, which locates the phenomenon in the runtime decomposition model and links to two other notes, is roughly 150 words and does not advance the core claim so much as cross-reference it. The practical-consequences section (~100 words) introduces observability as the remedy but develops neither synchronous reporting nor asynchronous observation beyond a single sentence each. The result: the note's own framework (degraded execution as a first-class concept) and its practical remedy (the two observability modes) are both thinner than the theoretical-placement cross-references."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,INFO,Confidence miscalibration,"The three-outcome taxonomy (""Primary-path success / Fallback success / Hard failure"") is presented with definite framing: ""The standard tool loop merges three different outcomes into one visible state."" The word ""standard"" and the numbered list present this as established fact. It is actually the note's own proposed decomposition — a reasonable one, but not cited from any source. Given the note's seedling status, this may be intentional (stake the claim, refine later), but the framing reads as if the taxonomy is prior art rather than a contribution."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,INFO,Redundant restatement,"The ""Theoretical placement"" section's final paragraph (""It also sharpens enforcement without structured recovery is incomplete: recovery strategy is only half the problem. The other half is observability."") restates the practical-consequences section's core point (observability is the real requirement) in slightly different language. The Relevant Notes entry for the same linked note makes the same point a third time (""corrective/fallback/escalation needs an observability layer so recovery does not erase evidence of the original failure""). The repetition is mild — each instance adds a slightly different framing — but three passes at the same bridge between recovery and observability is noticeable."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation or mathematical apparatus. The three-outcome list uses numbered prose, not equations or variables. The decomposition earns its structure — each item names a genuinely distinct runtime outcome. No decorative formalism."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,CLEAN,Orphan references,"All specific claims are either the note's own argument or linked to named notes. No floating empirical data, percentages, named studies, or unsourced numbers appear anywhere in the note. The ""snapshot skill"" and ""Claude Code or Codex"" references are to the project's own tooling, not external claims requiring citation."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note stays within a single domain (agent framework infrastructure and observability). It does not cite findings from human cognition, traditional software engineering research, or other external domains as evidence. The linked note about ""traditional debugging intuitions"" is referenced as a related argument, not as cross-domain evidence imported into this note's claims."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,prose-review,CLEAN,Anthropomorphic framing,"The note uses ""the agent recovers,"" ""the model is already tasked with 'keep going,'"" and ""the framework usually prefers not to interrupt."" These attribute agency to framework components, but in context they are standard shorthand for system behavior (the framework is configured to continue; the model generates recovery attempts). None of these imply mental states or make claims about cognitive internals. The language is precise enough for its purpose."
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,WARN,Confidence miscalibration,"The note presents its entire framework — two operations, two constraints, the ""bet"" framing, all derived conventions — as established fact rather than a proposed model. Phrases like ""Two operations justify areas,"" ""Both operations impose the same two constraints,"" and ""An area defines a set of notes where reading together is expected to be productive"" assert without hedging. This is the note's own analytical construction: no source is cited, no empirical data is offered, and the note's status is seedling. The framework is plausible, but the language throughout reads as settled methodology rather than a proposed rationale. Even the consequences section uses strong prescriptive language: ""Misplaced notes are actively harmful, not neutral,"" ""Single-area membership is the default."""
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,INFO,Proportion mismatch,"The core claim is that areas exist because orientation and comparative reading require bounded, related note sets. The ""Comparative reading"" definition includes a seven-item bulleted list of concrete outputs (redundancy, contradiction, tension, etc.) that is roughly as long as the rest of ""The operations"" section combined. Orientation gets one paragraph; comparative reading gets one paragraph plus the bulleted list. This is a mild imbalance — the list is genuinely useful — but it means the note develops one of its two foundational operations much more thoroughly than the other. A reader might conclude comparative reading is the primary justification and orientation is secondary, which the note doesn't intend (it frames them as complementary and co-equal)."
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,CLEAN,Source residue,"The note operates at a general level throughout — ""agent,"" ""notes,"" ""area,"" ""context."" There is no domain-specific vocabulary leaking from a particular source. References to WRITING.md and /connect are self-references within the KB methodology, which is the note's own domain. The note was not generalized from an external source; it was constructed as internal rationale. No residue detected."
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, or mathematical apparatus. The note uses structured prose (bulleted lists, bold labels) but all of it does genuine organizational work — the seven comparative-reading outputs are distinct categories, not decorative taxonomy. No decorative formalism."
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,CLEAN,Orphan references,"The note references a ""split threshold of ~40 notes"" and links it to WRITING.md twice. The ""quality signals"" mention is linked to its note. All specific claims are either self-evident from the framework being constructed or linked to their source. No floating empirical claims or unsourced numbers."
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note stays entirely within its own domain (knowledge base design for agent systems). No external studies, no cross-domain analogies, no borrowed empirical claims. All evidence is structural argument from first principles within the KB methodology domain."
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,CLEAN,Redundant restatement,"The note has some deliberate recapitulation — the ""Areas are the mechanism"" section re-derives what ""The constraints"" section established — but this serves a structural purpose: constraints are stated abstractly, then ""Areas are the mechanism"" applies them concretely to area design. The transition from abstract to applied is not redundant restatement; it is the note's argumentative progression. The ""Conventions that follow"" section builds on ""Areas are the mechanism"" without restating it. No problematic redundancy."
areas-exist-because-useful-operations-require-reading-notes-together.md,prose-review,CLEAN,Anthropomorphic framing,"The note uses ""agent"" throughout in a technical sense (the entity operating on the KB). Language like ""an agent must search, read individual notes, and piece together relationships"" describes operational behavior, not mental states. ""Mental model"" appears once (""the mental model being reconstructed"") which is borderline, but the note is describing what orientation produces for the agent's working context, not attributing cognition. No problematic anthropomorphism."
automated-synthesis-is-missing-good-oracles.md,prose-review,WARN,Confidence miscalibration,"""Experiments with this KB confirm that automated synthesis readily surfaces interesting candidates"" — the opening paragraph asserts experimental confirmation without describing the experiments, their scope, or their results. ""Confirm"" is strong epistemic language for what is presumably informal experimentation. This contrasts with the note's own `status: speculative` frontmatter, which signals lower confidence than the prose delivers."
automated-synthesis-is-missing-good-oracles.md,prose-review,WARN,Confidence miscalibration,"""Automated synthesis of natural-language knowledge fails at scale because most of what it produces is not useful"" — this is stated as established fact, but the note does not cite evidence for it beyond the KB's own experiments (which are described vaguely). The comparative review finding that ""almost nobody automates synthesis"" is suggestive but could have many explanations beyond evaluation difficulty. Presenting the oracle gap as *the* reason synthesis fails is a causal claim that the evidence supports as plausible rather than confirmed."
automated-synthesis-is-missing-good-oracles.md,prose-review,INFO,Source residue,"""Cognee memify — promises synthesis-like operations but ships simpler extraction. The gap between ambition and shipping is itself evidence of the difficulty."" — The second sentence asserts that a product shipping less than it promises is evidence that the problem is hard. This is a weak inference (products ship less than promised for many reasons — prioritization, engineering effort, market fit). It reads as an aside built from a specific system review that leaked through as a general-purpose argument."
automated-synthesis-is-missing-good-oracles.md,prose-review,INFO,Proportion mismatch,"The note's core claim is that synthesis evaluation (the oracle) is the bottleneck, not synthesis generation. The section that carries the most weight for this claim — ""Why the oracle is hard to build"" — is the shortest substantive section (roughly 8 lines of body text). The ""Current attempts"" section, which provides supporting evidence but is not the core argument, is roughly twice as long. The core analytical contribution is somewhat thin relative to the survey material."
automated-synthesis-is-missing-good-oracles.md,prose-review,CLEAN,Source residue,"The note claims generality at the level of ""automated synthesis"" of ""natural-language knowledge."" Body vocabulary stays at that level — ""oracle,"" ""extraction,"" ""synthesis,"" ""fidelity,"" ""novelty,"" ""validity."" The comparative review examples (tip consolidation, A-MEM, Cognee, /connect) are all clearly framed as specific system instances, not as leaked domain assumptions. KB-specific terms like ""/connect skill"" are explicitly identified as ""this KB's."""
automated-synthesis-is-missing-good-oracles.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or symbolic apparatus. The fidelity/novelty/validity decomposition is presented in prose with clear natural-language definitions. No decorative formalism."
automated-synthesis-is-missing-good-oracles.md,prose-review,CLEAN,Orphan references,"No unsourced specific numbers, percentages, or named studies. The ""eleven systems"" claim is supported by a link to the comparative review. The tip consolidation and A-MEM references link to their sources. The Kim et al. reference in the relevant notes section is contextual rather than an evidentiary claim in the body."
automated-synthesis-is-missing-good-oracles.md,prose-review,CLEAN,Unbridged cross-domain evidence,All cited evidence stays within the note's domain (KB/agent systems). The comparative review is about memory systems; the tip consolidation paper is about self-improving agents; the quality signals note is about KB evaluation. No cross-domain transfer claims that would require bridging.
automated-synthesis-is-missing-good-oracles.md,prose-review,CLEAN,Redundant restatement,"Sections open with new content. ""Why the oracle is hard to build"" opens with the fidelity/novelty/validity distinction, not a restatement of the oracle gap. ""Relationship to the boiling cauldron"" opens by placing synthesis within a broader taxonomy rather than re-explaining the problem. No restating first paragraphs detected."
automated-synthesis-is-missing-good-oracles.md,prose-review,CLEAN,Anthropomorphic framing,"The note uses precise language for LLM behavior: ""LLMs can combine,"" ""LLM-merges,"" ""LLM judgment."" No instances of ""understands,"" ""knows,"" ""believes,"" or ""possesses."" The phrase ""a human reviewer recognizes"" refers to an actual human, not a model."
automated-tests-for-text.md,prose-review,WARN,Confidence miscalibration,"""The same test pyramid applies"" — this asserts an established equivalence between software test pyramids and text testing, but the note's own final line acknowledges ""We haven't built any of this yet."" The test pyramid for text is a proposed analogy, not a validated structure. The opening sentence presents it as settled (""applies""), and the three-level breakdown (""deterministic checks at the base, LLM-based rubric grading in the middle, cross-document corpus checks at the top"") reads as an established architecture rather than a hypothesis. The hedge only arrives in the last paragraph, after the reader has already absorbed the framework as fact."
automated-tests-for-text.md,prose-review,WARN,Proportion mismatch,"The core claim is that text can be tested like software using a pyramid of checks. The note's most important idea — what each level actually does and how they compose — gets a single bullet list with one-line descriptions per level. Meanwhile, the paragraph on prompt-vs-artifact testing and the doubled testing surface gets substantially more development (the entire second half of the note). The pyramid itself, which is what other notes cite this note for (both `document-types-should-be-verifiable.md` and `programming-practices-apply-to-prompting.md` reference ""the text testing pyramid""), is underdeveloped relative to the secondary testing-surface argument."
automated-tests-for-text.md,prose-review,INFO,Source residue,"The note's title and opening claim generality over ""text artifacts,"" but the body vocabulary drifts toward this specific knowledge base: ""required sections, description present, link validity, no dangling wiki-links"" are all properties of this KB's note format, not of text artifacts in general. ""Contradiction check against existing notes, terminology alignment"" similarly assumes a KB corpus. The note could be about testing text artifacts broadly, but the examples are all about testing notes in this particular system. This may be intentional — the note lives in a KB about KB methodology — but a reader coming from the title ""Automated tests for text"" might expect broader applicability than the examples deliver."
automated-tests-for-text.md,prose-review,INFO,Unbridged cross-domain evidence,"""Same way you build a test suite — add a test when something breaks, not before"" draws on test-driven development's ""red-green-refactor"" / failure-first convention from software engineering. The note presents this as directly transferable without explaining why the same strategy works for text quality checks. In software, a failing test has a clear signal (assertion failure); for text, ""something breaks"" is ambiguous — how do you detect a quality failure in a note without the check already existing? The analogy may hold, but the bridge is missing."
automated-tests-for-text.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or symbolic apparatus in the note. The three-level pyramid is presented as a prose list. No decorative formalism."
automated-tests-for-text.md,prose-review,CLEAN,Orphan references,"No specific figures, percentages, named studies, or empirical claims appear without context. The note is entirely framework-level with no unsupported data points."
automated-tests-for-text.md,prose-review,CLEAN,Redundant restatement,"The note is short (five paragraphs) and each paragraph advances a distinct point: the claim, the type-system connection, the build-from-failures principle, the pyramid levels, the prompt-vs-artifact distinction, and the ""haven't built this"" closer. No section restates a prior section's conclusion."
automated-tests-for-text.md,prose-review,CLEAN,Anthropomorphic framing,"No language attributing human-like properties to models. The note discusses testing infrastructure, not model cognition."
automating-kb-learning-is-an-open-problem.md,prose-review,WARN,Confidence miscalibration,"The ""What is a KB for?"" section asserts ""A knowledge base exists to answer questions about the project"" as settled fact, then builds the entire evaluation framework on this single function. This is a design choice, not a discovered truth — a KB could also exist to surface connections the user hasn't thought to ask about, or to preserve institutional memory that doesn't map to questions. The note's own ""Synthesise"" mutation (""two notes that together imply something neither says alone"") is arguably not question-answering at all. The status frontmatter says ""speculative,"" but this foundational framing reads as axiomatic."
automating-kb-learning-is-an-open-problem.md,prose-review,WARN,Proportion mismatch,"The title claim is that automating KB learning is an open problem. The section that most directly addresses why it's open — ""Open problems"" — is roughly comparable in length to ""The boiling cauldron (aspirational)"" and ""Mutations differ on two axes,"" which describe an aspirational solution rather than the problem itself. The ""Vocabulary gap"" section, which argues that the conceptual language for the problem doesn't exist yet, is compressed into a single dense paragraph despite being arguably the most novel claim in the note."
automating-kb-learning-is-an-open-problem.md,prose-review,WARN,Proportion mismatch,"The ""Connection to codification"" section (4 sentences) is thin relative to the weight of the claim it makes — that the calculator/vision-feature distinction tells us where a learning loop would operate. This is a significant structural claim about the design space, but it reads as an afterthought appendix."
automating-kb-learning-is-an-open-problem.md,prose-review,INFO,Source residue,"The metaphor ""boiling cauldron"" is vivid but its origin is unexplained. It could be residue from a specific source or conversation. The note doesn't attribute it or explain why this metaphor was chosen over alternatives. This isn't clearly a problem — it works as a memorable label — but a reader encountering it for the first time gets no help understanding why ""boiling"" is the right image for what's described (continuous, speculative, background mutation proposals)."
automating-kb-learning-is-an-open-problem.md,prose-review,INFO,Redundant restatement,"The ""Connection to codification"" section partially restates the codifiability axis already introduced in ""Mutations differ on two axes"" (""Codifiable operations... already automatable as scripts"" vs. ""The KB's infrastructure — file formats, frontmatter schema, sync scripts — is calculator-like""). The two sections make the same point through different lenses (codifiability axis vs. bitter lesson boundary) but the overlap isn't acknowledged."
automating-kb-learning-is-an-open-problem.md,prose-review,INFO,Confidence miscalibration,"The sentence ""Codifiability is a separate axis — often tractable regardless of scope, because the question 'can this be made deterministic?' is itself fairly deterministic"" asserts a meta-claim (that codifiability assessment is itself codifiable) without hedging. This is a neat observation but it's the note's own construction and reads as established fact rather than a proposed heuristic."
automating-kb-learning-is-an-open-problem.md,prose-review,CLEAN,Source residue,"The note operates at its claimed generality level (KB automation) consistently. Domain-specific examples (PageRank, betweenness centrality, DSPy, ProTeGi, Pi Self-Learning) are all appropriately framed as references or comparisons rather than assumed context. The arscontexta reference in the ""Retire"" bullet is explicitly attributed."
automating-kb-learning-is-an-open-problem.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation is used. The ""two axes"" decomposition in ""Mutations differ on two axes"" uses prose categories rather than pretending to be a formal taxonomy. The by-generality and by-codifiability breakdowns are labeled as organizational frames, not formal dimensions."
automating-kb-learning-is-an-open-problem.md,prose-review,CLEAN,Orphan references,"Specific claims and systems are consistently linked to their source notes. The Pi Self-Learning reference, the arscontexta methodology, the adaptation taxonomy — all are linked. No floating empirical claims without attribution."
automating-kb-learning-is-an-open-problem.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note's evidence stays within its domain (KB systems, agent memory, learning theory). The Simon reference is bridged through the opening paragraph's application to KB improvement. The Pi Self-Learning comparison explicitly explains why the analogy holds (oracle difficulty spectrum) and where it breaks down."
automating-kb-learning-is-an-open-problem.md,prose-review,CLEAN,Anthropomorphic framing,"The note consistently uses system-level language (""the KB learns,"" ""the system's adaptive capacity"") rather than attributing cognitive states to models. ""The agent proposing mutations"" is appropriately agentive for describing what an agent does."
backlinks.md,prose-review,WARN,Source residue,"The note refers to ""the new `docs/sources/` directory"" (line 29), but the actual path in this KB is `kb/sources/`. The `docs/sources/` path looks like residue from an earlier directory layout or a draft where the prefix was different. This appears in use case 2, which builds an argument around source-to-theory bridging — the stale path undermines the concreteness of that argument."
backlinks.md,prose-review,WARN,Orphan references,"The claim ""44% of notes currently lack Relevant Notes sections at all"" appears twice (lines 76 and 90) with no source, date, or methodology. It reads as a measured statistic — was it computed by a script at some point? If so, it may be stale. If it was an estimate, the precision of ""44%"" overstates confidence."
