check,warn_count,info_count,clean_count,sample_note,sample_finding
Completeness: boundary case -- pre-loaded context without iteration,1,0,0,in-context-learning-presupposes-context-engineering.md,"The note claims context engineering ""improves over deployment time"" (claim 5) and that this improvement is what makes it learning. Boundary case: a team writes a system prompt once at launch and never changes it. The system prompt provides context engineering (routing, loading) but exhibits no learning -- no iteration, no artifact evolution. The note conflates two claims: (a) in-context learning requires context selection machinery, and (b) that machinery improves over time. Claim (a) is strong; claim (b) is an empirical regularity that needn't always hold. A static but well-designed context engineering setup would satisfy (a) without (b), which undermines the ""relocated learning"" argument for that case."
Completeness: boundary case -- trivial in-context learning,1,0,0,in-context-learning-presupposes-context-engineering.md,"The note claims ""in-context learning only works when the right knowledge is already in the window"" (claim 3) and that context engineering is the machinery that ensures this. Boundary case: a user directly pasting their own data into a chat prompt (e.g., ""here is my CSV, analyze it""). In this case, in-context learning works and the ""routing, loading, scoping, maintenance"" machinery played no role -- the human performed a trivial selection without any engineered system. The note's claim holds for *agentic systems* but the note doesn't scope itself to agentic systems. The title claim -- ""in-context learning presupposes context engineering"" -- is too broad if it includes cases where humans manually supply all relevant context."
Grounding -- Domain coverage,1,0,0,llm-context-is-a-homoiconic-medium.md,"The note's link to methodology-enforcement-is-constraining.md is described as ""grounds: the constraining gradient from instruction to script imposes structural boundaries that the homoiconic medium itself cannot provide."" The linked note discusses enforcement layers (instructions, skills, hooks, scripts) as a constraining gradient for *methodology*, grounded in the semantic-underspecification framework from agentic-systems-interpret-underspecified-instructions.md. It does not frame these layers as responses to homoiconicity specifically -- it frames them as responses to underspecification and indeterminism. The homoiconic-medium note treats the constraining gradient as a consequence of homoiconicity, but the source note treats it as a consequence of underspecification. These are related but distinct framings: underspecification exists whether or not the medium is homoiconic (a typed API can still accept underspecified natural language instructions). The ""grounds"" link overstates the alignment."
Grounding -- domain coverage,1,0,0,memory-management-policy-is-learnable-but-oracle-dependent.md,"The note uses the bitter-lesson boundary to frame AgeMem's architecture: ""the operations are the calculator part (specifiable, deterministic), while the composition policy is the vision-feature part (learnable, benefits from scale)."" The bitter-lesson note's core distinction is whether ""the specification fully captures the problem."" The note applies this by saying memory operations are fully specified (calculator) while the policy is not (vision feature). But AgeMem's operations are not fully specified in the bitter-lesson sense -- they are hand-crafted tools with designed interfaces, which is different from specifications that ARE the problem (like multiplication). ""Add a key-value pair"" is a human-designed interface to memory, not a formal specification of what memory storage IS. The operations are closer to the vision-feature side than the note acknowledges -- they are a theory of what memory operations look like, not a definition. The bitter-lesson note's own chess example is instructive: the rules of chess are the arithmetic part because they define legal play, not because they are hand-crafted tools. AgeMem's six tools define an API, not the problem."
Grounding / Domain coverage,1,0,0,discovery-is-seeing-the-particular-as-an-instance-of-the-general.md,"The link to ""information value is observer-relative"" is annotated ""grounds: the recognition cost hierarchy maps to computational bounds on structure extraction."" The information-value note does discuss extraction cost and bounded observers, and it does reference back to this discovery note: ""Discovery cost is observer-relative but not easily optimized — the data from which a connection could be inferred is present before anyone sees it, but extracting the pattern requires computation that scales with abstraction depth."" However, the information-value note's framework is about *observer-relative value* (prior knowledge, computational capacity, tools, goals). The discovery note's recognition cost hierarchy is about *depth of abstraction* (surface vs structural vs generative). These are related but not the same: recognition cost could be observer-relative (a domain expert recognizes structural similarity cheaply), but the discovery note presents it as an intrinsic property of depth levels (""surface similarity: cheap... structural similarity: expensive""), not as observer-relative. The grounding claim is partially valid (the information-value note mentions this note's hierarchy) but the relationship is more accurately ""extends"" or ""consistent with"" than ""grounds,"" since the information-value framework would actually complicate the discovery note's cost hierarchy by making it observer-dependent rather than depth-dependent."
Grounding / Harness Engineering source,1,0,0,human-llm-differences-are-load-bearing-for-knowledge-system-design.md,"The Relevant Notes section claims Harness Engineering ""extends: 'codebase optimized for Codex's legibility first' is the extreme endpoint of dual-audience design — human readability as secondary to agent readability."" However, reading the ingest, the Lopopolo report describes a codebase where *no human writes code* and agents are the sole producers and primary consumers. This is not a dual-audience case — it is a single-audience case where the audience question has been resolved by eliminating one audience from the production loop. Calling it ""the extreme endpoint of dual-audience design"" stretches the dual-audience framework: if one audience is removed, the tension the note describes (optimizing for both) does not arise. The source is better described as validating the note's claim that audience awareness matters (they made an explicit choice), but the relationship label ""extends"" overstates alignment with the dual-audience frame."
Grounding / Scope mismatch,1,0,0,capability-placement-should-follow-autonomy-readiness.md,"The note claims ""Capability placement is a separate decision from AGENTS.md control-plane design,"" but the parent note (agents-md-should-be-organized-as-a-control-plane.md) already includes capability inventories in its exclusion rules (line 93: ""capability inventories (injected or non-injected)"") and discusses lifecycle guidance (section ""Lifecycle of guidance,"" lines 98-108) that covers the same progression this note formalizes. The parent note treats capability placement as a consequence of the control-plane model, not a separate decision. This note reframes it as independent, but the linked source treats it as derived. The relationship annotation says ""isolates the separate decision rule,"" but the source material suggests the rule was already embedded, not separate."
Grounding / domain coverage,1,0,0,document-classification.md,"The note claims that `note` ""defines the shared fields (description, status, traits, areas)"" but when checking types/note.md, the global fields listed there are: `description`, `type`, `traits`, `tags`, and `status`. The note says ""areas"" but the actual spec says ""tags."" This is a vocabulary mismatch — `areas` was likely the old name for what is now `tags`. The attribution does not match the source."
Grounding / domain coverage — Finzi et al.,1,0,0,codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,"The note claims ""High-epiplexity regularities are genuinely structural — codifying them is safer because they reflect real patterns, not artefacts of the observer's computational budget."" The epiplexity paper defines epiplexity as learnable structure extractable by a computationally bounded observer. But it does not address codification, safety of encoding patterns, or the distinction between arithmetic-regime and vision-feature specs. The note's inference chain — high epiplexity means genuinely structural, therefore safer to codify — bridges two domains that the source does not connect. Epiplexity measures extractable structure in data for a given computational budget; it does not predict whether extracted structure will survive scaling by a different, more powerful observer. A high-epiplexity pattern (learnable at current compute) could still be a vision feature that a larger-compute observer would supersede with a better decomposition. The note presents this as if the source grounds the codification-safety claim, but the source grounds only the ""genuinely structural vs artefact"" distinction within a fixed computational bound."
Grounding / scope mismatch — Ebrahimi et al.,1,0,0,codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,"The note claims that the induction bias results show ""codification bets in the arithmetic regime are not merely safe-for-now; the step-by-step structure that codification encodes is the kind of regularity that persists under scaling."" The source studies data efficiency of architectural induction bias (recurrent vs transformer) on synthetic algebraic state-tracking tasks (modular addition, permutation composition) using small fixed-size models. It does not test whether the advantage persists under model scaling (more layers, larger dimensions), and the authors explicitly acknowledge this limitation. The note's upgrade from ""architectural induction bias is efficient for algebraic tasks at tested scales"" to ""codification bets persist under scaling"" is the note's own inference, not an attribution. The ingest file's limitations section specifically flags this: ""this leaves open the possibility that the data-efficiency gap narrows with scale — which would be exactly the bitter lesson's prediction."""
Grounding alignment / vocabulary mismatch,1,0,0,structure-activates-higher-quality-training-distributions.md,"The note says ""Structured templates work by the same mechanism: they reorder and partition the generation task so that at each point, the model's bounded computation can extract more structure from its training distribution"" (para 4). The epiplexity source never discusses inference-time context, prompt templates, or generation tasks. Its ""data ordering"" result is about the order in which training examples are presented to a learner, not about how structured sections in a prompt affect autoregressive token prediction. The note's use of ""the same mechanism"" asserts an identity between training-time data ordering and inference-time context structure that the source does not establish."
Grounding alignment — Harness Engineering link,1,0,0,agent-statelessness-means-the-context-engine-should-inject-context-automatically.md,"The Relevant Notes section claims the Harness Engineering source ""extends auto-injection from documents to runtime state."" The source (harness-engineering-leveraging-codex-agent-first-world.ingest.md) describes dynamic observability via DevTools Protocol — wiring metrics, logs, and spans into the agent's context. This is indeed providing context the agent did not request, but the mechanism is fundamentally different: it is runtime telemetry pushed into context, not document references resolved at load time. Calling this an extension of ""auto-injection"" conflates two distinct operations (document reference resolution vs. runtime state observation) under a single label. The ingest itself uses more cautious language: ""extends automatic context injection beyond documents to runtime state — a dimension the note does not yet cover."" The note's link description drops the ""dimension the note does not yet cover"" qualifier."
Grounding alignment — affordance table,1,0,0,claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,"The note claims ""Types mark affordances lists `claim` affordances as: verify, gather evidence, challenge, use as assumption"" and attributes this to the linked note `instructions-are-typed-callables.md`. That note does not contain an affordance table with those four operations. It mentions that ""a `structured-claim` affords verification"" in passing and has a skill-signature table (ingest, connect, validate, convert), but no enumeration of claim-specific affordances. The four operations (verify, gather evidence, challenge, use as assumption) appear to be the reviewed note's own inference, not an attribution from the source. This makes one of the ""three independent threads"" of evidence weaker than presented — the thread is the note's own analysis, not something the source arrived at independently."
Grounding alignment — arscontexta quote,1,0,0,traversal-improves-the-graph.md,"Claim 10 directly quotes arscontexta: ""The agent gets better at navigating the graph. And the graph gets better at being navigated."" The source is an external GitHub URL (`raw.githubusercontent.com/agenticnotetaking/arscontexta/...`). The local arscontexta instance referenced in the related-systems note is described as stale. I was unable to verify this quotation against the source text. If the quote is a paraphrase rather than a verbatim extraction, it should not be in quotation marks. Worth verifying by the author."
Grounding alignment — attribution accuracy,1,0,0,areas-exist-because-useful-operations-require-reading-notes-together.md,"The ""Distilled into"" footer states: ""[WRITING.md](../instructions/WRITING.md) — area assignment rules, lifecycle split threshold, and areas field description."" WRITING.md contains none of these three items. The distillation link claims a downstream relationship that does not hold; either the distillation was undone when WRITING.md migrated to tags, or it never occurred."
Grounding alignment — domain drift,1,0,0,areas-exist-because-useful-operations-require-reading-notes-together.md,"The entire ""Conventions that follow"" section (claims 11-14) prescribes rules for an `areas:` frontmatter field that no longer exists in the system. ADR 004 (status: proposed, 2026-03-13) replaces `areas:` with freeform `tags:` and explicitly lifts several constraints this note establishes — the parent/child prohibition, the single-area default, the ~40 note split pressure. The note's conventions section describes a system state that has been superseded. Readers encountering this note will receive guidance that contradicts current WRITING.md and ADR 004."
Grounding alignment — epiplexity scope,1,0,0,reverse-compression-is-the-failure-mode-where-llm-output-expands-without-adding-information.md,"The note claims ""Epiplexity — epistemic complexity extractable by a bounded observer — formalizes test 3."" However, the epiplexity paper (ingest) defines epiplexity as learnable structural patterns extractable from sequential data under computational bounds — it measures structure in data distributions, not the broader notion of ""usefulness to a reader"" that test 3 describes. Test 3 asks whether the body ""make[s] structure accessible to the *reader* that wasn't before,"" which includes factual content, surprising juxtapositions, and audience-specific relevance — dimensions the epiplexity formalism does not cover. The information-value-is-observer-relative note itself flags this gap in its open questions: ""Observer-relativity applies to both patterns (require computational depth to extract) and facts (require prior knowledge to interpret). Are these the same phenomenon or two phenomena that share a surface shape?"" The note treats epiplexity as fully formalizing test 3, but the formalization covers the pattern-extraction subset, not the full space of ""adding information for a bounded observer."""
Grounding alignment — link semantics as warrants,1,0,0,claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,"The note states ""Link semantics using 'since' and 'because' encode warrants"" (Evidence item 1), attributing this to the title-as-claim note. The title-as-claim note describes ""since"" and ""because"" as link semantics that encode causal and foundational relationships, and separately in its Relevant Notes section describes Toulmin as ""the theory behind what this note describes."" However, the title-as-claim note's body text never uses the term ""warrant"" to describe what ""since""/""because"" encode — the warrant framing is only in the footer link annotation, which was likely written after this structured-claim note existed. The Toulmin mapping (link semantics = warrants) may be more the reviewed note's retroactive reading than something the title-as-claim note itself arrived at independently, weakening the ""three independent threads"" convergence claim."
"Grounding alignment — scope mismatch with ""document types should be verifiable""",1,0,0,agent-statelessness-means-the-context-engine-should-inject-context-automatically.md,"The note claims to extend the document affordances concept: ""This extends document affordances from 'what operations can I perform on this document' to 'what context gets loaded alongside this document.'"" The linked source (document-types-should-be-verifiable.md) defines affordances as what the *processor* (agent) can do with a document — ""types guide what the processor can do with the document."" The extension to ""what context gets loaded alongside"" is not an affordance of the document type in the source's sense; it is a behavior of the context engine triggered by the type. The source discusses types as navigation hints the agent reads before opening a document; the note repurposes ""affordance"" to mean automatic side-effects of loading. The inference is plausible but the vocabulary shift could mislead readers into thinking the source already contemplates injection-style affordances when it does not."
"Grounding alignment — scope of ""scoping benefits""",1,0,0,specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,"The note claims OpenProse-style systems ""recover some of the scoping benefits described in [LLM context is composed without scoping]."" The scoping note identifies several distinct benefits: isolation via sub-agents (lexical scoping), prevention of spooky action at a distance, avoidance of name collision, and the ability to reason locally. Specification-level separation as described here — naming control flow, marking discretion, externalising state into files — plausibly addresses externalisation (moving state out of the conversation) and some frame-boundary clarity, but does not provide the sub-agent isolation that the scoping note identifies as ""the one place where real isolation is achievable."" The note does not distinguish which scoping benefits are recovered and which are not, risking an overstatement of what specification-level separation delivers relative to its cited source."
Grounding – domain coverage,1,0,0,constraining-during-deployment-is-continuous-learning.md,"The note claims that developer behaviors documented in the Huang et al. study — ""developers iteratively refine prompts, tools, and workflows based on deployment experience"" — constitute ""continuous learning through constraining."" But the ingest note for that source explicitly warns: ""Strategies described, not evaluated"" and ""Single 45-minute observation window."" The study captures cross-sectional snapshots of developer practices, not longitudinal evidence of durable capacity change accumulating over time. Simon's definition requires ""more or less permanent change in capacity"" — a single observation session cannot establish permanence. The note treats ""developers do X"" as evidence for ""X is continuous learning,"" but the cited source does not actually show the accumulation or persistence of the artifacts it describes. The inference from observed behavior to continuous learning is plausible but unsupported by the cited evidence specifically."
"Grounding — ""most valuable property""",1,0,0,brainstorming-how-reach-informs-kb-design.md,"The note claims ""Reach is the most valuable property a note can have."" The linked source ""A good agentic KB maximizes contextual competence"" explicitly identifies a tension between reach and action value (section ""Tension: reach vs action value""): ""An action-oriented system needs preferences, procedures, and judgment precedents — knowledge types that are inherently low-reach (context-specific) yet high-value for action."" That source resolves the tension by saying reach is not strictly the most valuable property but rather the most context-efficient one under bounded context. The brainstorming note's unqualified superlative (""most valuable"") overstates what the linked source supports."
Grounding — CoT as content-bias decorrelation,1,0,0,error-correction-works-above-chance-oracles-with-decorrelated-checks.md,"The note claims ""Chain-of-thought prompting partially achieves this [decorrelation] by improving performance on abstract/unfamiliar conditions without degrading familiar ones, suggesting that process structure can serve as a content-bias decorrelation mechanism."" The Lampinen et al. source does show CoT improves abstract/unfamiliar performance, but it does not test or discuss CoT as a *decorrelation* mechanism across multiple checks. The source shows CoT reduces content bias *within a single pass* (improving accuracy on hard conditions). The note's inference — that this implies decorrelation *between repeated checks* — is a substantial leap. Reducing bias in a single oracle and decorrelating errors across multiple oracle instances are different properties. A less biased oracle is better (higher TPR-FPR gap), but it is not necessarily more decorrelated from other oracles using the same CoT prompt. The note labels the link as ""speculative"" in the Relevant Notes section, but the body text presents it without that qualifier."
"Grounding — Discrimination ""stagnant""",1,0,0,reliability-dimensions-map-to-oracle-hardening-stages.md,"The note says ""The paper finds calibration improving but discrimination stagnant."" Rabanser et al. actually report a more nuanced finding: ""discrimination trends diverge across benchmarks: on tau-bench it has generally improved in recent models, whereas on GAIA it has in fact mostly worsened."" Calling this ""stagnant"" collapses a divergent finding (improved on one benchmark, worsened on another) into a single characterization. ""Stagnant"" understates the GAIA worsening and erases the tau-bench improvement."
Grounding — Double-Loop Learning,1,0,0,deploy-time-learning-the-missing-middle.md,"The note claims ""Deploy-time learning is double-loop learning for agent systems — constraining revises the rules, not just the outputs."" Argyris & Schon's double-loop learning specifically involves questioning and modifying the governing variables (norms, policies, objectives) that frame decision-making, as opposed to single-loop learning which adjusts actions within existing frames. Much of the verifiability gradient — structured output schemas, prompt tests, deterministic modules — looks more like single-loop learning: the system gets better at executing within established frames. Only some constraining acts (e.g., revising the fundamental structure of a prompt, changing what the system is *trying to do*) qualify as double-loop. The blanket equation ""deploy-time learning is double-loop learning"" overstates the mapping; deploy-time learning *includes* double-loop learning but also includes plenty of single-loop hardening."
Grounding — MAKER and consistency,1,0,0,reliability-dimensions-map-to-oracle-hardening-stages.md,"The note says MAKER ""demonstrates what happens when you take this seriously for consistency."" But MAKER does not address consistency as Rabanser et al. define it (same input, same output across runs). MAKER addresses correctness — achieving zero errors across a million steps. The MAKER system itself is stochastic (temperature > 0, voting across samples) and its consistency across runs is not evaluated. The note silently shifts ""consistency"" from the Rabanser definition (repeatability) to a different sense (reliable correctness through voting). This vocabulary mismatch risks readers thinking MAKER demonstrates Rabanser-consistency when it demonstrates correctness via error correction."
Grounding — SECI Mapping,1,0,0,deploy-time-learning-the-missing-middle.md,"The note claims ""Constraining and distillation map to externalization and combination phases"" of Nonaka & Takeuchi's SECI spiral. The SECI spiral has four phases: Socialization (tacit-to-tacit), Externalization (tacit-to-explicit), Combination (explicit-to-explicit), and Internalization (explicit-to-tacit). The note maps constraining and distillation to only two of four phases, which is fine — but the mapping itself is questionable. Distillation (compressing explicit knowledge for a bounded consumer) maps more naturally to *Combination* (recombining explicit knowledge into new forms). Constraining (narrowing interpretation space by adding structure) is arguably *Externalization* (making tacit understanding of ""what we actually mean"" explicit in schemas, tests, code). However, the note says ""constraining and distillation map to externalization and combination"" without specifying which maps to which, and the unstated implication that the mapping is clean deserves scrutiny. Additionally, the note self-flags this citation as unsystematic (the TODO on line 92), which is appropriate."
Grounding — Slate attribution,1,0,0,session-history-should-not-be-the-default-next-context.md,"The note states: ""From the public description, workers return episodes — compressed representations of what happened during a bounded action. These are not raw transcripts, so they fit the anti-transcript argument."" The Slate ingest (slate-moving-beyond-react-and-rlm.ingest.md) confirms that episodes are compressed, but the ingest's own Limitations section warns: ""Compression quality is assumed, not demonstrated. The entire architecture depends on episodes being good enough summaries... No evidence is provided that their compression is better."" The note does acknowledge uncertainty about episode policy (""What we cannot tell from public evidence is the policy around episodes""), but the earlier sentence ""they fit the anti-transcript argument"" treats compression quality as sufficient to support the note's claim, when the source itself flags this as unvalidated. The note's hedging is in the right place but the affirmative sentence preceding it makes an unhedged claim that the source does not support."
Grounding — claim 15,1,0,0,execution-indeterminism-is-a-property-of-the-sampling-process.md,"The note claims Ma et al. provides ""cleanest empirical separation of indeterminism from underspecification: by varying prompt framing (emotion/personality) while holding task constant, they isolate the effect of interpretation choice from run-to-run sampling noise."" This is a scope mismatch. Ma et al. vary prompt *style* (emotional tone, personality), not task specification. What they isolate is the effect of surface framing variation on performance — which the paper itself frames as ""prompt sensitivity"" and ""stability,"" not as an indeterminism-vs-underspecification separation. The paper's methodology (16 samples per prompt at temperature=0.2) does measure within-prompt sampling variation, but the paper's primary finding is about cross-variant performance differences, not about cleanly separating the two phenomena the KB taxonomy defines. The mapping from the paper's concepts to the KB's taxonomy is the ingest note's interpretation, not the paper's own framing. This is a reasonable inference but presented as attribution."
Grounding — claim count mismatch with document-classification.md,1,0,0,directory-scoped-types-are-cheaper-than-global-types.md,"The note states ""the document classification spec defines seven global base types: text, note, structured-claim, spec, review, index, adr."" The actual document-classification.md lists exactly seven rows in its base types table, so the count is correct. However, the note frames these as types that are all ""loaded every session whether relevant or not."" But document-classification.md itself has already been updated to acknowledge directory-scoped types: ""The type field is a free-form string. The table below lists the common values; directory-scoped types/ folders document the structural expectations for each."" The source already accommodates directory-local definitions — the note frames the source as more rigid than it currently is."
"Grounding — domain coverage, Rabanser et al.",1,0,0,operational-signals-that-a-component-is-a-relaxing-candidate.md,"The note interprets R_prompt findings as ""evidence that paraphrase brittleness is a measurable and prevalent signal — exactly what you'd expect if many agent components encode theories about input format rather than specifications of meaning."" Rabanser et al.'s study is about agent-level prompt robustness (rephrasing whole task instructions), not about individual component-level theory detection. The source measures whether agents handle semantically equivalent task reformulations, which is about agent behavior, not about identifying which components within a system encode theories vs. specifications. The note's inference — from ""agents are brittle to prompt rephrasings"" to ""this shows components encode theories about input format"" — crosses a level of analysis (agent-level measurement to component-level diagnosis). The source does not discuss the bitter lesson boundary, theory/spec distinctions, or component-level relaxing decisions."
Grounding — scope mismatch with why-directories-despite-their-costs.md,1,0,0,directory-scoped-types-are-cheaper-than-global-types.md,"The note cites why-directories-despite-their-costs.md as supporting the idea that ""directories already carry local conventions; this note proposes making that load-bearing for types."" However, the directories note contains an explicit section titled ""Types and directories are orthogonal"" which directly argues the opposite: ""If types depended on directories, you'd need to redefine types whenever someone creates a new subdirectory."" and ""The document classification system should work across any directory structure."" The cited source actively opposes the proposal this note makes. The note is borrowing the directories note's observation about local conventions while ignoring its explicit argument that types should NOT be directory-scoped. This is selective attribution."
"Grounding — scope mismatch, Ma et al.",1,0,0,operational-signals-that-a-component-is-a-relaxing-candidate.md,"The note claims: ""Their finding that smaller models can achieve superior stability (Qwen-1.5B highest AUC-E) supports the interpretation that brittleness detects badly-fitting theories rather than capacity limitations."" The ingest file's own Curiosity Gate section challenges this interpretation: ""distilled models learn a narrower repertoire of solutions, so there is less variation to express. If the model only knows one way to solve a problem regardless of how you ask, it looks 'stable' without actually being robust in any deep sense."" The ingest also notes Ma et al. provide ""no causal mechanism for the non-monotonic scaling finding."" The note's interpretation (brittleness = badly-fitting theory, not capacity limitation) is one possible reading, but the source is consistent with an alternative reading (stability-through-simplicity, not stability-through-understanding) that would undermine the inference. The note presents the interpretation without acknowledging this ambiguity."
Grounding/Attribution,1,0,0,scheduler-llm-separation-exploits-an-error-correction-asymmetry.md,"The note says MAKER faces ""~99.8% per-step accuracy before correction."" The MAKER source (Section 4.2, Figure 6a) reports per-step error rates that vary by model: gpt-4.1-mini at temperature 0.1 has 1-p = 0.0022 (99.78% accuracy), but other models range from gpt-4.1-nano at 1-p = 0.3571 (64.3% accuracy) to llama-3.2-3B at 1-p = 1.0 (0% accuracy). The ""~99.8%"" figure is specifically the best-performing configuration tested, not a general property of MAKER or of bookkeeping tasks done by LLMs. The note presents it without this qualification, which could mislead readers into thinking bookkeeping tasks generically achieve near-perfect per-step accuracy with LLMs."
Grounding/domain coverage,1,0,0,skills-derive-from-methodology-through-distillation.md,"The note claims the agent-statelessness note uses ""compiled vs. source"" as a metaphor and that ""compilation implies a phase transition (source code to binary) that doesn't happen here."" But the agent-statelessness note's ""source vs. compiled"" section is explicitly about a maintenance discipline (""methodology notes are source code; skills, routing tables, type templates, and naming conventions are compiled artifacts""), not about the metaphysics of medium transitions. The agent-statelessness note doesn't claim a phase transition is happening -- it uses ""compiled"" to mean ""derived artifacts that must stay in sync with source."" The reviewed note attributes a stronger claim to the source than the source actually makes, in order to then correct it."
Grounding/scope mismatch,1,0,0,skills-derive-from-methodology-through-distillation.md,"The note claims constraining is about ""narrowing the output distribution"" (claim 3), but the constraining.md source defines it as ""narrows the space of valid interpretations an underspecified spec admits."" These are different things: output distribution is a statistical property of LLM sampling; interpretation space is a semantic property of specifications. The note's characterization is a simplification that makes constraining easier to distinguish from distillation, but readers who follow the link will find a different (and broader) definition. The constraining note itself explicitly says distillation and constraining are ""orthogonal"" and provides a 2x2 matrix showing they can co-occur -- the reviewed note's framing of constraining as merely a ""side effect"" of distillation understates the source's own framework."
Grounding: Amodei attribution,1,0,0,in-context-learning-presupposes-context-engineering.md,"The note says Amodei ""treats in-context learning as a given capability"" and that his argument presupposes context engineering without acknowledging it. But the ingest source (Limitations section, point 3) explicitly notes that Amodei is talking about *model-level* capability while the KB is about *system-level* adaptation, and that ""Amodei doesn't address this layer, so his dismissal doesn't apply to it."" The note's central rhetorical move -- that Amodei's position implicitly requires context engineering -- treats Amodei's silence on the system layer as an oversight in his argument, when a fairer reading is that he simply wasn't making a claim about the system layer at all. The note frames this as ""he relocated learning"" (claim 9), which imputes an unintended consequence to Amodei's position. This is a valid analytical move but should be flagged: the note is constructing a dependency that Amodei's argument neither asserts nor denies, then presenting it as if Amodei's own logic entails it."
Grounding — vocabulary,0,11,0,,
Consistency,0,6,20,,
Grounding — vocabulary mismatch,0,5,0,,
internal-consistency,0,4,9,,
Grounding alignment — vocabulary,0,3,0,,
Internal consistency — definition drift,0,3,1,,
Completeness -- Precedents,0,2,0,,
Grounding — attribution,0,2,4,,
Grounding — inference validity,0,2,0,,
completeness-boundary,0,2,0,,
internal consistency,0,2,8,,
Boundary,0,1,0,,
"Completeness / boundary case — ""every codification is a bet""",0,1,0,,
Completeness / boundary case — between enumerated items,0,1,0,,
Completeness / boundary case — simplest instance,0,1,0,,
Completeness / boundary case — the simplest possible instance,0,1,0,,
Completeness / boundary case: review of non-argumentative content,0,1,0,,
Completeness — Boundary case: hardening without moving on the oracle spectrum,0,1,0,,
Completeness — Boundary case: overlapping dimensions,0,1,0,,
Completeness — Failure Modes,0,1,0,,
Completeness — Graphiti boundary,0,1,0,,
Completeness — Verifiability Table,0,1,0,,
Completeness — adjacent concept,0,1,0,,
Completeness — between-items case,0,1,0,,
Completeness — boundary between silent disambiguation and interpretation error is porous in practice,0,1,0,,
Completeness — boundary case: audience-dependent classification,0,1,0,,
Completeness — boundary case: cleanup that generates entropy,0,1,0,,
Completeness — boundary case: conflicting definitions,0,1,0,,
Completeness — boundary case: correct but unoriginal synthesis,0,1,0,,
Completeness — boundary case: index type,0,1,0,,
Completeness — boundary case: injection depth,0,1,0,,
Completeness — boundary case: inspectable but not structured,0,1,0,,
Completeness — boundary case: low-entropy generation,0,1,0,,
Completeness — boundary case: notes with mixed argument shapes,0,1,0,,
Completeness — boundary case: on-demand loading already exists,0,1,0,,
Completeness — boundary case: resumability,0,1,0,,
Completeness — boundary case: the reviewed note itself,0,1,0,,
Completeness — claim 13,0,1,0,,
Completeness — claim 4,0,1,0,,
Completeness — claim 5,0,1,0,,
Completeness — expertise gap,0,1,0,,
Completeness — heuristics,0,1,0,,
Completeness — missing boundary case,0,1,0,,
Completeness — no treatment of severity or frequency,0,1,0,,
Completeness — oracle construction methods,0,1,0,,
Completeness — prior work,0,1,0,,
Completeness — reach and retrieval,0,1,0,,
Completeness — scaling law boundary,0,1,0,,
"Completeness — the ""imported constants"" analogy",0,1,0,,
Completeness/boundary case,0,1,0,,
Completeness: four-operation enumeration,0,1,0,,
"Consistency — ""Not a Training Paradigm"" vs. OpenClaw-RL",0,1,0,,
Consistency — implicit dependency,0,1,0,,
Consistency — unresolved tension,0,1,0,,
Consistency/definition-drift,0,1,0,,
Grounding / Context Engineering OSS source,0,1,0,,
Grounding / Domain,0,1,0,,
Grounding / Vocabulary,0,1,0,,
Grounding / design-methodology note,0,1,0,,
Grounding / vocabulary — Finzi et al.,0,1,0,,
Grounding alignment / vocabulary,0,1,0,,
"Grounding alignment — ""named but not hardened""",0,1,0,,
Grounding alignment — Toulmin source coverage,0,1,0,,
Grounding alignment — human-LLM differences link,0,1,0,,
Grounding alignment — link-contracts-framework,0,1,0,,
Grounding alignment — oracle-strength-spectrum,0,1,0,,
Grounding alignment — scheduling model framing,0,1,0,,
Grounding alignment — wikiwiki principle,0,1,0,,
Grounding – inference validity,0,1,0,,
Grounding – vocabulary mismatch,0,1,0,,
"Grounding — ""changing requirements"" link claim is slightly stronger than the source supports",0,1,0,,
"Grounding — ""contradicts/qualifies"" link to staleness note",0,1,0,,
"Grounding — ""the oracle-strength prediction confirmed at scale""",0,1,0,,
Grounding — Kirsch Attribution,0,1,0,,
Grounding — MAKER attribution,0,1,0,,
Grounding — deployment claims,0,1,0,,
Grounding — evidence strength,0,1,0,,
Grounding — hedging mismatch,0,1,0,,
Grounding — inference,0,1,0,,
Grounding — inference gap,0,1,0,,
Grounding — inference step,0,1,0,,
Grounding — prompt ablation,0,1,0,,
Grounding — scope,0,1,0,,
Grounding — testability claim,0,1,0,,
Grounding — the-bug-that-shipped,0,1,1,,
Grounding — vocabulary vs. ontology,0,1,0,,
Grounding/Inference,0,1,0,,
Grounding/attribution,0,1,0,,
Grounding/domain-coverage,0,1,0,,
Grounding: Simon attribution,0,1,0,,
Internal Consistency,0,1,2,,
Internal consistency -- SQL injection analogy,0,1,0,,
Internal consistency / definition drift,0,1,0,,
Internal consistency / tension,0,1,0,,
"Internal consistency — ""What stays global"" list vs. body",0,1,0,,
"Internal consistency — ""a gate, not a gradient"" vs. elsewhere",0,1,0,,
"Internal consistency — ""feel substantially better""",0,1,0,,
"Internal consistency — ""independent"" axes may not be independent",0,1,0,,
"Internal consistency — ""on reference"" placement",0,1,0,,
"Internal consistency — ""replaces many narrow notes""",0,1,0,,
