neutral_id	artifact	source	target	transformations
case-e5c79d4a63f396	B	notes/title-as-claim-enables-traversal-as-reasoning.md	notes/agents-navigate-by-deciding-what-to-read-next.md	removed YAML frontmatter | removed 2 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-5ca86f39e5b984	A	notes/constraining-and-extraction-both-trade-generality-for-reliability.md	notes/exact-implementation-does-not-validate-a-requirement.md	removed YAML frontmatter | removed 1 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-5ca86f39e5b984	B	notes/constraining-and-extraction-both-trade-generality-for-reliability.md	notes/exact-implementation-does-not-validate-a-requirement.md	removed YAML frontmatter | removed 8 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-30111db7b8e1ad	A	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	removed YAML frontmatter | removed 9 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-30111db7b8e1ad	B	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	removed YAML frontmatter | removed 12 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-f885ae7745ebc0	A	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/self-improvement-is-relative-to-a-declared-objective.md	removed YAML frontmatter | removed 9 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-f885ae7745ebc0	B	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/self-improvement-is-relative-to-a-declared-objective.md	removed YAML frontmatter | removed 10 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-0f41b0d385292b	A	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	removed YAML frontmatter | removed 9 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-0f41b0d385292b	B	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	removed YAML frontmatter | removed 8 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-c44bc99dfa7da4	A	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	notes/exact-implementation-does-not-validate-a-requirement.md	removed YAML frontmatter | removed 12 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-c44bc99dfa7da4	B	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	notes/exact-implementation-does-not-validate-a-requirement.md	removed YAML frontmatter | removed 8 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-41428517ec8382	A	notes/agent-memory-needs-discoverable-composable-trusted-knowledge-under.md	notes/claw-learning-loops-must-improve-action-capacity-not-just-retrieval.md	removed YAML frontmatter | removed 6 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-41428517ec8382	B	notes/agent-memory-needs-discoverable-composable-trusted-knowledge-under.md	notes/claw-learning-loops-must-improve-action-capacity-not-just-retrieval.md	removed YAML frontmatter | removed 3 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-3496ee2db136b1	A	notes/brainstorming-maintainability-oracles-for-agentic-development.md	notes/weakly-discriminated-qualities-tend-to-be-underselected.md	removed YAML frontmatter | removed 10 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-3496ee2db136b1	B	notes/brainstorming-maintainability-oracles-for-agentic-development.md	notes/weakly-discriminated-qualities-tend-to-be-underselected.md	removed YAML frontmatter | removed 8 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-575b06979464eb	A	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/scaling-absorbs-scaffolding-at-fixed-difficulty-not-at-the-frontier.md	removed YAML frontmatter | removed 13 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-575b06979464eb	B	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/scaling-absorbs-scaffolding-at-fixed-difficulty-not-at-the-frontier.md	removed YAML frontmatter | removed 3 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-082d18281753b9	A	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	removed YAML frontmatter | removed 13 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-082d18281753b9	B	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	removed YAML frontmatter | removed 10 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-debb81f590eb94	A	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	notes/bounded-context-orchestration-model.md	removed YAML frontmatter | removed 10 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-debb81f590eb94	B	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	notes/bounded-context-orchestration-model.md	removed YAML frontmatter | removed 13 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-5ea996e957b487	A	notes/llm-context-is-a-homoiconic-medium.md	notes/methodology-enforcement-is-constraining.md	removed YAML frontmatter | removed 6 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-5ea996e957b487	B	notes/llm-context-is-a-homoiconic-medium.md	notes/methodology-enforcement-is-constraining.md	removed YAML frontmatter | removed 12 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-cacf9c28c10bff	A	notes/evaluation-automation-is-phase-gated-by-comprehension.md	notes/spec-mining-as-codification.md	removed YAML frontmatter | removed 6 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-cacf9c28c10bff	B	notes/evaluation-automation-is-phase-gated-by-comprehension.md	notes/spec-mining-as-codification.md	removed YAML frontmatter | removed 9 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-33b17d160ff4f4	A	notes/ad-hoc-prompts-extend-the-system-without-schema-changes.md	notes/llm-context-is-composed-without-scoping.md	removed YAML frontmatter | removed 7 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-33b17d160ff4f4	B	notes/ad-hoc-prompts-extend-the-system-without-schema-changes.md	notes/llm-context-is-composed-without-scoping.md	removed YAML frontmatter | removed 14 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-bac2e954ce6f0b	A	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	notes/reflective-coverage-is-graded-across-representational-forms.md	removed YAML frontmatter | removed 9 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-bac2e954ce6f0b	B	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	notes/reflective-coverage-is-graded-across-representational-forms.md	removed YAML frontmatter | removed 9 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-cbbd1d7667e81e	A	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	removed YAML frontmatter | removed 7 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-cbbd1d7667e81e	B	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	removed YAML frontmatter | removed 10 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-68854084829173	A	notes/commitment-not-derivation-creates-new-ground-truth.md	notes/artifacts-produced-from-sources-need-lineage-recorded-at-the-source.md	removed YAML frontmatter | removed 15 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-68854084829173	B	notes/commitment-not-derivation-creates-new-ground-truth.md	notes/artifacts-produced-from-sources-need-lineage-recorded-at-the-source.md	removed YAML frontmatter | removed 3 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-3f238a6bfb20f0	A	notes/false-positive-generation-is-filtered-before-retention.md	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	removed YAML frontmatter | removed 5 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-3f238a6bfb20f0	B	notes/false-positive-generation-is-filtered-before-retention.md	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	removed YAML frontmatter | removed 13 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-a0e84e8b184274	A	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/the-meta-harness-ablation-bounds-summarization-not-theory-formation.md	removed YAML frontmatter | removed 13 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-a0e84e8b184274	B	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/the-meta-harness-ablation-bounds-summarization-not-theory-formation.md	removed YAML frontmatter | removed 2 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-7434c2dafbccda	A	notes/compiling-coordination-preserves-primitive-not-aggregate-authority.md	notes/rlm-has-the-model-write-ephemeral-orchestrators-over-sub-agents.md	removed YAML frontmatter | removed 9 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-7434c2dafbccda	B	notes/compiling-coordination-preserves-primitive-not-aggregate-authority.md	notes/rlm-has-the-model-write-ephemeral-orchestrators-over-sub-agents.md	removed YAML frontmatter | removed 5 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-b43b0ab7700ffe	A	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	notes/definitions/reflective-system.md	removed YAML frontmatter | removed 7 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-b43b0ab7700ffe	B	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	notes/definitions/reflective-system.md	removed YAML frontmatter | removed 11 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-10fea94cddfcc6	A	notes/self-improvement-is-relative-to-a-declared-objective.md	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	removed YAML frontmatter | removed 10 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
case-10fea94cddfcc6	B	notes/self-improvement-is-relative-to-a-declared-objective.md	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	removed YAML frontmatter | removed 12 labelled footer lines | neutralized Markdown link destinations | retained argumentative prose, headings, and titles
