neutral_id	source	target	current_line	current_label	current_tuple_digest	current_line_digest	cohort	prior_disposition	decision_basis	authorization_status	under_review_context	primary_sort_digest	control_sort_digest
case-d45ce3e679afe0	notes/commitment-not-derivation-creates-new-ground-truth.md	notes/agentic-systems-interpret-underspecified-instructions.md	88	grounds	47445cc55f1c0b508da07073250b8c9888a1f23e219ed919a2f0036073226cfb	7d44b64eb3f67bd091c2be601c3ef8fb8c07f48bca54ba772f91f3d351f956e8	primary	premised-on	grounds-baseline:P	candidate-new	the projection-versus-compilation distinction behind the generated-code case, including why temperature-zero determinism does not entail the additions	4826fd8214d61b8456bc88281c1961be47601d18ca5f3686235f087a29345ad1	5085a89fb9ef2ab828d9f3a811c771594b9da38411845ec067bb14402b93f0c9
case-a628538d6d8332	notes/definitions/reach-assessment.md	notes/first-principles-reasoning-selects-for-explanatory-reach-over.md	65	grounds	998da3f024180211e11fe05ed74ef565dc0fbd75191f623e3b5c2be1eb6fca79	4e7a3e4a65139f0da74a8f45e3214863d800abf911f5b996e5f0ad1a71ffb908	primary	premised-on	grounds-baseline:P	candidate-new	the four-part negative test this note asks a system's own evaluator to apply, not only a human author	49ca49f2b9cd699aa5820818ae95fb0f0d765dc4d49510ca19b1524eb458a353	3d73e5a3b1e0bb4beb147092bc3610832bdfaab1e8044cc0b212797612e2d4ff
case-04324ff043d41a	notes/methodological-and-computational-closure-track-different-changes.md	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	79	grounds	4a65f829b6b7d31e7b874ed4766712bfa5b818c287e391b7fdb46dd41166b422	8eae3fecdbc216628978a0e9270132307ce89fc72918ffc7b60169515c24b756	primary	premised-on	grounds-baseline:P	candidate-new	supplies the pathway functions over which both properties are reported	49eb1c947e9601c2a1374aa783a308d172de11461d709374b02dda8e7237869d	e3d303e1d74e58523057b856b4f48627d3278291500b964b51bf65124fa563a5
case-92aa92d533a0f1	notes/linking-theory.md	notes/agents-navigate-by-deciding-what-to-read-next.md	88	grounds	dbc7b352b95fa48e56ee229544bcc578825526add94b052e2e48f15bcb8890c7	551caec2cad8a3f1996320c9654bcb94f97718802438935f139a1c33ea7f1ac1	boundary-correction	premised-on	grounds-boundary	candidate-new	the navigation-decision model	e5c8c54f317267ad332b99482d39b11202bd8d9137945fb7b87a6dbea5ac9f69	ff3d6463c03b26223f77cbebdcc90e96b2c692ee961cba89f647eb419c6b88c0
case-26b9c135a0d7e2	notes/linking-theory.md	notes/title-as-claim-enables-traversal-as-reasoning.md	89	grounds	23cbd8f9c6bcaa282fc385926903c5777f92d503c95bbe83d3021e55d21ca7bd	f4c3dc2ef940711c86a77955adcde0ee2587c5b7648d95aca31149f89c00c309	boundary-correction	premised-on	grounds-boundary	candidate-new	claim titles as argument structure	dc50db4e96172d9af6a1fe8a24e7dcca49f0b854f257c55e15bd6ca339449918	11441c783ea5abcbc4e1c95f438720067e439463e39240204cbab2b3d88fa558
case-e42bba438fb9cb	notes/linking-theory.md	notes/title-as-claim-exposes-commitments-enabling-popperian-maintenance.md	90	grounds	11e37edcf5f7394b086fd11b5a3690808fefe2831b59fc3dd573efecf35b3f36	d4e3f722f272f934edf4613388f9c4f19b059bb92f771364ec36312a7cc73fa0	boundary-correction	premised-on	grounds-boundary	candidate-new	claim titles as maintenance surface	fe83b42ffb4ced4169e583d5fe6f039af26f3c610214de940ff7956b8d22435e	11c9774083f7af9b89f0c327a85001bdf7aa89e668ebd59fc121aad503f30afb
case-4f00efdb446dff	notes/linking-theory.md	notes/title-as-claim-makes-overlap-between-notes-visible.md	91	grounds	f4d0c6da58e1eab64a19b021dca3700d781d16eb7bbf1a8b9122deb70a6fdbf8	615319f901298007cb645bdcd681200249ac2ed5790e1ec02962834c1bcffa46	boundary-correction	premised-on	grounds-boundary	candidate-new	claim titles as redundancy detector	1f1033655a840bc4ec7612c70904477e0233a533bc5411bb89981a138924c4df	2608856bac47b19d16bf42d860b2b04dfea841b8fc3ff1cdf8c9ced499a20ef6
case-1220e2f6e7f005	notes/pointer-design-tradeoffs-in-progressive-disclosure.md	notes/agents-navigate-by-deciding-what-to-read-next.md	77	grounds	27613b99a005f75d3051536a9bacb40c4997b446af283e3f202cbfe7b58c6bb8	5be7115a04bbb41cb55446dd09b56d618d588ae3a80b3d9a9a46ecf65b81ce62	boundary-correction	premised-on	grounds-boundary	candidate-new	the navigation decision is what pointers optimize for; link phrases are the most context-specific pointer type for that decision	665ff3ef085065589637c92303498380d74c4975b5e5b519689a5c1251bc5682	c05d96045e67d3d0cdf510c75bc29048ae5af1eee27c8802740ef999cb994ca3
case-3cb813691b28b6	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	notes/artifacts-produced-from-sources-need-lineage-recorded-at-the-source.md	46	grounds	b42d5352c661026c4d60aa8ba6a163002352dfe4134c4bd8837bf71ef374cf4c	9bebbeb088aba5a3f5886dfe77e4b13cee03263fa4b9f429138b1641d8dedbfc	boundary-correction	premised-on	grounds-boundary	candidate-new	the dependency record that keeps the pair a pair	e33393c0807a4b9fa047a35cbe6d2c5c501fa2b37943554887e45f2f600f948d	89b0e8dd652128717c8ee0b3d110afbfbe040ec17ef6e82e0452009d6cb001fc
case-394ae9372bce28	notes/short-composable-notes-maximize-combinatorial-discovery.md	notes/conjecture-is-seeing-the-particular-as-an-instance-of-the-general.md	53	grounds	94d7dcd2c9ac3cd33cf757ba3df023b505c5b4443e2f0378cb9c712e0c4cc070	4f068fcfc562a95a35839adb7d0fe70032943778eb84f6f0d260a50a0fec8d0c	boundary-correction	premised-on	grounds-boundary	candidate-new	discovery requires co-presence of multiple particulars	a94e8ba6c83d495a58b89e1df8e1629e2a9206cdd1ca844fdb90b4dfa4de9fd7	7ce5517115fa25238da0cdd0bb1498510a9e5217ba71c15f125b947b120934e8
case-e5c79d4a63f396	notes/title-as-claim-enables-traversal-as-reasoning.md	notes/agents-navigate-by-deciding-what-to-read-next.md	73	grounds	0ce528041ec90c1a4448e57d44ffd03575d6d8f0745b896c2715a1d5815e5518	6b9146e27b0e97b93f7e3fcde86127f25b82cf0154c75fa51dc23fee7e49853b	boundary-correction	premised-on	grounds-boundary	candidate-new	claim titles make the navigation decision cheap by carrying the argument in the pointer itself	4c96e5990ba888bdf5251a1a0fce9461903c15980626a14da43b5c4de229027a	a80595a7f139611bf575fe323a75f5f63cd3016b687b02e9f42a4a281bbedeac
case-5ca86f39e5b984	notes/constraining-and-extraction-both-trade-generality-for-reliability.md	notes/exact-implementation-does-not-validate-a-requirement.md	40	grounds	c1d9d020a9c8aefaaccd497045a63ffa82027bfcc836ec4ee4c97568fc6729c5	e23ea7884914b9154c48fc79cfd759457803b1a8e1698cdbe258dbfc202f1580	prior-drift	premised-on	grounds-drift:G009	candidate-new	distinguishes cases where narrowing can harden confidently from cases where relaxing may be needed	ba1e0ebb8a706d246322cb5eb1ad850aac2bb711dd671465aec4522e37da3ab6	a0601c8dfd81053b16c884b7405ff3e7548ec873865aa894f1a2d454d17ccd4d
case-30111db7b8e1ad	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	49	grounds	daecf73abdfd0f3064695a4eb6b0c72f5d3f6e1fcc98fbfcee48d73fc58de061	688a587e10bf1868fdb670a84ab7d7abb8bc9a21bb736610d773ab88553a1eb3	prior-drift	premised-on	grounds-drift:G001	candidate-new	the symbolic layer as learning target, with codification as the write path	795f46a4c59c0c554f1ca793cc7c2e8ea6beeb4f433664666b93c9c759416fbb	5294625f57a22fd3a7f3fae1f75033e61e76031af35089aa4e53f795a68a0a2c
case-f885ae7745ebc0	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/self-improvement-is-relative-to-a-declared-objective.md	50	grounds	4637b503f7eb74cf84af4906a3684e8a6360a2f44a680282f63ac54a39725736	ed967da5c1754b9e1c07f272414f976dac5bdd584852f7a6ef59c255dfff911c	prior-drift	premised-on	grounds-drift:G002	candidate-new	the function class that stays external by category	d381c8560c730abdf13fd6d25c914bf5ca9fb9777646fd9ea20500dd3135a542	47a6e0c4b710c23a1304f228c6c90b114b08cea0a16974c727000a85f2559ec3
case-0f41b0d385292b	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	51	grounds	7921cfe70f21b086586728c9de9b8fa2ad06839616578811082f0b9ef8349af4	bb6013a1298404268af87458032e72b85bbb23f93bdd50a1b98b098fd3a0a34f	prior-drift	premised-on	grounds-drift:G014	candidate-new	the governance that stands in for the fixed point	96e09ef983758b38da19f1b8a6b3c0a11a1a1e9ece8c4c47cf17d80810139f8e	ec3fae4f6aa63a7aaabc334664c40db6e694c5039db71c023872da385607fbf7
case-c44bc99dfa7da4	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	notes/exact-implementation-does-not-validate-a-requirement.md	82	grounds	0e1fccf9c73b0fbed37fbeebeebf6883b4ba3a70cc25c456409fd56c2e800745	2c1773b0bfd4709bafd78165493f3084e77c3bcc812dc34a58b458243f51ae24	prior-drift	premised-on	grounds-drift:G016	candidate-new	the substrate executes its implemented function exactly; whether that function is the right one is the requirement-chain question this note delegates	826b88878c882dd4dbaf4fffd5b1390c7ad44ab4b32011cf25e946881a388e2a	d42d78eef5e100a7df258e1ab3ccac514f349cbf74f486da064fa6dcaeb8a62e
case-41428517ec8382	notes/agent-memory-needs-discoverable-composable-trusted-knowledge-under.md	notes/claw-learning-loops-must-improve-action-capacity-not-just-retrieval.md	36	grounds	bcbf0eda937bc478f7015b1c5d943d8c7299340242d819f779d625dac3f2e3c4	21a1058ca8c6a1cbaf28cfe1fda4bde1c24a94d14cf2c333df690db334ead97a	negative-control	explained-by	mechanism-core:F002	candidate-new	contextual competence is the success criterion for learned material, not retrieval accuracy	a11daee03e176260611a478c4c5f1c4545f2fa049fcca67ac6917fd62a5ab36d	045e76c2ce7d26240809800fb318c3c1761fc4ff7ce717232cb645b1d06a91d0
case-3496ee2db136b1	notes/brainstorming-maintainability-oracles-for-agentic-development.md	notes/weakly-discriminated-qualities-tend-to-be-underselected.md	188	grounds	c816592692ee5e513bbf4a7d76e0e0f8a6b89eac7f112151ac3808faad6a8e3e	86beed60bd0bce69cdb42ce069d2a957629a5b90a6d98b73db4aedf2b2437db9	negative-control	explained-by	mechanism-core:F114	candidate-new	the selection mechanism that motivates building a stronger maintainability oracle	2d7e22c2d3c135f98390be3a753765d8d4291a4befe37dcc324a8163f8d44d2d	0b79db94e94953afa4cd9fd41c03e1cc3d6e1cc02364c85d574f81025444f991
case-575b06979464eb	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/scaling-absorbs-scaffolding-at-fixed-difficulty-not-at-the-frontier.md	71	grounds	d803db7e8d780d5f2d49b6d94ab7f473a8d44a255b176b5d941d718e23de5536	46b58e56db16e8faf58109870925e78c4f6efc5e01907e61d5de6645082a22ca	negative-control	explained-by	grounds-drift:G017	candidate-new	"the answer to ""the harness is temporary"""	14dfde637105f089c6e031294982bed793aa1c2eb13b11545d4dce2abd7a5edf	134daa0fa6cc4df197dadf9f793c1b8c43db8739430ef12801c198f2a8911ab2
case-082d18281753b9	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	68	grounds	3bac13649fe3126969999cabb582596d8ea31cd13671ce298153544f123eaffb	d7615ad19bccdbb3b7adf388374ab7064a921a5410095dee79863a1809f9d1ae	negative-control	explained-by	grounds-drift:G007	candidate-new	what the selection actually removes, which is what frees it from the form axis	697dc24c21b2baacd05c26aa052d462aa9aec767173f34f69bf293d33f70e67a	143da468d16e772fcd7f5b3df27034e24166899af71ccc6eb3fecb88885428b9
case-debb81f590eb94	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	notes/bounded-context-orchestration-model.md	46	grounds	eb93150e0575b335a15320a10454891ff5e6e1ea8da939086b5d9286d256e074	3591220b04f71416fff309922c111024e17dde902aff6e6344bd14e604390b80	negative-control	operates-through	mechanism-core:F129	candidate-new	the `select`/`K` decomposition whose two halves this note assigns opposite persistence economics	59a15a9c42ba03ed035ddc28a9f87be711825bc22a9dec1e3c9eba637f422173	05524e6beed784955a089b20d6a2ddab03ce7c0a0565d193626d0329f1f37bf8
case-5ea996e957b487	notes/llm-context-is-a-homoiconic-medium.md	notes/methodology-enforcement-is-constraining.md	45	grounds	4c97de8214b947f94730a7ef4ec98f8475a4c94fe139f3bd087b4096371340fe	693b1f4861b454740393f70a1795a729812ac2659c358c16e7725a13a8bfa741	negative-control	operates-through	mechanism-core:F072	candidate-new	the constraining gradient from instruction to script imposes structural boundaries that the homoiconic medium itself cannot provide	8eaa4cb53d4585c61db8aab328a0eb55cd900bd0cf0d023530fb5504fce3fd9d	10550cfddf83598d3d41ade7bc63a7ba2260ae65e8d3ac9c1c8bca1f1d1bacd6
case-cacf9c28c10bff	notes/evaluation-automation-is-phase-gated-by-comprehension.md	notes/spec-mining-as-codification.md	50	grounds	cd1a3b8918e49d2818116ad7f265af913c60aa4ff1f9d23585475c370ca6b5e8	6c11fc2f96b753a40d601186b34e2dc5787b5244c921f89f444f263ed3dd0944	negative-control	operates-through	mechanism-core:F108	candidate-new	converting observed failures into reusable evaluators is spec mining	3402f2e7bad94e4a44996ce4a06520d50a3fcdfc5c31b10596ed73aed2fc6e74	2038c37b5f34d16f317fec45ede15a85fc317aa452c259894141721bc029ed05
case-33b17d160ff4f4	notes/ad-hoc-prompts-extend-the-system-without-schema-changes.md	notes/llm-context-is-composed-without-scoping.md	64	grounds	ed2813fd3a89dacb63894abbb007600fdeeaa6cb6ca2277e7d1038abee83c54a	2a94386b8eb496c82bb11068d56fa819ca072c15ad883932d2bd29133ca54d26	negative-control	operates-through	mechanism-core:F038	candidate-new	ad hoc instructions notes are effective sub-agent interfaces because they provide lexically scoped frames — the sub-agent sees only what the caller explicitly passed	e544be2403e207e349c30f63846a740f0a7a38a24e979479f8dfb80e8af255b8	29285e4948862ac84465709acf8b0b99c5a712c87c98eccf8f46a22e9e170a55
case-bac2e954ce6f0b	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	notes/reflective-coverage-is-graded-across-representational-forms.md	51	grounds	b13969e163db66d01d459208be6d25ce2ef267101e90f563afbbdb5d2fb65a63	e1eeb79a24a510397b8159163337869f7b7adfd825a884576dc8c0d603df9175	negative-control	extends	grounds-boundary	authorized	the profile vocabulary that states episode replay's selection-grade dependency on the reader model	23f3eed2f8fd8827dc8cd2c9985e8da8ba2827dce25b4f194e5821548077f68f	0cd9005d8617236f1929d7ba6acd49727b55097e6fc13033d1e5b3d782b43494
case-cbbd1d7667e81e	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	66	grounds	8e180f6fd91258dfed59762f18cec794f13177ef9ac9b452ce817416ce09bbe1	253c2aedbff45a0f76949bff2bf13aee3608c6308557e39d042d0c3420654445	negative-control	extends	grounds-drift:G012	authorized	identifies asserted-versus-tested scope as the property on which scale selects, and supplies the search loop through which free-born decompositions must earn scope extensionally	250a7ed78621c38fffe339983e89e76aefa28162e53a64c0f5199553fc4626b1	128c7f23a024f333c2486194f52fd74b3e87669961cc9121afbf2089b8a70371
case-68854084829173	notes/commitment-not-derivation-creates-new-ground-truth.md	notes/artifacts-produced-from-sources-need-lineage-recorded-at-the-source.md	94	grounds	65173fb26db057d384c688b5e36ada20c0dbb0779c1f17381dfcb0fc38a14f83	536e338dd654b82b174a4bef8334b71a4063cd80a6947964bc7377bb95ceb3f7	negative-control	extends	grounds-boundary	authorized	the managed-staleness machinery that governs derivation's judgment-checked zone	53ef46d6cf203fb38530b7e17c690ea224eecb4505f8d6d642ec58a5b9e2cf38	12c99174ff71d82ec0af9d75db464de3f0a429dd5956f52895c535635ca0a314
case-3f238a6bfb20f0	notes/false-positive-generation-is-filtered-before-retention.md	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	67	grounds	72f5d70d28a91388ed4e5a1835d403b020b1c3a47d7427a47a112e53b0c03eb6	500bb06a3f01760ccc5a973432a2980c6f680f8e46c21682c7bc3ed693d5249f	negative-control	extends	grounds-boundary	authorized	the loop whose functions this claim distinguishes, and the search-range-versus-oracle-strength point it extends	4df81d99bba0a3c0889a5816054714d7101ae09c77da4b7c160d1773fb46f0f1	1429f889ace1678385f4f3afca8fd48c7113f16c8cd2f429f4d2aebef9244237
case-a0e84e8b184274	notes/the-bitter-lesson-selects-production-methods-not-representational.md	notes/the-meta-harness-ablation-bounds-summarization-not-theory-formation.md	75	grounds	c4cc6dfbf9604338f65ea2bf7e9ccb6816b62a3a87eeb2949d7788d4df57d006	5c04eecbd086877571aaf58a872236aa545855e7a90b88a3b6355afb70eb2344	negative-control	evidenced-by	grounds-drift:G021	authorized	the precise reading of the strongest fourth-quadrant fragment	49949880d3fefdc152886b19200aae34b16e71cf0869660d9981ce5666fb46b1	0366851c8c4ed7ebdaf708ffde8ffc25e3ec61a5a20138b9e7445e147b01e924
case-7434c2dafbccda	notes/compiling-coordination-preserves-primitive-not-aggregate-authority.md	notes/rlm-has-the-model-write-ephemeral-orchestrators-over-sub-agents.md	61	grounds	d2ac722c38cab2a8739613a9fb9edf065dd72d279a841f493ad2b806995d0889	c0ea6f6344acac5a1314bf890a32ca9702ebde9f1905d45c5e262634798c5cb7	negative-control	evidenced-by	mechanism-boundary:F095	authorized	supplies the model-writes-the-orchestrator distinction that dynamic workflows reuse in a sandboxed workflow surface	e92351dc4638234e2609c367cf4ae818f432ffa60945a1807cdea3de00591f71	4a73ef6bd883a719db37fa12a48ad7d082a691bb4113453e80aaab4dec23b2ac
case-b43b0ab7700ffe	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	notes/definitions/reflective-system.md	70	grounds	218c626cab1776435382bfb17f15f4c5e1a683529b1865b21bd0b95ea23c3ad1	fa860f7818f0adf6e48465f9ee4ad874d71501c39abb1c614f34033472b11b57	negative-control	evidenced-by	grounds-drift:G019	authorized	provides a worked instance of transferred warrant, in which the inherited criteria and local extension are separated in an auditable provenance record	800963352cfa38fbfe81f9708021f27a5b62134375da07d47f897aab496dc4ba	94dd5abe6cbe75128d43594d5d2b3071fcf9804bd2af2f404fdbb2f6bd9df31a
case-10fea94cddfcc6	notes/self-improvement-is-relative-to-a-declared-objective.md	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	62	grounds	e31f8eb80ffff0cbdbc354c6aa89fa22ff5c40cc0dc9496292b36fd5814dc147	9c4b1d7501a2583e598a8d4f64e0e37c11838ca0a0277aaf83301179495f194d	negative-control	evidenced-by	grounds-boundary	authorized	the combinations that actually occur, which is why no ordering follows from the profile	4fb6346aabcbfe012a640a45f13987203e71beaa426a80f909822073cdb16dea	a0c4f5cb4ca344846557d78835f446ae3f78f4412190ea8c6c0e4fcfbe78c1c5
