note,review_type,level,note_warn_count,check_warn_count,check,finding
files-not-database.md,frontmatter-review,CLEAN,0,0,claim-strength,"Contestable claim — many engineers would argue databases are superior even early on (structured queries, ACID guarantees, relational integrity). The note itself acknowledges Graphiti as a strong counterexample, confirming the claim is non-trivial."
files-not-database.md,frontmatter-review,CLEAN,0,0,description-discrimination,"Description adds mechanism (""a schema commits to access patterns before you know them"") and implication (""files let you constrain incrementally while getting free browsing, versioning, and agent access from day one"") that the title cannot carry. Strong retrieval discrimination — an agent seeing this among results about file-vs-database trade-offs would know immediately what angle this note takes."
files-not-database.md,frontmatter-review,CLEAN,0,0,title-composability,"""since files beat a database for agent-operated knowledge bases, we chose..."" reads naturally as a sentence fragment. Composes well."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim is specific and contestable -- someone could argue transfer works for other reasons (training distribution activation, not failure mode overlap) or that the failure modes diverge too much. Not a truism."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (""LLMs exhibit empirically demonstrated human-like failure modes (content effects on reasoning)"") and scope (""per-convention transfer evaluation, not wholesale analogy"") beyond what the title carries. An agent seeing this among search results would know both the empirical grounding and the evaluation methodology this note advocates."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body delivers exactly what the title promises: establishes empirical failure mode overlap via Lampinen et al. (syllogisms, Linda problem, Wason task), derives the per-convention evaluation methodology, and marks the Wason task as a concrete transfer boundary. The chain-of-thought discussion in the penultimate paragraph supports the main claim rather than drifting from it."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,frontmatter-review,CLEAN,0,0,Claim strength,"Contestable: Chollet's own position implicitly argues the opposite (agentic coding produces blackboxes like ML), and many practitioners would argue supervision is necessary regardless of substrate. The claim takes a specific, non-obvious stance."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (""choosing a substrate (repo artifacts) that any agent can inspect, diff, test, and verify"") and context (Chollet's ML framing of agentic coding) beyond the title. It also names the rejected alternative (""not by requiring human review""), which helps an agent distinguish this note from supervision-focused notes. Strong discriminator."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title's claim: it presents Chollet's blackbox framing, argues that repo artifacts break the analogy because they are inspectable (unlike weights), and maps ML failure modes to codification equivalents where every mitigation depends on inspectability. The final section on the verifiability gradient as the ""Keras"" answer extends the argument but stays within scope — it is presented as an implication of the core inspectability claim, not a separate thesis."
instruction-specificity-should-match-loading-frequency.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim is non-obvious and contestable. Someone could reasonably argue that all instructions should be always-loaded for reliability (eliminating the risk of missing a needed instruction), or that loading frequency should be driven by task type rather than instruction specificity. The note argues a specific design principle rather than a truism."
instruction-specificity-should-match-loading-frequency.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism the title cannot carry: it names the concrete 4-tier loading hierarchy (""CLAUDE.md -> skill descriptions -> skill bodies -> task docs"") and states the practical consequence (""always-loaded context competes for attention every session""). Against a list of search results about context loading or progressive disclosure, this description would clearly identify the note as the one about the specific tiered hierarchy and its design rationale."
instruction-specificity-should-match-loading-frequency.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title's claim. It establishes a 4-tier loading hierarchy, explains the progressive disclosure principle, and gives concrete examples of what belongs at each level (universal rules in CLAUDE.md, task-specific rules in targeted files). No drift between title promise and body delivery."
learning-is-not-only-about-generality.md,frontmatter-review,CLEAN,0,0,description-discrimination,"The description adds substantial mechanism and scope beyond the title: it names Simon's definition as the grounding, introduces the accumulation/reach decomposition (facts vs theories), and the generality-vs-compound split. An agent seeing five search results about learning would immediately know this note provides a dimensional decomposition of capacity. Strong discriminator."
learning-is-not-only-about-generality.md,frontmatter-review,CLEAN,0,0,title-body-alignment,"The title claims learning is not only about generality; the body delivers on this by establishing the generality-vs-compound decomposition and then going further into accumulation, reach, and composability as additional dimensions. The body covers more than the title strictly promises (accumulation/reach gets substantial treatment), but the title's ""not only"" framing is broad enough to accommodate this. No misalignment — the body supports and extends the title's claim."
learning-is-not-only-about-generality.md,frontmatter-review,CLEAN,0,0,title-composability,"""since learning is not only about generality, we designed the compound dimension..."" reads naturally as a sentence fragment. No grammar issues when linked."
link-following-and-search-impose-different-metadata-requirements.md,frontmatter-review,CLEAN,0,0,description-discrimination,"Description ""Link-following is local with context; search is long-range with titles/descriptions; indexes bridge both modes"" adds mechanism the title cannot carry -- it specifies what makes the metadata requirements different (locality vs. long-range, context vs. titles/descriptions) and names the bridging role of indexes. An agent seeing five search results would be able to distinguish this note from adjacent notes on linking or search."
link-following-and-search-impose-different-metadata-requirements.md,frontmatter-review,CLEAN,0,0,title-body-alignment,"The body delivers what the title promises: it defines the two navigation modes (link-following and search), identifies what each requires from metadata (surrounding context vs. titles/descriptions), and adds indexes as a bridge case. No drift detected."
link-following-and-search-impose-different-metadata-requirements.md,frontmatter-review,CLEAN,0,0,title-composability,"""since link-following and search impose different metadata requirements, we designed..."" reads naturally as a sentence fragment. No awkward grammar when used as an inline link."
maintenance-operations-catalogue-should-stage-distillation-into-instructions.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim that a catalogue is the right staging form before promotion to instructions is specific and contestable. One could argue operations should go directly into instructions without a staging intermediary, or that a different staging mechanism (task backlog, log entries) would work better."
maintenance-operations-catalogue-should-stage-distillation-into-instructions.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism and scope beyond the title. The title asserts a design claim (catalogue *should* stage distillation); the description clarifies that the note is itself the catalogue, tracks distillation status, and names the promotion target (`kb/instructions procedures`). An agent choosing among search results would learn both what the note contains and what its operational role is."
maintenance-operations-catalogue-should-stage-distillation-into-instructions.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body supports the title on both axes: it argues the rationale for staging (operations start manual, need varied-context repetition before codification) and provides the actual catalogue with per-entry distillation status. No drift detected."
memory-management-policy-is-learnable-but-oracle-dependent.md,frontmatter-review,CLEAN,0,0,Claim strength,"The conjunction is genuinely contestable on both halves. Someone could argue memory management policy is too context-dependent to learn reliably, or that self-supervised signals could remove the oracle dependency. The ""but oracle-dependent"" qualifier is the specific, non-obvious part — it narrows a positive result (learnable) with a concrete limitation."
memory-management-policy-is-learnable-but-oracle-dependent.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (AgeMem stores facts in memory, learns policy in weights), scope (clean subsymbolic case of durable learning), and implication (depends on task-completion oracles the KB lacks). All three dimensions go well beyond the title's abstract claim, giving an agent enough to distinguish this note from related oracle or learning notes in search results."
memory-management-policy-is-learnable-but-oracle-dependent.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body delivers on both halves of the title. ""What it learns: the policy, not the operations"" establishes learnability; ""Why it works: the oracle"" and ""Comparison to KB learning"" establish oracle dependency. The body extends into substrate splits and KB implications, but these serve the title's claim rather than drifting from it."
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim is specific and contestable -- someone could argue that embedding hygiene reminders in always-loaded routing is fine because the overhead is negligible, or that agents can skip irrelevant instructions without meaningful cost. This is a genuine architectural opinion, not a truism."
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (""Routing instructions load every session for high-frequency decisions"") and implication (""periodic hygiene adds noise on every session while helping only occasionally, blurring routing and operations""). This goes well beyond restating the title -- it explains why the separation matters and names the cost of violating it."
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title: it explains why routing instructions should optimize for high-frequency decisions, identifies periodic hygiene as low-frequency operational maintenance, names the two blurred responsibilities (routing vs operations), and points to the maintenance operations catalogue as the correct home."
spec-mining-as-codification.md,frontmatter-review,CLEAN,0,0,claim-strength,"The title asserts that spec mining is THE operational mechanism for codification — a specific, contestable claim. Someone could argue codification has other mechanisms (top-down formal specification, design-by-contract) or that spec mining is one of several rather than the primary one."
spec-mining-as-codification.md,frontmatter-review,CLEAN,0,0,description-discrimination,"The description adds mechanism (""extracting deterministic verifiers from observed stochastic behavior"") and implication (""converts blurry-zone components into calculators"") beyond what the title carries. An agent choosing among multiple codification-related results would reliably pick this note from the description alone."
spec-mining-as-codification.md,frontmatter-review,CLEAN,0,0,title-body-alignment,"The body delivers on the title's promise: it defines the spec-mining pattern (watch, identify, extract, re-run), explains why it operationalizes codification, and grounds it in the bitter lesson boundary and oracle strength spectrum. The expansions into concrete workflow and risks serve the central claim rather than drifting from it."
spec-mining-as-codification.md,frontmatter-review,CLEAN,0,0,title-composability,"""since spec mining is codification's operational mechanism, we designed..."" reads as natural prose. The title works as a linkable sentence fragment."
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,frontmatter-review,CLEAN,0,0,Claim strength,"The title asserts a specific ordering: scoping benefits arrive before error-correction benefits when separation stays at the specification level. This is non-obvious and contestable -- someone could argue that specification-level approaches recover some error correction early (e.g., compile-time structural validation) or that the two arrive together. The claim carries real information."
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,frontmatter-review,CLEAN,0,0,Description discrimination,The description adds mechanism (OpenProse-like DSLs expose control flow and discretion boundaries while leaving scheduling/validation on the LLM substrate) and scope (names the intermediate regime between flat prompting and symbolic scheduling). It does not restate the title's ordering claim; instead it tells the reader what kind of systems this applies to and what the intermediate regime looks like. Strong discriminator in a search result set.
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body uses OpenProse as a case study to establish exactly the title's claim: naming control flow and externalizing state recovers scoping (cleaner frame boundaries, reduced ambiguity, resumability) but not yet error correction (hard-oracle enforcement, deterministic parsing). The body's explicit statement ""Syntax and file protocols can recover scoping, resumability, and some orchestration discipline before they recover hard reliability"" directly matches the title. The additional distinction from tool-use frameworks is within scope -- it clarifies what specification-level separation is not."
stale-indexes-are-worse-than-no-indexes.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim is non-obvious and contestable. A reasonable person could argue that even a stale index provides partial value, or that agents should be designed to not treat indexes as exhaustive. The specific insight — that the absence of an index degrades to search while a stale index suppresses search entirely — is a genuine asymmetry, not a truism."
stale-indexes-are-worse-than-no-indexes.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description ""An agent trusts an index as exhaustive — a missing entry doesn't trigger search, it makes the note invisible"" adds mechanism (agents trust indexes as exhaustive, suppressing fallback search) and implication (missing entries cause invisibility) that the title alone doesn't carry. In a list of search results about index maintenance or staleness, this description clearly identifies the specific asymmetry this note argues."
stale-indexes-are-worse-than-no-indexes.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body establishes the title's claim in the first two paragraphs (the asymmetry between no-index and stale-index), then extends into defenses and the critical creation moment. The extensions are practical consequences of the claim, not drift away from it. The body does generalize beyond indexes to ""any authoritative artifact"" in paragraph 3, but this is clearly marked as a generalization and the core argument stays on indexes as promised by the title."
substrate-class-backend-and-artifact-form-are-separate-axes-that-get-conflated.md,frontmatter-review,CLEAN,0,0,claim-strength,"The claim that these three levels ""get conflated"" is specific and contestable — someone could argue the standard ""tips vs weights"" framing is adequate, or that backend is not a meaningfully separate axis from artifact form. The note argues a non-obvious taxonomic distinction."
substrate-class-backend-and-artifact-form-are-separate-axes-that-get-conflated.md,frontmatter-review,CLEAN,0,0,description-discrimination,"The description adds concrete examples (""tips, notes, rules, prompts, schemas, and playbooks"") and names specific backends (""repos, databases, or memory services"") that the title cannot carry. An agent searching for ""symbolic artifact substrate"" or ""tips vs weights taxonomy"" would be able to distinguish this note from related results like ""continuous-learning-requires-durability-not-weight-updates"" or ""trace-derived-learning-techniques-in-related-systems"" based on the description alone."
substrate-class-backend-and-artifact-form-are-separate-axes-that-get-conflated.md,frontmatter-review,CLEAN,0,0,title-body-alignment,"The title promises three separate axes that get conflated, and the body delivers all three: it defines substrate class (subsymbolic vs symbolic artifact), backend (repo, database, memory service, graph store), and artifact form (tips, notes, rules, prompts, schemas). The taxonomy table at the end maps cleanly to the three axes. The ""Why the distinction matters"" section demonstrates the conflation the title names."
substrate-class-backend-and-artifact-form-are-separate-axes-that-get-conflated.md,frontmatter-review,CLEAN,0,0,title-composability,"""since substrate class, backend, and artifact form are separate axes that get conflated, we designed the taxonomy to..."" reads naturally as a sentence fragment. The title works as a linkable prose clause."
title-as-claim-enables-traversal-as-reasoning.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim is specific and contestable. Someone could argue that topic-labeled notes navigate just as well, that claim titles are too restrictive for real use, or that ""traversal as reasoning"" overstates the benefit. The note itself maps the boundaries where the pattern breaks (multi-claim documents, definitional notes), confirming that the claim is non-trivial."
title-as-claim-enables-traversal-as-reasoning.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism beyond the title: it explains that following links reads as reasoning chains, that the file tree becomes a scan of arguments, and that link semantics (since, because, but) encode relationship types. These are concrete consequences the title only gestures at. An agent seeing five search results could pick this note from the description alone."
title-as-claim-enables-traversal-as-reasoning.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body establishes exactly what the title promises: it explains the mechanism (claim titles make ""since [X]"" link constructions possible), gives practical benefits (scanning file tree = scanning arguments), and maps the boundaries (multi-claim specs and definitional notes get topical titles). The extended coverage of exceptions is scope-appropriate since it delineates where the claim holds."
unified-calling-conventions-enable-bidirectional-refactoring.md,frontmatter-review,CLEAN,0,0,claim-strength,"The claim is specific and contestable — someone could argue that calling conventions are insufficient because the real barrier is semantic (type mismatches between unstructured LLM output and typed function signatures), or that unified conventions are superficial without deeper structural alignment. The claim takes a concrete position."
unified-calling-conventions-enable-bidirectional-refactoring.md,frontmatter-review,CLEAN,0,0,description-discrimination,"Description adds mechanism (""name-based dispatch over a hybrid VM"") and a concrete exemplar (llm-do) beyond what the title carries. It also names the key implication (""without changing call sites""). Strong discriminator against other notes about calling conventions or refactoring."
unified-calling-conventions-enable-bidirectional-refactoring.md,frontmatter-review,CLEAN,0,0,title-body-alignment,"The body establishes the core claim through the llm-do hybrid VM mechanism, then demonstrates bidirectionality with both the codification direction (neural to symbolic) and the relaxing direction (symbolic to neural). The scheduler and typed-callables sections extend beyond the title's strict scope but are clearly framed as additional layers, not alternative claims."
unified-calling-conventions-enable-bidirectional-refactoring.md,frontmatter-review,CLEAN,0,0,title-composability,"""since unified calling conventions enable bidirectional refactoring between neural and symbolic..."" reads naturally as a sentence fragment in linking contexts."
