note,warn_count,info_count,top_warning_checks,sample_warning
agent-runtimes-decompose-into-scheduler-context-engine-and-execution-substrate.md,3,4,"Completeness, Grounding","The three-part decomposition (scheduler, context engine, execution substrate) has a boundary case around **inter-component communication and data flow**. Consider a message bus, event system, or shared protocol layer that mediates between the scheduler and the context engine — for example, a standardized interface through which the scheduler tells the context engine what to load next. This is not clearly the scheduler (it is not deciding what happens next), not the context engine (it is not selecting or framing content), and not the execution substrate (it is not providing persistent state or tool execution). The note's Scope Limits section acknowledges ""evaluation infrastructure, policy layers, and social workflows may deserve their own treatment,"" but does not address the communication fabric between its own three components. In many real agent systems, the integration layer is a distinct engineering concern with its own failure modes."
agentic-systems-interpret-underspecified-instructions.md,3,4,"Grounding alignment, Completeness","Ma et al. cited as ""strongest empirical evidence for the two-phenomena separation"" but the paper does not frame itself in terms of separating underspecification from indeterminism. Ma et al. study *prompt stability* — whether semantically equivalent but differently phrased prompts produce different outputs. The note maps this onto its own framework (""isolating underspecification (which interpretation?) from indeterminism (which run?)""), but the paper's actual finding is that emotion/personality variations cause performance changes, which could equally be read as interpreter failure (the sibling note interpretation-errors-are-failures-of-the-interpreter.md already cites the same paper as evidence for *interpretation errors*, not underspecification). The note's two-phenomena framing treats prompt sensitivity as evidence for underspecification, but a competing reading is that the spec is fully specified (same functional requirements) and the LLM is simply responding incorrectly to irrelevant stylistic cues — a failure of the interpreter, not ambiguity in the spec. The paper itself does not adjudicate between these readings."
agents-md-should-be-organized-as-a-control-plane.md,3,4,"completeness, grounding","The core model claims ""two variables determine placement: loading frequency and failure cost,"" but the three-way placement rule also smuggles in a third variable — specificity (task-specific vs. universal). A high-failure-cost instruction that is task-specific does not clearly map: the 2x2 of frequency x cost would place it in AGENTS.md (high cost), but the three-way rule routes it to ""skill/instruction body or task doc"" (task-specific). The note resolves this by implicitly treating ""always loaded"" as a proxy for ""universal,"" but this conflation is not stated. Boundary case: a pre-commit safety check that only applies to one directory — high failure cost, low loading frequency. The placement rule gives contradictory guidance depending on which variable you weight."
alexander-patterns-and-knowledge-system-design.md,3,4,"Completeness / boundary cases, Grounding alignment","The note attributes link relationship types ""(extends, foundation, contradicts, enables)"" to the linked [link contracts](./link-contracts-framework.md) note, but that note uses a different taxonomy entirely — its ""Link intent taxonomy"" includes Definition, How-to, Reference, Example, Rationale, Evidence, Tool, Related, Index/Hub. The KB's actual relationship semantics (documented in links-index.md) are ""extends, grounds, contradicts, exemplifies"" — the reviewed note substitutes ""foundation"" for ""grounds"" and ""enables"" for ""exemplifies."" Two of four terms are wrong. The note presents these as if they come from the link contracts framework, but they are an inaccurate rendering of a different concept (link semantics from KB conventions) misattributed to a different source (the link contracts note)."
always-loaded-context-mechanisms-in-agent-harnesses.md,3,4,"Completeness, Grounding","The four-surface enumeration excludes conversation/session history as an always-loaded mechanism. In harnesses like Claude Code and Cursor, the active conversation is always present in context and competes for the same token budget. The note scopes itself to ""user-facing mechanisms... that project authors and tool developers control,"" which could exclude conversation history since it is generated rather than authored. But some harnesses allow users to configure how much history is retained (e.g., conversation pruning settings, max turns), making it partially user-controlled. If the exclusion is intentional, the note would benefit from stating it explicitly, as readers surveying ""what occupies the context window"" will notice the absence."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,3,4,"Completeness, Grounding","The three-outcome enumeration (""primary-path success,"" ""fallback success,"" ""hard failure"") omits a fourth plausible outcome: **partial success with acknowledged degradation** — a run where the framework explicitly signals that it used a fallback but still completed. The note later proposes exactly this (""degraded execution"" as a first-class notion) but does not register it as a missing item in the enumeration that motivates the argument. The enumeration describes the current state, and the proposed fix implies a fourth state that the enumeration does not account for. This is not a logical error — the note's point is that frameworks currently compress to a binary — but the gap between the enumeration and the later proposal could confuse a reader who expects the enumeration to be exhaustive over the design space rather than descriptive of current practice."
automated-synthesis-is-missing-good-oracles.md,3,4,"Completeness, Grounding — scope mismatch","The three-part quality decomposition (fidelity, novelty, validity) omits **relevance** as a distinct evaluation dimension. A synthesis candidate can be novel (genuinely new) and valid (the connection is real) yet irrelevant to the KB's purposes — it doesn't help answer any question the KB is designed to serve. The note's own linked source, automating-kb-learning-is-an-open-problem.md, defines KB value as ""a note is valuable if it helps answer a question."" A novel-and-valid synthesis that answers no useful question should be rejected, but the three-part framework has no slot for this. Relevance is not reducible to validity (a connection can be true but unimportant) or to novelty (importance and newness are orthogonal). This omission matters because a composite oracle built from only fidelity/novelty/validity signals would accept irrelevant-but-true synthesis candidates."
automated-tests-for-text.md,3,4,"Completeness, Grounding","The three-level pyramid (Deterministic / LLM rubric / Corpus compatibility) is presented as a test pyramid analogy to software testing, but the analogy is structurally incomplete. A software test pyramid has unit/integration/E2E levels distinguished by scope and cost. The note's three levels mix the basis of distinction: ""deterministic"" is defined by check method (can it be automated without an LLM?), ""LLM rubric"" is defined by executor (needs an LLM), and ""corpus compatibility"" is defined by scope (cross-document). These are three different axes, not three levels of a single pyramid dimension. A deterministic corpus-wide check (e.g., global terminology consistency via grep) would sit at level 1 by method but level 3 by scope. The pyramid framing implies a single ordering dimension (cheap-to-expensive, narrow-to-wide) but the actual items don't consistently track one dimension."
brainstorming-how-reach-informs-kb-design.md,3,4,"Completeness — reach spectrum, Completeness — cost asymmetry, Grounding — ""most valuable property""","The three-level spectrum (high/medium/low) maps cleanly to the examples given but the note does not define the criterion that separates the levels. The examples suggest ""scope of applicability"" (across agent systems / across a class of KBs / this installation), but this is never stated as a definition. As a result, the boundary between medium and low is especially porous: ""short composable notes"" is classified as medium-reach, but one could argue it applies to any knowledge system that needs to compose under bounded context (making it high-reach), or that it is a specific architectural choice for file-based KBs (making it low-reach). Without a grounding definition, the spectrum is illustrative rather than analytic."
brainstorming-how-to-enrich-web-search.md,3,4,"Completeness, Grounding","The ""Two value propositions"" enumeration (connect results to each other; connect results to KB) omits a third value proposition the note itself later surfaces in Open Questions: **contradiction detection** (""search results that *contradict* existing KB content""). The note acknowledges this as a ""different operation"" but does not revisit the ""two value propositions"" framing to account for it. If contradiction detection is genuinely a different operation rather than a third value proposition, the note should explain why — otherwise the enumeration undercounts its own content."
capability-placement-should-follow-autonomy-readiness.md,3,4,"Completeness, Grounding / Scope mismatch","The three-tier decision rule uses ""autonomy readiness"" as its single organizing variable, but the linked parent note (agents-md-should-be-organized-as-a-control-plane.md) uses a two-variable model: loading frequency x failure cost. A capability could be autonomy-ready yet have low loading frequency (rarely needed), or not autonomy-ready yet have high failure cost (dangerous if the agent improvises instead of following a procedure). The note does not address how autonomy readiness interacts with these two variables. Boundary case: a capability that is safe for autonomous execution but only used once a quarter -- the decision rule says ""promote to skill,"" but the control-plane note's logic says ""occasional -> operations catalogue."" The two frameworks give conflicting placement advice for this case."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,3,4,"Grounding alignment — affordance table, Grounding alignment — link semantics as warrants, Completeness — boundary case: implicit-warrant notes","The note claims ""Types mark affordances lists `claim` affordances as: verify, gather evidence, challenge, use as assumption"" and attributes this to the linked note `instructions-are-typed-callables.md`. That note does not contain an affordance table with those four operations. It mentions that ""a `structured-claim` affords verification"" in passing and has a skill-signature table (ingest, connect, validate, convert), but no enumeration of claim-specific affordances. The four operations (verify, gather evidence, challenge, use as assumption) appear to be the reviewed note's own inference, not an attribution from the source. This makes one of the ""three independent threads"" of evidence weaker than presented — the thread is the note's own analysis, not something the source arrived at independently."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,3,4,"Grounding / domain coverage — Finzi et al., Grounding / scope mismatch — Ebrahimi et al., Completeness / boundary case — relaxing","The note claims ""High-epiplexity regularities are genuinely structural — codifying them is safer because they reflect real patterns, not artefacts of the observer's computational budget."" The epiplexity paper defines epiplexity as learnable structure extractable by a computationally bounded observer. But it does not address codification, safety of encoding patterns, or the distinction between arithmetic-regime and vision-feature specs. The note's inference chain — high epiplexity means genuinely structural, therefore safer to codify — bridges two domains that the source does not connect. Epiplexity measures extractable structure in data for a given computational budget; it does not predict whether extracted structure will survive scaling by a different, more powerful observer. A high-epiplexity pattern (learnable at current compute) could still be a vision feature that a larger-compute observer would supersede with a better decomposition. The note presents this as if the source grounds the codification-safety claim, but the source grounds only the ""genuinely structural vs artefact"" distinction within a fixed computational bound."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,3,4,"Completeness, Grounding","The note claims reliability, speed, and cost ""move together because the substrate changes"" (claim 4), but this causal explanation is specific to the calculator/codification case. The note itself provides a counter-pattern two paragraphs later: ""Constraining short of codification (storing outputs, writing conventions) also improves reliability and speed."" In that case the substrate does NOT change -- the artifact stays in natural language. The compound gains in those cases must have a different cause (e.g. removing re-interpretation overhead), but the note offers ""substrate change"" as the general explanation. The foundation note (learning-is-not-only-about-generality.md) is more careful, saying the compound dimensions ""often improve simultaneously"" and that codification is ""the clearest example."" The reviewed note promotes the codification-specific causal mechanism to a general principle."
constraining-during-deployment-is-continuous-learning.md,3,4,"Completeness, Grounding – domain coverage","""The extractable, testable subset that constraining handles covers most of what deployed systems need"" (para 6) is a strong quantitative claim (""most"") with no grounding. No cited source supports a proportion estimate. The developer study (Huang et al.) documents control strategies but says nothing about what fraction of deployed-system needs those strategies cover. The note's own prior paragraph acknowledges weight-based learning handles ""distributional knowledge (style, tone, world knowledge)"" — it is not obvious this is the minority case. For a style-sensitive application (marketing copy, creative writing, brand voice), distributional knowledge may be the majority of what the deployed system needs. This claim would benefit from either qualification (""covers a substantial share"") or evidence."
constraining.md,3,4,"Completeness, Grounding","The constraining spectrum table lists five rows (store output, write description, create convention, add structured sections, extract deterministic function) but the note says ""constraining is a gradient, not a single operation."" The table presents discrete steps without acknowledging cases that sit between them. Specifically: **renaming a file to follow a naming convention** is both ""creating a convention"" and ""storing an output"" (the name is a committed interpretation). **Adding an eval or test harness** constrains behavior significantly (the linked note on methodology-enforcement-is-constraining.md covers hooks, which occupy exactly this middle ground) but does not appear in the spectrum table. The table reads as illustrative rather than exhaustive, but the absence of any qualifier (""e.g.,"" ""such as,"" ""key steps include"") makes it look like a complete enumeration. The linked underspecification note's own constraining discussion includes prompt restructuring and evals, which this note's spectrum table omits."
conversation-vs-prompt-refinement-in-agent-to-agent-coordination.md,3,4,"Completeness, Grounding alignment","The note opens with ""at least three options"" — conversation, prompt refinement, and hybrid — but the ""Onboarding and forking"" section identifies a fourth pattern, ""context cloning,"" which the note says is ""neither pure conversation... nor pure refinement."" The initial enumeration and the final taxonomy are inconsistent: the note starts with three options, ends with four (or at least three-and-a-half, since forking is treated as distinct from the hybrid). The hybrid option also receives no further analysis after its one-sentence introduction — it is never mentioned in ""The tradeoff"" section or ""Where should complexity live?"" — making it unclear whether the note considers it a real design option or a footnote. A reader could reasonably wonder whether the ""three options"" framing undercounts the space from the start."
directory-scoped-types-are-cheaper-than-global-types.md,3,4,"Completeness — boundary case: structured-claim portability, Grounding — scope mismatch with why-directories-despite-their-costs.md, Grounding — claim count mismatch with document-classification.md","The note claims ""The types that genuinely move are text and note"" and that everything else is directory-local. But `structured-claim` is explicitly designed to work across directories. The note's own linked source (document-types-should-be-verifiable.md) says traits and types are directory-independent, and the orthogonality note (referenced in this note's ""What moves between directories?"" section) argued that ""a structured-claim works identically in notes/, claw-design/, or anywhere."" The note acknowledges this counter-argument but only as a quote it then dismisses with ""But in practice, how many documents actually move?"" This is a rhetorical dismissal rather than a refutation. If structured-claim is genuinely portable (which the note concedes), then the claim that only text and note are portable is false by the note's own admission. The open questions section partially acknowledges this (""Does structured-claim stay global?"") but the body's assertion is stated categorically."
document-types-should-be-verifiable.md,3,4,"Completeness, Grounding — domain coverage","The base types table lists four types: `note`, `spec`, `review`, `index`. But the companion spec (document-classification.md) lists seven: `text`, `note`, `spec`, `review`, `index`, `adr`, `structured-claim`. The note itself later mentions `structured-claim` in the body (""What it called 'insight' becomes `structured-claim`..."") but never adds it to the base types table. A reader relying on the table as the definitive enumeration would miss `text`, `adr`, and `structured-claim` as base types. Since the note presents the table as the solution to the flat-types problem (""Instead of a flat enum, use a base type plus traits""), this looks like an incomplete enumeration rather than a deliberate simplification."
elicitation-requires-maintained-question-generation-systems.md,3,4,"Completeness, Grounding","The four-strategy ordering claims to be ordered by ""expertise required of the user,"" but the boundary between strategies 2 (perspective assignments) and 4 (structured adversarial prompts) is blurry. ""What happens with 1,000 concurrent users?"" is listed as an example of perspective assignment (strategy 2), but it fits equally well as a structured adversarial prompt (strategy 4) — it is a parameterized template (""what happens at Nx scale?"") that does not require domain-specific knowledge. The note itself uses this example under strategy 2, yet the structure of the question matches strategy 4's definition. If the same concrete probe can be classified as either strategy 2 or strategy 4, the taxonomy has an overlap that the ordering does not acknowledge."
enforcement-without-structured-recovery-is-incomplete.md,3,4,"Completeness, Grounding","The oracle-strength-to-recovery mapping omits ""Delayed oracle"" entirely. The oracle-strength-spectrum note defines five levels (Hard, Soft, Interactive, Delayed, No oracle), but this note's mapping in ""Oracle strength constrains recovery automation"" uses only four (Hard, Soft, Interactive, No oracle). Delayed oracles — ""you only know later"" (user churn, bug surfacing, decision payoff) — are a real oracle type with no obvious recovery strategy. A violation detected only after the fact cannot use corrective action, fallback, or escalation in the moment. This is a gap in the framework, not just an omission of a label."
entropy-management-must-scale-with-generation-throughput.md,3,4,"Completeness, Grounding — domain coverage, Grounding — scope mismatch","The core claim is that ""cleanup throughput must be proportional to generation throughput,"" but the note does not define what counts as ""proportional."" The Codex evidence shows that *some* continuous cleanup was better than periodic manual cleanup, but the source does not establish a proportionality relationship (e.g., that doubling generation requires doubling cleanup). The claim as stated implies a linear scaling law, but the evidence supports only a weaker claim: cleanup must be continuous rather than periodic. A system might need sublinear cleanup (if patterns converge) or superlinear cleanup (if entropy compounds). The note asserts proportionality without grounding the specific scaling function."
ephemeral-computation-prevents-accumulation.md,3,4,"Completeness, Grounding","The binary fork (""keep the artifacts or discard them"") omits a significant intermediate: systems that generate artifacts, use them, and then selectively persist some while discarding others within a single run. The note acknowledges this later (""Most practical systems sit somewhere between"") but the opening framing in ""The fork"" section presents it as a clean binary: ""Systems that generate artifacts face a fork: keep the artifacts or discard them. The choice determines whether the system can learn across runs."" The spectrum acknowledgment in ""Ephemerality as anti-codification"" partially rescues this, but the title claim and opening paragraph both assert a binary that the body then softens. A reader who stops at ""The fork"" section gets a stronger claim than the note actually defends."
ephemerality-is-safe-where-embedded-operational-knowledge-has-low-reach.md,3,4,"Completeness, Grounding alignment — scope mismatch, Completeness — boundary zone","The note claims Kirsch's four barriers ""share a deeper structure"" unified by reach, and demonstrates this by re-describing each barrier through a reach lens. But the unification is one-directional: it shows that reach is *present* in each barrier, not that reach is what *distinguishes* them from non-barriers. A counter-probe: a one-off data analysis script also embeds operational knowledge with some reach (the column-joining logic might be reusable next quarter), yet the note classifies this as low-reach. The note's own example (""which columns to join, how to handle nulls — that is specific to this query"") asserts low reach by stipulation rather than by applying a test. The note lacks a mechanism for *measuring* reach, which means the framework risks being unfalsifiable — any case can be classified post-hoc as high- or low-reach to match the desired conclusion. Kirsch's original barriers at least name observable structural properties (state, integration surfaces, etc.); the reach reframing trades those observables for a more abstract concept without supplying an operationalization."
error-correction-works-above-chance-oracles-with-decorrelated-checks.md,3,4,"Completeness — decorrelation strategies, Grounding — CoT as content-bias decorrelation, Grounding — domain coverage","The four decorrelation strategies (vary prompt, vary model, metamorphic transformations, orthogonal check dimensions) are presented as a list without an explicit claim of exhaustiveness, but the framing (""Decorrelation strategies must actively disrupt the sources of correlation"") implies coverage of the strategy space. A missing strategy: **varying the decision threshold or acceptance criterion**. If the oracle's accept/reject boundary is shifted (e.g., stricter criteria on some checks, looser on others), different checks will make errors on different instances even with the same model and prompt. This is a standard technique in ensemble methods (diversity via decision boundary perturbation). It sits between ""vary the prompt"" and ""orthogonal check dimensions"" but is not clearly covered by either. The note's list is reasonable as a practical guide but may mislead readers into thinking decorrelation requires changing the input or the model, when changing the criterion also works."
evaluation-automation-is-phase-gated-by-comprehension.md,3,4,"Completeness, Grounding — scope mismatch","The three-phase framework (comprehension, specification, generalization) claims to describe the ""characteristic sequence"" of evaluation automation. A boundary case probes this: **iterative re-comprehension after generalization reveals new failure modes.** When optimization runs against calibrated evaluators and produces outputs that fail in new, previously unobserved ways, the practitioner must loop back to comprehension. The note's framing is strictly sequential (""first, second, third"") and does not acknowledge re-entry. The ""Scope limits"" section partially addresses this (""Mature systems may partially automate parts of comprehension, but only after prior manual cycles have stabilized the taxonomy""), but this concerns automating comprehension, not the need to revisit comprehension after generalization exposes novel failures. The sequential framing may mislead readers into treating the phases as a single pass rather than an iterable cycle."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,3,4,"Completeness, Grounding — domain coverage, Completeness — boundary case","The note enumerates three LLM failure modes that overlap with human ones: ""they get distracted by irrelevant context, they conflate evidence with opinion, they skip qualifications when the argument feels strong."" The Lampinen source cited does not discuss any of these three specific failure modes. Lampinen demonstrates content effects (belief bias, familiarity facilitation) on syllogisms, NLI, and Wason tasks. ""Getting distracted by irrelevant context"" is not among them — the source tests content that supports or conflicts with correct inferences, not irrelevant distractors. ""Conflating evidence with opinion"" and ""skipping qualifications"" are also absent from Lampinen. The enumeration appears to draw on general LLM intuitions rather than the cited evidence, but the note presents it as grounded in observed overlap. The source grounds a different (and arguably stronger) claim: LLMs show belief-bias effects that parallel human belief-bias effects."
information-value-is-observer-relative.md,3,4,"Completeness, Grounding/Domain coverage, Completeness/Boundary","The four-factor decomposition of observer state (prior knowledge, computational capacity, tools, goals) is presented without explicit grounding and may be incomplete. ""Attention"" or ""time budget"" is a plausible fifth factor -- an observer may have the knowledge, capacity, tools, and goals to extract value, but be under time pressure that prevents them from doing so. Time pressure is distinct from computational capacity (a model with a 1M context window under a 5-second latency constraint is a different observer than the same model with unlimited inference time). The note's own cited traditions hint at this: bounded rationality (Simon) is partly about satisficing under time pressure, not just capacity limits. This factor is arguably subsumed by ""computational capacity"" if read generously, but the note never makes that subsumption explicit."
interpretation-errors-are-failures-of-the-interpreter.md,3,4,"Completeness, Grounding alignment","The enumeration of five example types omits a significant class: **instruction-following failures that aren't constraint violations** — cases where the LLM follows the instruction but applies it to the wrong scope or wrong part of the input. For instance, ""summarise section 3"" and the LLM summarises section 4. This is not hallucination (the content is in the document), not a constraint violation (the output format is correct), not a bookkeeping failure (no compositional depth), not content bias (not about semantic content), and not emotional prompt sensitivity. It is a referential/grounding failure — the LLM misidentifies what the instruction applies to. The note's framing (""the spec is sufficient; the interpreter is not"") clearly covers this, but no enumerated example maps to it cleanly. Since the note uses examples to illustrate the space, a reader might fail to recognize this common failure mode as an interpretation error."
kb-goals-in-always-loaded-context-guide-inclusion-decisions.md,3,4,"Completeness, Grounding — scope mismatch, Completeness — boundary case","The four-item enumeration of what agents ""cannot do"" without goals (reject out-of-scope, decide source worth, choose note vs log, evaluate accumulated knowledge) omits a boundary case that the note's own ""Goal revision"" section implies: **detecting scope drift**. If the KB's domain evolves and goals are absent, the agent cannot recognize that the domain has shifted. This is distinct from the four listed capabilities, which all assume a static domain. The note partially addresses this in the ""Goal revision"" section but does not loop it back into the opening enumeration, creating a gap between the enumeration and the note's own later argument."
knowledge-storage-does-not-imply-contextual-activation.md,3,4,"Completeness, Grounding — domain coverage, Completeness — initiative gradient","The three-stage decomposition (cue match, priority arbitration, commitment) has no stage for *recognition that the activated knowledge is relevant to the current task*. Consider a case where context cues successfully retrieve a piece of knowledge (cue match succeeds), and it wins the competition for reasoning budget (priority arbitration succeeds), but the model misapplies it — e.g., it surfaces a concern about thundering herds in a context where there is no retry logic, or it raises a concurrency warning for a purely single-threaded script. This is a relevance-assessment failure that sits between stages 2 and 3: the knowledge is activated and prioritized, but the mapping from knowledge to current situation is incorrect. The note hedges the decomposition as ""proposed, not established,"" but the gap is worth flagging because the note also suggests the stages are ""independently useful for reasoning about where interventions can help"" — and misdirected activation (false positive volunteering) would need a different intervention than any of the three listed stages."
learning-is-not-only-about-generality.md,3,4,"Completeness, Grounding — domain coverage","The note claims ""accumulation"" is ""the most basic"" learning operation and names it alongside the scope table, but the note also uses ""discovery,"" ""constraining,"" and ""distillation"" as operations elsewhere. The note never enumerates the full set of learning operations; the word ""most basic"" implies a hierarchy of operations, but the hierarchy is only partially visible. A reader could mistake accumulation as the *only* operation discussed under generality, when in fact the scope table mixes accumulation (adding a typo fix, adding a connection) with what might be constraining or methodology improvement. The table rows do not all map cleanly to ""accumulation"" — ""Define structured sections for a type"" and ""Improve methodology"" look more like constraining or discovery than accumulation. If accumulation means ""adding knowledge to the store,"" then methodology improvement is not accumulation of a stored item but a change to how the system operates. The note's own framework strains here."
learning-substrates-backends-and-artifact-forms.md,3,4,"Completeness, Grounding alignment — scope mismatch","The two-item substrate enumeration (subsymbolic / symbolic artifact) claims to be ""the primary split,"" but hybrid-substrate systems are not accounted for. AgeMem is described in the companion note (memory-management-policy-is-learnable-but-oracle-dependent.md) as a ""split substrate"" — facts in a symbolic store, policy in weights. The taxonomy table in this note lists AgeMem as purely ""Subsymbolic"" with backend ""Model parameters,"" which is inaccurate per the KB's own analysis. The companion note explicitly says: ""AgeMem accepts a substrate split: facts go into a memory store (somewhat inspectable key-value pairs), but the policy for managing them goes into model weights."" If the primary split is binary, hybrid cases must be addressed — either as belonging to one side, or as a third category. Currently the table forces a clean assignment that the KB's own evidence contradicts."
link-contracts-framework.md,3,4,"Completeness, Grounding — scope mismatch","The ""five questions a reader silently asks"" omit a question that the note's own content elsewhere treats as important: ""How does this relate to what I'm reading?"" The note's own ""Making link decisions obvious"" section recommends ""when to click"" language and contextual placement, which addresses the relationship between the link target and the reader's current task — a question distinct from the five listed. The five questions are framed as destination-oriented (what is it, what will it cost) but the decision also depends on the reader's current state and goal. This is arguably the most important question for an agent (""Is this relevant to my current task?""), and agents-navigate-by-deciding-what-to-read-next makes it the central concern: ""how likely is this pointer to lead somewhere relevant."" The five-question enumeration covers the target but not the reader-target fit."
llm-context-is-composed-without-scoping.md,3,4,"Completeness, Grounding alignment","Claim 8 states role markers, delimiters/quoting, and ordering conventions are ""the only scoping mechanisms available"" within a single context. This misses at least one mechanism: **attention steering via structured prompting** — techniques like chain-of-thought, or explicit ""ignore previous instructions"" resets, which attempt to narrow effective scope within a flat context. More significantly, it omits **tool-use boundaries**: when a tool call returns structured output, the tool's execution happens outside the context window entirely, creating a de facto scope boundary even within a single agent frame (the tool's internal reasoning is invisible). The note later discusses sub-agents as providing isolation, but tool calls already provide partial isolation without spawning a sub-agent. The enumeration's ""only"" claim is stronger than what it covers."
llm-learning-phases-fall-between-human-learning-modes.md,3,4,"Completeness, Grounding alignment","The note quotes Amodei verbatim (""We should think of pre-training — and for that matter, RL as well — as something that exists in the middle space between human evolution and human on-the-spot learning..."") and attributes this to the Dwarkesh interview source. However, the captured source snapshot (`kb/sources/dario-amodei-we-are-near-the-end-of-the-exponential.md`) does not contain this quote or the spectrum framing anywhere. The source summary mentions ""Continual Learning May Not Be Necessary"" and lists three mechanisms (pre-training generalization, RL generalization, in-context learning) but never places them on a human-evolution-to-reaction spectrum. The ingest file (`*.ingest.md`) references the spectrum framing only by pointing back to this very note as the place that ""already uses Amodei as its primary source."" This creates a circular grounding chain: the note cites the source, and the ingest file cites the note, but the captured source text itself doesn't contain the quoted claim. The quote may be from the podcast audio/video that wasn't captured in the text snapshot, but as it stands the primary claim of the note cannot be verified against the linked source."
llm-mediated-schedulers-are-a-degraded-variant-of-the-clean-model.md,3,4,"Completeness, Grounding","The three recovery strategies are presented as exhaustive and ordered by degree of separation recovered, but a fourth strategy is plausible: **hybrid delegation**, where the LLM-mediated scheduler spawns sub-agents with clean context windows for specific sub-tasks while itself remaining conversation-mediated for top-level decisions. This is distinct from all three listed strategies — it is not compaction (no compression of the scheduler's own state), not externalisation (the scheduler's state stays in the conversation), and not factoring into code (the scheduler is still an LLM). Yet it partially recovers the clean model by isolating sub-task execution from accumulated scheduler state. The note's own link to [tool loop](./tool-loop-index.md) discusses sub-agent spawning as a forcing case, and the orchestration model note discusses ""parallel calls"" and ""hierarchical decomposition,"" suggesting the KB itself recognizes this pattern — but this note's enumeration does not account for it. The boundary case sits between externalisation and factoring: the scheduler remains LLM-mediated but delegates bounded work to clean sub-agent calls."
mcp-bundles-stateless-tools-with-stateful-runtime.md,3,4,"Completeness, Grounding alignment","The four-item ""state tax"" enumeration (lifecycle, test isolation, connection management, concurrency) omits **configuration and deployment complexity** -- a stateful server requires configuration (ports, transport, environment), deployment artifacts, and operational monitoring that a bare function call does not. This is arguably the most visible cost to practitioners and sits outside the four listed items. It is not reducible to ""lifecycle management,"" which the note defines narrowly as ""start, stay alive, handle crashes, and clean up."""
mechanistic-constraints-make-popperian-kb-recommendations-actionable.md,3,4,"Completeness, Grounding","The three proposed practices are presented as derived from KB mechanics, but the derivation path is uneven. Practices 1 (falsifier blocks) and 2 (contradiction-first connection) follow directly from ""criticism must be structural"" plus ""bounded context prevents ambient detection."" Practice 3 (rejected-interpretation capture) follows from a different line of argument — underspecification and interpretation error — and its connection to bounded context is weaker. The note says ""This is constraining driven by error, and across sessions it compounds as deploy-time learning,"" but the mechanism of capturing rejected interpretations would be equally valuable in an unbounded-context system. If a system could load everything, rejected interpretations would still need to be recorded somewhere durable. This means practice 3 is motivated more by statelessness (information lost between sessions) than by bounded context or the structural-criticism argument. The note's framing implies all three are forced by the same mechanics, but the third stands on different ground."
minimum-viable-vocabulary-is-the-set-of-names-that-maximally-reduces-extraction-cost-for-a-bounded-observer.md,3,4,"Completeness, Grounding — domain coverage, Completeness — boundary case","The note claims ""Two mechanisms already in the KB explain why a set of names can have this effect — why vocabulary, specifically, is the right unit of extraction cost reduction."" This is a scope claim (exactly two, and they are sufficient). A third mechanism is plausible and unaddressed: **chunking / categorical perception**. Cognitive science shows that having a name for something changes perceptual and memory processing — named categories are processed faster and grouped more efficiently (categorical perception, verbal overshadowing literature). This is distinct from both ""naming amortizes discovery cost"" (which is about recognition of instances) and ""distillation targets a bounded observer"" (which is about compression for a use case). Chunking explains why a vocabulary changes the observer's computational capacity itself, not just what they can recognize or what was compressed for them. The ""two mechanisms"" framing may be undercounting."
operational-signals-that-a-component-is-a-relaxing-candidate.md,3,4,"Completeness, Grounding — scope mismatch, Ma et al., Grounding — domain coverage, Rabanser et al.","The enumeration of six signals implicitly claims to cover the space of operational indicators for detecting vision-feature components. A boundary case that falls between items: **performance degradation under increased concurrency or load**. A component that works correctly at low throughput but breaks under concurrent use may be encoding a theory about execution context (e.g., sequential processing assumptions) rather than specifying the problem. This does not cleanly map to any of the six signals. It is not paraphrase brittleness (the inputs are identical), not an isolation-vs-integration gap (the component may fail even in isolation under load), not process constraints (it may specify outcomes), not hard-to-specify failure (you can specify ""must handle N concurrent requests""), and not distribution sensitivity (the input distribution is unchanged). It is closest to Signal 5 but the shift is in operational conditions, not input distribution. Load-sensitivity as a relaxing signal seems plausible and is not covered."
process-structure-and-output-structure-are-independent-levers.md,3,4,"Completeness, Grounding alignment, Grounding alignment — domain coverage","The note claims ""two distinct ways"" that structured templates constrain LLM generation (process structure and output structure), framing these as exhaustive. A boundary case challenges this: **cognitive load / attention allocation structure** — constraints on what the model should attend to or ignore (e.g., ""focus only on the error-handling paths,"" ""ignore variable names""). This is neither output structure (it does not constrain the shape of the result) nor process structure as defined (it does not prescribe reasoning steps); it constrains the scope of attention. The note's own peer-review-checklist example (""did the authors address confounds?"") could be read as an attention-directing constraint rather than a process-step constraint — it tells you what to look for, not what reasoning steps to perform. The two-item enumeration may be incomplete, or the definitions need tightening to clearly absorb attention-directing constraints into one of the two categories."
