note,review_type,level,note_warn_count,check_warn_count,check,finding
continuous-learning-requires-durability-not-weight-updates.md,prose-review,WARN,1,34,Confidence miscalibration,"The note presents its own interpretive argument — that Simon's definition extends to symbolic artifacts — using assertive language normally reserved for established findings. ""Simon's definition is satisfied regardless of the medium"" and ""The important boundary is **ephemeral vs durable**, not **weights vs not-weights**"" both state conclusions of the note's own reasoning as settled facts. The reframing is the note's original contribution, but the prose does not signal that it is proposed rather than received."
document-classification.md,prose-review,WARN,1,34,Confidence miscalibration,"The note states ""A document has exactly one type"" as a hard rule, and describes `structured-claim` as having a ""promotion path"" from `note` — ""when a note's argument matures enough to fill Evidence/Reasoning sections, it earns the type."" The word ""earns"" anthropomorphizes the document and smuggles in an evaluative judgment about maturity without stating the criteria. More importantly, the promotion path framing asserts a process convention as established fact, but it is this note's own construction. No source or ADR is cited for the promotion workflow."
instruction-specificity-should-match-loading-frequency.md,prose-review,WARN,1,34,Confidence miscalibration,"The four-level loading hierarchy is presented as definitive (""The loading hierarchy"") but it is a design pattern specific to this project's architecture, not an established general framework. The numbered list with bold labels and the definite article reads as a canonical taxonomy rather than one observed decomposition. Compare: ""The loading hierarchy"" (asserts) vs. ""A loading hierarchy this system uses"" (proposes)."
learning-substrates-backends-and-artifact-forms.md,prose-review,WARN,1,34,Confidence miscalibration,"The note introduces its own three-level taxonomy (substrate class / backend / artifact form) and presents it with assertive language throughout: ""The primary split is substrate class,"" ""The three-level split prevents category mistakes that keep recurring,"" ""Conflating the three makes the comparison space blurry."" This is the note's own analytical construction — it is not cited from any source and not flagged as proposed. The taxonomy is defensible, but the phrasing treats it as the definitive decomposition rather than one useful decomposition."
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,prose-review,WARN,1,34,Confidence miscalibration,"The note asserts ""Routing instructions are loaded every session"" and ""Periodic hygiene checks are different. They are low-frequency operational maintenance and are typically triggered by something external"" as settled facts. These are design choices specific to this KB's architecture, not universal truths, yet they are stated without hedging or attribution. The routing/operations distinction is the note's own construction and could be flagged as a proposed decomposition rather than an established one."
two-kinds-of-navigation.md,prose-review,WARN,1,34,Confidence miscalibration,"""There are two ways to move through a knowledge base"" asserts an exhaustive two-part taxonomy as established fact. This is the note's own decomposition, not a cited framework. The phrasing forecloses other navigation modes (e.g., temporal browsing, tag faceting, backlink traversal) without acknowledging the simplification."
needs-testing.md,prose-review,WARN,1,19,Proportion mismatch,"The note's two sections are drastically unequal. ""Extract, connect, review cycle"" gets substantial treatment (pipeline description, assessment of where value is created, cross-reference to the aspirational learning loop), while ""Input classification before processing"" gets two sentences with no examples, no elaboration, and no links. The note's purpose is to collect ideas that need testing, so each entry should have enough substance to make the test actionable. Input classification is currently too thin to act on."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,WARN,1,1,Anthropomorphic framing,"The note consistently uses ""she/her"" pronouns and human-like agency language for agents: ""An agent has a task and needs information she doesn't yet have,"" ""lets her judge without paying that cost,"" ""the agent knows both what's there and why it matters before deciding."" While the note's title uses ""agents"" generically, the body reads as if describing a human researcher rather than an LLM-based agent. Verbs like ""knows,"" ""decides,"" and ""judge"" attribute cognitive capacities without qualification."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,prose-review,INFO,3,8,Source residue,"The note is pitched at a general ""agent systems"" level. Most of the practitioner evidence comes from coding agents specifically — Lopopolo's Codex codebase, Koylan's Personal Brain OS for coding workflows, the JetBrains research on coding agents. The note does not frame these as domain-specific examples; they are cited as general evidence. This is not clearly wrong (coding agents are the most mature agent domain), but a reader from a different agent domain (customer service, research, data analysis) might find the evidence base narrower than the claim scope suggests."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,prose-review,INFO,3,0,Redundant restatement,"The opening of ""Volume and complexity"" — ""The soft bound operates across two dimensions — volume (how many tokens) and complexity (how hard they are to use) — decomposed in [agent context is constrained...]"" — restates what the third paragraph of the introduction already established: ""The binding constraint is soft degradation, not hard token limits — established in [agent context is constrained...]."" Both paragraphs point to the same note and re-establish the same premise. The section then adds new content (Koylan evidence, the ""not fully separable"" point), but the opening sentence is pure restatement."
agentic-systems-interpret-underspecified-instructions.md,prose-review,INFO,2,34,Confidence miscalibration,"The projection metaphor is presented with direct assertion: ""An LLM performs a *projection*: it collapses a space of valid interpretations to one concrete program."" This is the note's own theoretical construction, not a cited result. The framing reads as established terminology rather than a proposed model. The rest of the note uses it without hedging (""This is projection, not compilation""). This is a minor point — the note's subtitle does say ""A theoretical framing"" — but inside the body, the projection language reads as settled vocabulary."
learning-is-not-only-about-generality.md,prose-review,INFO,2,34,Confidence miscalibration,"""These form a compound because they often improve simultaneously"" presents the reliability/speed/cost clustering as an empirical regularity, but it is the note's own proposed grouping. The evidence offered is one example (codification) and three brief assertions (conventions, caching, distilled skills). This is plausible but not established. The word ""compound"" and the claim that these dimensions ""tend to move together"" assert more covariance than the note demonstrates."
title-as-claim-enables-traversal-as-reasoning.md,prose-review,INFO,2,34,Confidence miscalibration,"The ""Prior work"" section states that ""Propositional titles are established practice in several fields"" and lists four traditions, but the TODO at the end acknowledges ""This survey is from the agent's training data, not systematic."" The body text presents the survey with the confidence of established fact while the TODO caveat is easy to miss. The tension between the assertive framing and the acknowledged limitation is minor but worth noting."
unified-calling-conventions-enable-bidirectional-refactoring.md,prose-review,INFO,2,34,Confidence miscalibration,"The four-step progression (start neural, observe patterns, codify, extend via relaxing) is presented as a definitive lifecycle: ""With unified calling, the progression is smooth: 1. Start neural... 2. Observe patterns... 3. Codify... 4. Extend via relaxing."" This reads as an established pattern, but it appears to be the note's own construction synthesized from the constraining and spec-mining notes. It could benefit from a light hedge — ""a typical progression"" or ""one natural path"" — to signal it's a proposed model rather than an empirically validated lifecycle."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,prose-review,INFO,2,19,Proportion mismatch,"The note's core contribution is the codify/relax hybrid strategy and how spec mining improves the odds. Section 2 (""Every codification is a bet"") is the longest section and develops the spec-mining argument, the epiplexity grounding, and the induction-bias evidence at length. Section 1 (""The trade-off depends on which regime you're in"") introduces the two regimes and defines relaxing — arguably the more foundational concept — in a single sentence: ""Codification therefore has a complement: **relaxing** — replacing a codified component with a learned or general-purpose one when scale makes that viable."" The title promises that both codification AND relaxing navigate the boundary, but relaxing gets only a definition and a brief historical illustration (edge detection, FlashAttention), while codification gets the full argumentative development. This is not severe — the note's emphasis on codification bets is coherent — but the title sets an expectation of balance that the body doesn't quite meet."
ephemeral-computation-prevents-accumulation.md,prose-review,INFO,2,19,Proportion mismatch,"The core claim is in the title: ephemeral computation prevents accumulation. The section that carries the most weight for this claim is ""What ephemerality costs"" (~120 words), which enumerates exactly what is prevented. However, ""What ephemerality buys"" (~110 words) receives nearly equal development, and ""Ephemerality as anti-codification"" (~100 words) — a secondary conceptual positioning move — also gets comparable space. The cost section, which is the load-bearing argument for the title, brings in Kirsch's essay and lists four costs, but each cost gets only one sentence. The benefits section is useful for balance but is not what the title promises. The proportions are not severely off, but the title-bearing argument could be stronger than the counterargument."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,INFO,2,19,Proportion mismatch,"The note's title claim is about the transfer methodology — evaluate per-convention whether human failure modes apply to LLMs. The methodology itself gets roughly one paragraph of development (paragraph 3), while the Lampinen evidence gets two paragraphs (paragraphs 4-5). The methodology is the note's distinctive contribution; the empirical evidence is supporting material. The proportions are slightly inverted. This is mild because the evidence paragraphs do circle back to the methodology, but the methodology section could carry more weight — for example, walking through a second convention beyond Toulmin to show the per-convention evaluation in action."
learning-is-not-only-about-generality.md,prose-review,INFO,2,19,Proportion mismatch,"The core claim of the note is that capacity is multi-dimensional (generality plus the reliability/speed/cost compound plus other dimensions). The ""Generality"" section gets roughly 250 words plus a table; ""The compound"" gets roughly 100 words; ""Other dimensions"" gets roughly 50 words. The compound section is the note's distinguishing contribution (the generality axis is well-established; the compound axis is what makes the note's title true), yet it receives less development than the generality section. This may be intentional — the compound is explored in linked notes — but the imbalance means a reader of this note alone gets much more support for ""generality matters"" than for ""but it's not the only thing that matters,"" which is the title's actual claim."
link-contracts-framework.md,prose-review,INFO,2,19,Proportion mismatch,"The title is ""Link contracts framework — source material,"" and the opening frames the note as a reference for building concrete link practices. The ""link contract"" concept — the core idea — gets two short sections (the five questions and the minimal/annotated patterns, ~12 lines total). The link intent taxonomy, automated tests, and LLM/agent implications each get comparable or greater space. The ""Five rules that work"" section at the end compresses actionable guidance into five lines. For a note titled around ""link contracts,"" the contract concept itself is surprisingly thin relative to the surrounding taxonomy and testing material, which could each be their own notes."
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,prose-review,INFO,2,19,Proportion mismatch,"The core claim — that scoping benefits arrive before error-correction benefits — is stated but not extensively developed. The note spends roughly equal space on (a) describing what OpenProse does, (b) observing what it does not yet do, and (c) the three-level taxonomy. The mechanism explaining *why* scoping arrives first (naming structure within the LLM's own execution gives the model frame boundaries to work with, but doesn't give it a substrate that can enforce them) gets only a sentence or two. The penultimate paragraph about tool-use frameworks taking a different path is interesting but secondary to the title claim, and it receives comparable space to the core mechanism."
stale-indexes-are-worse-than-no-indexes.md,prose-review,INFO,2,19,Proportion mismatch,"The core insight — the asymmetry between absent and stale indexes — is established in the opening two paragraphs (~120 words). The Defenses section (~160 words) is comparable in length but carries less argumentative weight; it describes implementation details rather than developing the central claim. The ""critical moment is note creation"" section (~70 words) identifies the key failure point but gets the thinnest treatment. This section is arguably the most actionable part of the note and could benefit from more development (e.g., why creation time is harder than update time, what makes the agent's index-awareness gap persistent)."
automated-tests-for-text.md,prose-review,INFO,2,8,Source residue,"The note's title and opening claim generality over ""text artifacts,"" but the body vocabulary drifts toward this specific knowledge base: ""required sections, description present, link validity, no dangling wiki-links"" are all properties of this KB's note format, not of text artifacts in general. ""Contradiction check against existing notes, terminology alignment"" similarly assumes a KB corpus. The note could be about testing text artifacts broadly, but the examples are all about testing notes in this particular system. This may be intentional — the note lives in a KB about KB methodology — but a reader coming from the title ""Automated tests for text"" might expect broader applicability than the examples deliver."
constraining-during-deployment-is-continuous-learning.md,prose-review,INFO,2,8,Source residue,"The examples in paragraph two — `format_date()`, system prompts with house style, validation scripts catching errors ""that previously required human review"" — all come from a software-engineering context. The note's title and framing claim generality about ""continuous learning"" in deployed AI systems, not specifically software-engineering deployments. The examples are not framed as illustrative (""in software engineering, for instance...""); they read as if this is the only context. This may be intentional given the KB's domain, but it limits the note's claimed generality about continuous learning as a concept."
constraining.md,prose-review,INFO,2,8,Source residue,"The note claims generality (""one of two co-equal learning mechanisms in deployed agentic systems"") but the examples in the constraining spectrum table are all from the knowledge-base domain: ""Store an LLM output,"" ""Write a description field,"" ""Create a convention,"" ""Add structured sections,"" ""Extract a deterministic function."" These are natural examples for the KB-building context of this repo, not arbitrary choices. This is borderline — the note's scope IS agentic systems with KBs, so these examples are within domain. But the opening sentence claims ""deployed agentic systems"" broadly, which is wider than KB operation."
distillation.md,prose-review,INFO,2,8,Source residue,"The ""Prior work"" section references Vygotsky's scaffolding, Bloom's taxonomy, Nonaka & Takeuchi's externalization, and professional abstracting/indexing. These are appropriate for establishing prior art, but ""progressive disclosure is distillation applied to documentation"" equates the two without qualification — progressive disclosure is an information architecture pattern about sequencing, not necessarily about compression under a budget. This is a minor conceptual stretch rather than domain leakage, but it could mislead readers familiar with progressive disclosure."
document-types-should-be-verifiable.md,prose-review,INFO,2,8,Source residue,"The note draws heavily on programming-language type theory (gradual typing, protocols, refinement types, soft typing). This is deliberate and well-framed — the ""Programming language parallels"" section explicitly maps each concept. However, the phrase ""In object-oriented terms, this is like having `class ResearchInsight` but being forced to inherit from only one of `Research` or `Insight`"" in the ""What went wrong with flat types"" section uses OO vocabulary mid-argument without flagging it as an analogy the way the parallels section does. It reads as though the author momentarily shifted registers."
link-contracts-framework.md,prose-review,INFO,2,8,Source residue,"The note's header says ""source material"" and the opening frames it as received reference material, not a distilled note. Several terms and patterns — ""SLO policy,"" ""CAP theorem,"" ""Postmortem 2024-09-12,"" ""retry logic"" — are domain-specific examples from software engineering/SRE contexts. These are used as illustrative examples within the annotated-link section and are appropriately framed as examples (they appear as sample link annotations). However, the note's description (""Reference framework for systematic, testable linking"") and tags suggest broader applicability than these SRE-flavored examples demonstrate. The gap is minor because the examples are clearly formatted as templates, not as the note's own claims."
memory-management-policy-is-learnable-but-oracle-dependent.md,prose-review,INFO,2,8,Source residue,"The note is about AgeMem and explicitly frames itself as an analysis of that system, so AgeMem-specific terminology (ALFWorld, HotpotQA, GRPO, step-wise advantage broadcasting) is expected. However, the phrase ""boiling cauldron"" appears twice (""the boiling cauldron's mutations,"" ""the boiling cauldron's 'mutations differ on two axes' analysis"") without introduction or link. A reader encountering this note without prior context would not know what the boiling cauldron refers to. This is residue from the KB's internal vocabulary rather than from the AgeMem source."
scenarios.md,prose-review,INFO,2,8,Source residue,"The examples in parentheses — ""e.g. traits API, deferred tool results handler"" — are specific to the Claude Code / agent-SDK domain. The note's title and description (""Concrete use cases for the knowledge system"") are domain-neutral, but these examples assume familiarity with a particular codebase. This is borderline: the note lives in a project-specific KB, so these references are arguably in-scope. But a reader navigating from the generic title may find them unexplained."
spec-mining-as-codification.md,prose-review,INFO,2,8,Source residue,"The note claims generality (""codification's operational mechanism"") but all concrete examples are software engineering: ""production logs,"" ""verifier or deterministic helper,"" ""linter rules,"" ""refactoring PRs,"" ""unit tests."" The methodology-level parallel (instruction-to-script maturation) is mentioned in passing but not developed. This is mild — the note's tags place it in learning-theory, and the software framing is arguably the primary domain — but readers coming from the methodology angle may find the note narrower than its title promises."
text-testing-framework.md,prose-review,INFO,2,8,Source residue,"The note claims general applicability to ""text artifacts"" but uses software-engineering framing throughout: ""pre-commit / local lint,"" ""CI unit tests,"" ""CI integration tests,"" ""regression suite with golden notes."" The production workflow (Section 5) is entirely structured around a software CI/CD pipeline. This is not necessarily a problem — the note's context is a knowledge base that lives in a git repo — but a reader outside that context might find the framing assumes a software development workflow rather than a general text production workflow."
title-as-claim-enables-traversal-as-reasoning.md,prose-review,INFO,2,8,Source residue,"The programming-language metaphor (""typed signature,"" ""undocumented function,"" ""return value"") in the opening paragraph is internally consistent and well-developed, but it is dense. Since the note's audience is anyone working with knowledge systems (not necessarily programmers), readers without programming background may find ""undocumented function"" and ""return value"" opaque. This is borderline — the metaphor does real work, but it assumes a specific audience."
unified-calling-conventions-enable-bidirectional-refactoring.md,prose-review,INFO,2,8,Source residue,"The `sanitize_filename()` example in the constraining section (""the agent consistently lowercases and replaces spaces with underscores"") is a very specific implementation detail that assumes the reader is working in file-management tooling. It works as an illustration but is presented inline rather than framed as an example. A brief ""For instance,"" before it would make the generality level explicit."
what-cludebot-teaches-us.md,prose-review,INFO,2,8,Source residue,"The note is explicitly a review of cludebot, so cludebot-specific terminology (""recallSummaries() → hydrate()"", ""atoms, bonds, molecules, stability scores"", ""Supabase/pgvector/Solana"") is expected. However, the description says ""Techniques from cludebot worth borrowing"" — framing the note as about techniques, not about cludebot. The body then spends roughly half its length on things *not* worth borrowing (""What we already have,"" ""What to skip""), which is useful for a system review but is not ""techniques worth borrowing."" The description undersells the note's actual scope."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,prose-review,INFO,2,3,Orphan references,"""30 of 62 notes (48%) currently carry `has-claim`"" and ""perhaps 5-10 are developed enough for `type: structured-claim` today"" — these are specific numbers with no date, script reference, or method description. If the note count changes (notes are added or removed), these numbers become stale with no way to verify or regenerate them. The 5-10 estimate is explicitly hedged (""perhaps""), which is appropriate, but the 30/62 figure reads as precise fact."
files-not-database.md,prose-review,INFO,2,3,Orphan references,"""11-nines durability"" appears in the Relevant Notes section describing Fintool/S3. This is a specific technical claim (99.999999999% durability) attributed to a source. Since it appears only in the link annotation and the source is cited, it is not strictly orphaned, but a reader encountering it has no way to evaluate it without following the link. Worth checking whether this level of specificity in a link annotation is doing useful work or is just noise."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,INFO,2,2,Unbridged cross-domain evidence,"""A CPU signals overflow. A human says 'I'm confused.' An LLM produces confident output..."" — the CPU and human analogies are used to sharpen the contrast with LLMs, not as evidence claims, so this is not a full bridging failure. However, ""A CPU signals overflow"" is slightly misleading — integer overflow in most architectures is silent (wraps without trapping) unless explicitly checked, which actually parallels the LLM case rather than contrasting with it. The analogy may undercut its own point for readers who know this."
automated-tests-for-text.md,prose-review,INFO,2,2,Unbridged cross-domain evidence,"""Same way you build a test suite — add a test when something breaks, not before"" draws on test-driven development's ""red-green-refactor"" / failure-first convention from software engineering. The note presents this as directly transferable without explaining why the same strategy works for text quality checks. In software, a failing test has a clear signal (assertion failure); for text, ""something breaks"" is ambiguous — how do you detect a quality failure in a note without the check already existing? The analogy may hold, but the bridge is missing."
agent-statelessness-makes-routing-architectural-not-learned.md,prose-review,INFO,2,1,Anthropomorphic framing,"The note uses ""the agent cannot compensate,"" ""the agent can't bridge the gap,"" ""the agent recognizes when it's outside scope,"" and ""the agent cannot learn."" These are deliberate and the note is explicitly about the contrast between human and agent cognition, so the anthropomorphic phrasing is functional — it sets up the comparison the note depends on. However, ""recognizes when it's outside scope"" (in Design Consequences, point 3) attributes a capacity the note elsewhere argues the agent lacks. The sentence means ""the routing artifact must tell the agent it's outside scope,"" but the phrasing makes it sound like the agent does the recognizing."
agentic-systems-interpret-underspecified-instructions.md,prose-review,INFO,2,1,Anthropomorphic framing,"The note uses ""interpret"" and ""interprets"" throughout (""systems interpret underspecified instructions,"" ""a component that interprets a natural-language spec""). Given the note's own framework, this is deliberate — it's defining a technical sense of ""interpret"" as projection from spec to program. However, ""figures out how to do it"" in the Relaxing section (""the LLM figures out how to do it"") is more casually anthropomorphic and doesn't carry the same technical weight."
constraining-during-deployment-is-continuous-learning.md,prose-review,INFO,2,1,Anthropomorphic framing,"The phrase ""the ML community recognizes this as learning"" attributes a collective recognition state. This is a minor point — it's a claim about community consensus rather than about model internals — but the note provides no citation for this community recognition. If the claim matters to the argument, it needs a source; if it doesn't, it could be cut."
constraining.md,prose-review,INFO,2,1,Anthropomorphic framing,"The note is mostly clean on this front, but ""the system adapts"" in the Relaxing section (""it's how the system adapts"") attributes adaptation — a cognitive or biological property — to a system that is a collection of artifacts and procedures. This is mild and possibly intentional (the note is about learning mechanisms), but ""adapts"" implies autonomous agency that the constrain/relax cycle doesn't necessarily have — it requires human or agent decisions at each step."
document-types-should-be-verifiable.md,prose-review,INFO,2,1,Anthropomorphic framing,"The note uses ""an agent reading `type: design` learns nothing"" and similar formulations throughout. In context this is reasonable — the note explicitly defines its processor as an LLM agent and consistently uses ""agent"" as the term of art. The language is anthropomorphic but intentionally so and consistently applied. Flagging only for completeness; no action needed unless the author wants to tighten the distinction between agent-as-software and agent-as-reasoner."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,prose-review,INFO,2,1,Anthropomorphic framing,"""An LLM can review a diff and catch a Clever Hans shortcut in generated code"" — ""catch"" implies the LLM recognizes the shortcut the way a human reviewer would. This is mild and arguably intentional (the note's point is precisely that LLMs can do review work), but ""detect"" or ""flag"" would be more precise about the mechanism."
memory-management-policy-is-learnable-but-oracle-dependent.md,prose-review,INFO,2,1,Anthropomorphic framing,"The note uses ""AgeMem learns,"" ""AgeMem succeeds,"" and ""AgeMem confirms"" throughout. Since AgeMem is a system (not a model), attributing learning and success to it is standard engineering language. One borderline case: ""the LLM's own instruction-following attempts"" — this is precise enough (instruction-following is a behavioral description). No action needed, but flagging for awareness."
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,prose-review,INFO,2,1,Anthropomorphic framing,"""tries to make an LLM session behave like a symbolic executor"" — ""tries"" attributes intentionality to a system/specification rather than to its designers. Minor, and arguably conventional usage."
title-as-claim-enables-traversal-as-reasoning.md,prose-review,INFO,2,1,Anthropomorphic framing,"Line 36 says ""agents can curate what to load based on what each note argues"" — ""argues"" attributes intentional argumentation to a note. This is mild and arguably conventional (notes ""argue"" in the same way papers ""argue""), but strictly speaking, notes contain arguments; they do not perform arguing. Similarly ""what they argue"" could be ""what they contain"" or ""what claims they make."" This is a stylistic choice, not a clear error."
what-cludebot-teaches-us.md,prose-review,INFO,2,1,Anthropomorphic framing,"The phrase ""the human decides what's worth writing down"" in the ""Automated importance scoring"" dismissal implicitly contrasts human judgment against LLM judgment. This is fine in context (the note is about a human-operated KB), but worth noting that if the KB moves toward more autonomous agent operation, this assumption would need revisiting. No action needed now."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,prose-review,INFO,2,0,Pseudo-formalism,"The notation ""sharing factor kappa approximately 1 or kappa < 1"" and ""kappa = 0.28 for CoT"" imports formal symbols from the source without defining what kappa measures or what its values mean in this note's terms. A reader unfamiliar with the Ebrahimi source cannot interpret ""kappa = 0.28"" — the number is decorative without a gloss. The notation does genuine work in the source; in this note, a prose paraphrase (""transformers learn isolated, length-specific solutions — adding training diversity actively hurts performance"") would carry the same information."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,prose-review,INFO,2,0,Redundant restatement,"The opening sentence of ""How distillation trades generality for compound"" — ""Distillation extracts from a larger body of reasoning into a focused artifact shaped by a specific use case, context budget, or agent"" — restates the definition from the distillation note and the opening paragraph's link text. In a short note this is minor, but since the constraining section jumps straight into its argument without re-defining constraining, the asymmetry is noticeable."
distillation.md,prose-review,INFO,2,0,Redundant restatement,"The opening paragraph defines distillation, then the second paragraph re-situates it relative to context engineering. The ""Why distillation exists"" section opens with ""Different operational contexts need different things from the same body of knowledge"" — which is a restatement of the opening paragraph's point that distillation targets ""an artifact that equips a consumer (agent, collaborator) to perform a task."" The section's own contribution (the agent statelessness argument) starts in its second paragraph. The restatement is mild — one sentence rather than a full paragraph — so this is informational rather than a warning."
learning-is-not-only-about-generality.md,prose-review,INFO,2,0,Redundant restatement,"The last sentence of ""The compound"" section — ""Learning cuts across Argyris's loops — it can be single-loop (codifying one check into a script) or double-loop (deciding that claim notes should use Toulmin-derived sections)"" — revisits the Argyris mapping already introduced at the end of the ""Generality"" section. Both passages map single-loop/double-loop onto the note's framework. The second instance adds the compound-side examples, which is new, but the structural move (invoking Argyris to validate the current section) is repeated."
spec-mining-as-codification.md,prose-review,INFO,2,0,Pseudo-formalism,"The phrase ""codification as compilation"" in the first body paragraph uses a CS metaphor (""compilation"") that implies more structure than the note delivers. Compilation has a specific meaning (source language to target language via formal grammar). The note's pattern — watch, identify, extract, re-run — is closer to refactoring or extraction than compilation (there is no grammar, no formal source language). The metaphor is suggestive but slightly misleading."
text-testing-framework.md,prose-review,INFO,2,0,Redundant restatement,"Section 7 (""Minimal starting checklist"") partially recapitulates items already listed in Sections 1 and 2 (required sections, max length, no PII, clarity rubric, main point in first 2 sentences). As a checklist it serves a different purpose (quick-start subset), but the items are not marked as drawn from the earlier sections, so the relationship between the checklist and the full framework is implicit."
agents-navigate-by-deciding-what-to-read-next.md,prose-review,INFO,1,34,Confidence miscalibration,"The note presents its framework — pointers as the fundamental unit of navigation, the context-cost tradeoff — with direct assertion: ""That decision is the fundamental unit of navigation."" This is the note's own construction, not cited from any source. The framing reads as established theory rather than a proposed model. The confidence level is high but arguably appropriate for a design note within a KB methodology project, where the author is defining their own terms. Flagging as INFO rather than WARN because the note's type is ""note"" (not ""structured-claim"") and the claims are definitional rather than empirical."
needs-testing.md,prose-review,INFO,1,34,Confidence miscalibration,"""The connect phase seems to be where most value is created"" uses appropriate hedging (""seems to be""). However, the immediately following sentence ""Likely needs tweaking"" is vague — it asserts probable inadequacy without saying what kind of tweaking or what symptom motivates the claim. This is not overconfidence but underspecification: a reader cannot evaluate or act on ""likely needs tweaking."""
agents-md-should-be-organized-as-a-control-plane.md,prose-review,INFO,1,19,Proportion mismatch,"The core claim is the control-plane model with its placement rule (loading frequency x failure cost). The ""Core model"" section that carries this claim is 10 lines. The ""AGENTS.md layers"" section that elaborates Layer 1-3 is roughly 30 lines, and ""Exclusion rules"" gets another 10. The placement framework itself -- the most load-bearing idea -- gets less development than its downstream consequences. The imbalance is mild (the layers section directly instantiates the model), but the core model section could benefit from one more paragraph explaining why these two variables, and not others, are the right discriminators."
bitter-lesson-boundary.md,prose-review,INFO,1,19,Proportion mismatch,"The chess paragraph in ""Specs that are the problem vs. theories about the problem"" is extended (rules vs. strategy, Deep Blue, AlphaZero, then a further extension into NP-hard optimization, vehicle routing, job-shop scheduling). The chess example is valuable for showing the boundary running through a single system, but the NP-hard addendum introduces a second example in the same breath without developing it. This makes the paragraph do double duty and slightly dilutes the chess illustration's clarity. Consider whether the NP-hard case deserves its own short paragraph or should be cut."
capability-placement-should-follow-autonomy-readiness.md,prose-review,INFO,1,19,Proportion mismatch,"The core claim is in the title: placement should follow autonomy readiness. The ""Decision rule"" section (the load-bearing section that operationalizes this claim) gets three bullet points totaling roughly 40 words. The ""Consequence for AGENTS.md"" section, which is a downstream implication rather than the core argument, gets comparable space. The ""Migration path,"" which is also a consequence, gets the most developed treatment (four numbered steps plus a summary sentence). The note's center of gravity sits on consequences rather than on justifying or developing the placement principle itself. This is mild — the note is short and reads clearly — but worth flagging."
codification.md,prose-review,INFO,1,19,Proportion mismatch,"The core claim is in the title and opening paragraph: codification is what constraining looks like when it crosses the medium boundary. The opening section (~100 words) and ""When to codify"" section (~80 words) are roughly balanced, but ""Relationship to distillation"" (~100 words) gets comparable space to the main definition despite being a secondary relationship clarification. The note is short enough that the imbalance is mild, but the ""When to codify"" section — arguably the most actionable part — is the thinnest. The criteria for when a pattern ""has emerged across enough runs"" could use development (what counts as enough? what signals readiness?)."
document-classification.md,prose-review,INFO,1,19,Proportion mismatch,"The core claim of the note is the classification taxonomy itself (the base types table), which gets adequate treatment. However, `structured-claim` receives a full dedicated paragraph of explanation below the table while all other types (including `spec`, `review`, `adr`) get only their table-row descriptions. If `structured-claim` warrants expanded explanation, the other non-trivial types may too — or the `structured-claim` paragraph could be moved to its own type file, which already exists at `types/structured-claim.md` (linked from the table)."
learning-substrates-backends-and-artifact-forms.md,prose-review,INFO,1,19,Proportion mismatch,"The two definitional sections that carry the core claim — ""Backend: where symbolic artifacts live"" (~4 sentences) and ""Artifact form: what symbolic artifacts look like"" (~2 sentences) — are noticeably thinner than the ""Why the distinction matters"" section (~4 paragraphs plus a table). The artifact-form section in particular gives a list of examples but no development of what distinguishes forms from each other (granularity, retrieval mode, and behavioral directness are named but not unpacked). This is not a clear problem because the definitions may be intentionally tight, but if anyone later needs to classify a new artifact form, the note provides almost no guidance beyond listing examples."
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,prose-review,INFO,1,19,Proportion mismatch,"The core claim — that hygiene belongs in external triggers, not routing — is developed in two short paragraphs, while the ""Relevant Notes"" section carries three links with relationship descriptions. The argumentative body is thin relative to the claim's specificity. The note names two responsibilities (routing vs. operations) and asserts they should be separate, but the consequences of blurring them get only one sentence (""adds instruction noise on every session while helping only occasionally""). A reader might want one more concrete sentence about what goes wrong when the separation is violated — a missed audit, a noisy context window, etc."
two-kinds-of-navigation.md,prose-review,INFO,1,19,Proportion mismatch,"The final paragraph (""This matters for design: links need surrounding context..."") carries the note's design payoff -- the actionable consequence of the two-mode distinction -- but gets a single sentence. The descriptive sections (what link-following is, what search is, what indexes do) are more developed than the prescriptive conclusion they support. For a note this short the imbalance is mild, but expanding the design implications (e.g., what ""good titles and descriptions"" means concretely, what ""surrounding context"" looks like) would strengthen the note's utility."
