note,review_type,level,note_warn_count,check_warn_count,check,finding
generate-instructions-at-build-time.md,frontmatter-review,CLEAN,1,8,Title-body alignment,"The body's core argument directly supports the title's claim: it presents runtime variables vs. build-time generation, explains why generation wins, and frames it as constraining. The ""Installation-specific inputs"" section extends the scope to values that vary between installations, but this is a natural elaboration of the same mechanism (template resolution from a different input source) rather than a drift to a different claim."
instructions-are-typed-callables.md,frontmatter-review,CLEAN,1,8,Title-body alignment,"The title promises that instructions are typed callables with type signatures; the body establishes this by (a) framing skills/tasks as procedures whose primary affordance is execution, (b) arguing they should declare which document types they accept, and (c) providing a concrete signature table. The body delivers what the title claims."
mcp-bundles-stateless-tools-with-stateful-runtime.md,frontmatter-review,CLEAN,1,8,Title-body alignment,"The body argues exactly what the title claims: most MCP tools are stateless but are forced through a stateful server, and this imposes unnecessary complexity. The body extends into the economic argument (files-not-database analogy) and the stateless-by-default alternative, both of which support the title's framing without drifting from it."
programming-practices-apply-to-prompting.md,frontmatter-review,CLEAN,1,8,Title-body alignment,"The body delivers on the title's promise — it catalogs five practices, shows how each transfers, and explains what makes the transfer non-trivial. The body goes further than the title promises (the two-phenomenon analysis, the statelessness argument), but this is a case of the title underselling the content rather than misaligning with it. No drift detected."
three-space-memory-separation-predicts-measurable-failure-modes.md,frontmatter-review,CLEAN,1,8,Title-body alignment,"The title promises that three-space separation predicts measurable failure modes; the body delivers exactly that — three named failure modes from the Cornelius article, an observation protocol for measuring them, criteria for confirming or disconfirming the prediction, and open questions about scale thresholds. The observation protocol and evidence criteria are natural extensions of ""measurable,"" not scope drift."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,frontmatter-review,CLEAN,1,3,Title composability,"""since a good agentic KB maximizes contextual competence through discoverable, composable, trustworthy knowledge, we designed..."" reads naturally as a sentence fragment. No grammar awkwardness when used as a linked premise."
agent-statelessness-means-the-context-engine-should-inject-context-automatically.md,frontmatter-review,CLEAN,1,3,Title composability,"""since agent statelessness means the context engine should inject context automatically, we designed..."" reads naturally as a sentence fragment. The title functions well as a linkable clause."
ephemerality-is-safe-where-embedded-operational-knowledge-has-low-reach.md,frontmatter-review,CLEAN,1,3,Title composability,"""Since ephemerality is safe where embedded operational knowledge has low reach, we can treat one-off scripts as disposable..."" reads naturally as a sentence fragment. The title composes well as a linkable clause."
error-messages-that-teach-are-a-constraining-technique.md,frontmatter-review,CLEAN,1,3,Title composability,"""since error messages that teach are a constraining technique, we designed our hooks to..."" reads naturally as a sentence fragment. No grammar issues when used as a link in prose."
instructions-are-typed-callables.md,frontmatter-review,CLEAN,1,3,Title composability,"""since instructions are typed callables with document type signatures, we can validate inputs before execution"" reads naturally as a sentence fragment. The title works as a linkable prose element."
mcp-bundles-stateless-tools-with-stateful-runtime.md,frontmatter-review,CLEAN,1,3,Title composability,"""since MCP bundles stateless tools with a stateful runtime, we designed..."" reads naturally as a sentence fragment. The title works as a linkable prose clause."
programming-practices-apply-to-prompting.md,frontmatter-review,CLEAN,1,3,Title composability,"""since programming practices apply to prompting, we designed..."" reads naturally as a sentence fragment. The title works as a linkable prose element."
reliability-dimensions-map-to-oracle-hardening-stages.md,frontmatter-review,CLEAN,1,3,Title composability,"""since reliability dimensions map to oracle-hardening stages, we can harden each oracle independently"" reads naturally as a sentence fragment. The title functions as a linkable clause."
structure-activates-higher-quality-training-distributions.md,frontmatter-review,CLEAN,1,3,Title composability,"""Since structure activates higher-quality training distributions..."" reads naturally as a sentence fragment. The title works as a linkable prose element."
three-space-memory-separation-predicts-measurable-failure-modes.md,frontmatter-review,CLEAN,1,3,Title composability,"""since three-space memory separation predicts measurable failure modes, we designed an observation protocol..."" reads naturally as a linked sentence fragment. The title works as a composable prose reference."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,frontmatter-review,CLEAN,1,1,Claim strength,"The claim selects a specific goal (contextual competence, not retrieval accuracy or coverage) and a specific trio of properties (discoverable, composable, trustworthy — not freshness, completeness, or simplicity). A knowledgeable person could argue for different properties or a different goal. The claim is non-trivial and contestable. Note status is seedling, which would provide an additional exception, but the claim passes on its own merits."
agent-statelessness-means-the-context-engine-should-inject-context-automatically.md,frontmatter-review,CLEAN,1,1,Claim strength,"The claim is specific and contestable. A reasonable counterargument is that agents should learn to follow links on demand rather than having context pre-injected, or that the overhead of automatic injection (context budget, staleness) outweighs the cost of explicit loading. The note itself acknowledges these counterarguments in its Caveats section, confirming the claim is non-trivial."
backlinks.md,frontmatter-review,CLEAN,1,1,Claim strength,"The title is topical, not a claim. The note has status `speculative` and explores a design space rather than arguing a point. This falls under the explicit exception for exploratory/seedling notes where ideas are not firm enough to assert as claims."
brainstorming-how-to-test-whether-pairwise-comparison-can-harden-soft-oracles.md,frontmatter-review,CLEAN,1,1,Claim strength,"The title is a question/topical form with a ""Brainstorming:"" prefix, not a claim. For a seedling-status exploratory note, this is an appropriate exception -- the ideas are explicitly not firm enough to assert as claims. No issue."
commonplace-architecture.md,frontmatter-review,CLEAN,1,1,Claim strength,"The title is topical, not phrased as a claim. Since the note is status: seedling and covers multiple distinct concerns (layout, missing artifacts, global types decision), a topical title is correct — no false claim strength to flag."
context-engineering.md,frontmatter-review,CLEAN,1,1,Claim strength,"The title is not phrased as a claim -- it is a bare topic label. The note is definitional (term pinning) with status ""seedling,"" which is an explicit exception. Topical titles are correct for definitional notes. Passes."
conversation-vs-prompt-refinement-in-agent-to-agent-coordination.md,frontmatter-review,CLEAN,1,1,Claim strength,"The title is topical rather than a claim, which is appropriate: the note has seedling status, explicitly reaches ""a tentative design heuristic rather than a hard principle,"" and explores multiple patterns without committing to a single assertion. The topical-title exception applies."
distillation.md,frontmatter-review,CLEAN,1,1,Claim strength,"Title is topical, not phrased as a claim. The note is definitional (term pinning) — topical titles are correct for this purpose per the exceptions list."
ephemerality-is-safe-where-embedded-operational-knowledge-has-low-reach.md,frontmatter-review,CLEAN,1,1,Claim strength,"The claim is specific and contestable. Someone could argue that ephemerality is never safe in production regardless of reach, or that factors other than reach (e.g., code complexity, team size) are the primary determinants. The note stakes a clear position — reach is the predictor — which is non-obvious and debatable. The seedling status is also noted; this check would apply equally at any status."
generate-instructions-at-build-time.md,frontmatter-review,CLEAN,1,1,Claim strength,"The title asserts a specific design choice (build-time generation over runtime parameterisation) that is genuinely contestable — someone could reasonably argue runtime variables are simpler, require no build step, and keep the toolchain lighter. The note presents both alternatives and argues for one. Not a truism."
instructions-are-typed-callables.md,frontmatter-review,CLEAN,1,1,Claim strength,"The claim is specific and contestable — someone could reasonably argue that instructions don't need formal type signatures, that duck-typing or ad-hoc checking is sufficient, or that the overhead of declared signatures isn't justified. The speculative status is appropriate for the claim's maturity."
mcp-bundles-stateless-tools-with-stateful-runtime.md,frontmatter-review,CLEAN,1,1,Claim strength,"The title makes a specific, contestable architectural observation — a defender of MCP could argue the stateful runtime is justified for all tools or that the overhead is negligible. The claim carries real information. No truism risk."
reliability-dimensions-map-to-oracle-hardening-stages.md,frontmatter-review,CLEAN,1,1,Claim strength,"The mapping is specific and contestable — someone could argue the dimensions don't cleanly map (the note itself acknowledges safety behaves differently as a gate rather than a gradient). This is a substantive architectural claim, not a truism. Seedling status noted but not relevant since the claim is already sharp."
structure-activates-higher-quality-training-distributions.md,frontmatter-review,CLEAN,1,1,Claim strength,The claim is specific and contestable — someone could argue structure helps via constraining output format rather than via activating different training subsets. The note itself discusses this alternative explanation. Not a truism.
three-space-memory-separation-predicts-measurable-failure-modes.md,frontmatter-review,CLEAN,1,1,Claim strength,"The claim is specific and contestable. The note itself names the counter-position (""the boring explanation"" where separation is mere file hygiene, not cognitive architecture) and acknowledges the failure modes may not manifest at small scale. A knowledgeable reader could argue that flat memory with good tagging avoids these failures without structural separation."
storing-llm-outputs-is-constraining.md,frontmatter-review,CLEAN,1,0,claim strength,"The claim reframes a mundane action (saving a file) as a specific theoretical operation (constraining in the KB's technical sense). Someone could reasonably view storing outputs as caching or saving work rather than as a constraining decision. The claim is non-obvious and contestable. Note status is ""speculative,"" which is appropriate for the claim's maturity."
storing-llm-outputs-is-constraining.md,frontmatter-review,CLEAN,1,0,description discrimination,"The description adds mechanism (""resolves semantic underspecification to one interpretation and freezes it against execution indeterminism"") and context (""the same constraining move the parent note describes for code, applied to artifacts""). It explains why storing is constraining, not just that it is. Strong discriminator against other constraining-related notes."
storing-llm-outputs-is-constraining.md,frontmatter-review,CLEAN,1,0,title composability,"""since storing LLM outputs is constraining, we designed..."" reads naturally as a sentence fragment. The title works as a linkable prose phrase."
traversal-improves-the-graph.md,frontmatter-review,CLEAN,1,0,description-discrimination,"Description ""Every traversal is a read-write opportunity — agents should log improvement opportunities during reading, then process them separately to avoid context-switching"" adds mechanism (log then process separately) and rationale (avoid context-switching) that the title cannot carry. In a list of 5 results about traversal or graph maintenance, this description would clearly identify this note's specific angle."
traversal-improves-the-graph.md,frontmatter-review,CLEAN,1,0,title-composability,"""since traversal improves the graph, we designed the log mechanism to capture improvement signals"" reads naturally as a sentence fragment. The title works as a linkable prose phrase."
a-knowledge-base-should-support-fluid-resolution-switching.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism the title cannot carry: ""Good thinking requires moving between abstraction levels — broad for context, narrow for mechanism, back out for pattern."" It also adds an evaluative implication: quality should be measured by resolution-switching fluidity, not just retrieval accuracy. Both go well beyond restating the title and would discriminate this note in a list of KB-design results."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description ""Any system with an LLM agent layer can absorb new requirements through natural language prompts without changing the deterministic base"" adds scope (any system with an LLM agent layer, not just KBs) and mechanism (natural language prompts absorbing requirements into the deterministic base) beyond what the title carries. In a list of 5 results about prompt-based extension, this description distinguishes by naming the two-strata architecture and the absorption mechanism."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""silent degradation — undisclosed, unmeasured, and invisible at the point of failure"") and structural scope (""operates across two dimensions (volume and complexity) while the hard bound is volume-only"") beyond what the title carries. An agent seeing five results about context limits would immediately know this note argues invisibility is the critical property and decomposes the soft bound into two dimensions."
agent-is-a-tool-loop.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism beyond the title — it names the three components of the convention (prompt, capability surface, stop condition) and states the pragmatic purpose (""a unit that organizes code""). An agent searching for ""tool loop"" or ""agent definition"" would distinguish this note from related agent-architecture notes by the specific convention it establishes."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds the four specific failure modes (contamination, inconsistency, amplification, liability diffusion) and frames what channels actually tell you (""how bounded contexts interact"") versus what they miss (""which guarantee prevents...""). This is mechanism plus scope beyond what the title carries. A search returning several orchestration-related notes would let a reader distinguish this one by the failure-mode taxonomy in the description."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description names the five concrete dimensions (scheduler placement, persistence, coordination form, coordination guarantees, return artifacts) and states the key insight that they ""vary independently across architectures."" This adds mechanism and scope that the title alone cannot carry — an agent seeing this in a list of five results would immediately know what the note's specific contribution is, distinguishing it from notes that merely discuss orchestration patterns."
agent-runtimes-decompose-into-scheduler-context-engine-and-execution-substrate.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description ""Practitioner runtime taxonomies converge on three separable components — scheduler, context engine, and execution substrate — because each solves a different class of model limitation"" adds mechanism (each component addresses a distinct model limitation) and context (convergence across independent practitioner sources) beyond what the title carries. An agent seeing this among search results for ""agent runtime architecture"" would know this note specifically argues a three-part decomposition grounded in model limitations, not a general survey or a single-vendor architecture."
agentic-systems-interpret-underspecified-instructions.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism well beyond the title: it names the two distinct properties (semantic underspecification and execution indeterminism), identifies which is deeper, introduces the spec-to-program projection model, and names the obscuring dynamic between the two phenomena. An agent seeing this among 5 search results would immediately know this is the theoretical two-phenomena framing, not a generic note about agentic systems or prompt engineering."
agents-md-should-be-organized-as-a-control-plane.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description ""Theory for deciding what belongs in AGENTS.md using loading frequency and failure cost, with layers, exclusion rules, and migration paths"" adds mechanism (the two decision variables: loading frequency and failure cost) and scope (layers, exclusion rules, migration paths) beyond what the title carries. An agent seeing multiple results about AGENTS.md organization would immediately know this note provides a specific placement framework, not general advice."
agents-navigate-by-deciding-what-to-read-next.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""context surrounding a pointer ... determines how cheaply an agent can judge relevance without loading the target"") and scope (""inline links carry most context, search results carry least"") beyond the title's general claim. An agent searching for ""pointer context"" or ""navigation cost"" would immediately distinguish this note from others about agent navigation. The prior review's WARN about description restating the title has been addressed — the description now leads with the cost mechanism and names the pointer-type spectrum."
alexander-patterns-and-knowledge-system-design.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description adds mechanism (""pattern structure anticipates typed document contracts; generative-process argument supports incremental codification over upfront type systems"") and scope (""connection strengthens at concrete levels, grows vague at the 'centers' level"") beyond what the title carries. Would clearly distinguish this note in a search results list."
always-loaded-context-mechanisms-in-agent-harnesses.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description ""Survey of always-loaded context mechanisms across agent harnesses -- system prompt files, capability descriptions, memory, and configuration injection -- cataloguing what each carries, how write policies differ, and where the gaps are"" adds substantial retrieval value beyond the title. It enumerates all four mechanisms by name (scope) and states what the survey examines about them -- what each carries, write-policy differences, and gaps (mechanism/implication). Among 5 search results about always-loaded context, this description immediately identifies the note as the comprehensive catalogue rather than a theoretical argument about any single mechanism."
apparent-success-is-an-unreliable-health-signal-in-framework-owned-tool-loops.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism the title cannot carry: ""recover from broken tools via agent workarounds"" explains WHY the health signal degrades, and ""underlying scripts and workflows"" narrows what is at risk. Against a search result list on ""tool loop health"" or ""observability,"" this would distinguish the note from adjacent notes about debugging intuitions or enforcement/recovery."
areas-exist-because-useful-operations-require-reading-notes-together.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description names the two specific operations (orientation and comparative reading) and the two constraints (small enough for context, related enough to yield results) that the title cannot carry. This adds mechanism and scope — an agent seeing 5 results about ""areas"" or ""reading notes together"" would immediately know this note grounds areas in two named operations with two named constraints."
automated-synthesis-is-missing-good-oracles.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism the title cannot carry: it names generation as the easy part and evaluation as the hard part, specifying that LLMs readily produce candidates but discriminating insight from noise is the bottleneck. An agent seeing five oracle-related results would immediately know this note is about the evaluation gap, not about oracle design or oracle strength."
automated-tests-for-text.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (test pyramid with three named levels: deterministic checks, LLM rubrics, corpus compatibility) and a design principle (""built from real failures not taxonomy"") that the title cannot carry. An agent choosing among search results would easily identify this note from the description alone."
automating-kb-learning-is-an-open-problem.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism and scope beyond the title. The title says only that automation is an open problem; the description explains what the KB already does (""learns through manual work""), names the specific bottleneck (""judgment-heavy mutations — connections, groupings, synthesis""), and identifies the root cause (""require oracles we can't yet manufacture""). An agent seeing five search results about KB learning or automation would pick this note based on the oracle-construction framing. Strong discriminator."
bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description adds mechanism (""whether the specification fully captures the problem""), scope (arithmetic vs. vision-feature regimes), and a diagnostic (""composition failure is the diagnostic tell""). None of this is inferable from the title alone. Would clearly distinguish this note from other bitter-lesson-related search results."
bounded-context-orchestration-model.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""symbolic scheduler driving bounded LLM calls through a select/call loop"") and implication (""explains why selection is hard while still supporting local strategy comparisons"") beyond the topical title. Both details would discriminate this note from neighboring notes like ""agent-runtimes-decompose-into-scheduler-context-engine-and-execution-substrate"" or ""decomposition-heuristics-for-bounded-context-scheduling"" in a search result list."
brainstorming-how-reach-informs-kb-design.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description adds mechanism (""high-reach revisions break downstream reasoning silently"") and a scope distinction (""maintenance risk signal, not a retrieval signal"") that the title does not carry. An agent seeing five results about ""reach"" could immediately distinguish this note by its maintenance-fragility angle."
brainstorming-how-to-enrich-web-search.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description adds mechanism (""/connect's dual discovery and articulation testing"") and scope (""building a temporary research graph before bridging to KB"") beyond what the title conveys. An agent seeing five search results would clearly identify this note's specific angle from the description alone."
capability-placement-should-follow-autonomy-readiness.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description leads with the three-tier mechanism (""skills for autonomous-ready, instructions for reusable-but-steered, methodology notes for exploratory"") and adds the AGENTS.md consequence and the promotion-path implication. None of this duplicates the title, which names only the organizing principle. An agent seeing five results about AGENTS.md design or capability organization would immediately know this note is the one with the concrete tier decision rule. Strong discrimination."
changing-requirements-conflate-genuine-change-with-disambiguation-failure.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds both mechanism and implication beyond the title. It explains *how* the conflation works (downstream specs commit to a wrong interpretation of an underspecified upstream spec) and what follows (short iterations limit interpretation-error propagation, not just change-response latency). An agent seeing this in a list of search results about agile iteration or requirement change would immediately know this note argues a specific reframing of why short iterations help."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description adds mechanism (""three independent threads converged on Toulmin's argument structure"") and scope (""separates claim-titled notes (any note) from fully argued claims (the type)""). Neither restates the title. An agent searching for ""Toulmin"" or ""structured argument"" would use the convergence detail and the claim-titled vs. type distinction to pick this note from a results list."
claw-learning-is-broader-than-retrieval.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description ""A Claw's learning loop must improve action capacity (classification, planning, communication), not just retrieval --- question-answering is one mode among many"" adds mechanism (the parenthetical list of concrete action capacities) and scope (positions retrieval as one mode among many) beyond what the title ""Claw learning is broader than retrieval"" carries alone. An agent seeing five results about Claw learning would immediately know this note argues for action capacity over retrieval, and which action types it covers."
claw-learning-loops-must-improve-action-capacity-not-just-retrieval.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism the title cannot carry: it names the four modes of contextual competence (execution, classification, planning, communication) and reframes question-answering as ""one mode among many."" This gives a searcher concrete discriminators beyond the title's general ""action capacity not just retrieval"" framing."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""since you can't identify which side of the bitter lesson boundary you're on until scale tests it"") and implication (""spec mining avoiding the vision-feature failure mode"") beyond what the title carries. An agent seeing five results about the bitter lesson boundary would use the scale-testing condition and spec mining reference to pick this note over neighbors like `bitter-lesson-boundary.md` or `spec-mining-as-codification.md`."
codified-scheduling-patterns-can-turn-tools-into-hidden-schedulers.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism the title cannot carry: it names the causal chain (""if the framework offers only tools, scheduling patterns end up there"") and the precondition (""as agent behavior matures, deterministic next-step policies need explicit control logic""). An agent seeing five results about tool/scheduler confusion would use this description to identify the note that explains why tool-only frameworks force the pattern."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism for both concepts (""narrows interpretation,"" ""extracts under a context budget"") and scope for where gains peak (""largest compound gain at codification, where the substrate changes"" vs ""moderate gain from reduced size""). Against a search for ""constraining distillation trade-off,"" this would clearly distinguish this note from related notes like constraining.md or distillation.md which cover individual mechanisms rather than the shared trade-off structure."
constraining-during-deployment-is-continuous-learning.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description adds mechanism (symbolic artifacts accumulate durable adaptive capacity) and scope (one form among several, specifically outside weights) beyond what the title carries. An agent seeing this among 5 continuous-learning results would immediately identify this as the constraining-specific, non-weight-update argument."
constraining.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""narrows the space of valid interpretations an underspecified spec admits""), scope (""from partial narrowing (conventions, structured sections) to full commitment (stored outputs, deterministic code)""), and positioning (""one of two co-equal learning mechanisms alongside distillation""). Against 5 search results for ""constraining,"" this clearly identifies the definitional note covering the full spectrum — strong retrieval value beyond what the bare title carries."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds two discriminators beyond the title: it identifies this note as ""the basis for deriving architectural responses"" (implication) and anchors it to ""the soft-degradation cost model"" (context). The first clause (""Context is the single scarce resource in agent systems"") partially restates the title, but the second clause carries enough retrieval value to distinguish this from sibling notes like ""agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md"" or ""effective-context-is-task-relative-and-complexity-relative-not-a-fixed-model-constant.md""."
continuous-learning-requires-durability-not-weight-updates.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description adds mechanism (Simon's capacity-change definition) and scope (names specific artifact types: tips, prompts, rules, schemas, tests, memory artifacts). It does not restate the title -- the title asserts the durability/weight-update distinction while the description names the theoretical grounding and the concrete artifact classes that count. Would discriminate well in a list of search results about continuous learning."
decomposition-heuristics-for-bounded-context-scheduling.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds three specific heuristics (""separate selection from joint reasoning, choose representations not just subsets, save reusable intermediates in scheduler state"") that the topical title cannot carry. An agent searching for ""bounded context scheduling"" would see these mechanism details and distinguish this note from the parent model note or the context-efficiency note. Good discrimination."
deploy-time-learning-is-agile-for-human-ai-systems.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""co-evolving prose and code"") and the key divergence point (""treating some prose as permanently load-bearing"") beyond what the title carries. An agent choosing among search results would know this note argues a structural parallel with agile and identifies where the analogy breaks. Strong discriminator."
deterministic-validation-should-be-a-script.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (hard-oracle checks are deterministic), scope (enums, link resolution, frontmatter structure), and implication (milliseconds vs LLM tokens). It does not restate the title; an agent seeing this in a search result list would immediately know which checks are at issue and what the cost argument is."
distillation-status-determines-directory-placement.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism and scope beyond the title. It names the specific criterion (""distilled into a procedure""), explicitly distinguishes it from two plausible alternatives (""not 'compressed' or 'frequently loaded'""), and signals epistemic status (""Hunch""). An agent seeing this among 5 search results for ""directory placement"" or ""distillation"" would immediately know this note argues for procedural-distillation as the notes/instructions boundary criterion."
distilled-artifacts-need-source-tracking-at-the-source.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism the title cannot carry: it explains the two-directional design (""should not link back ... but sources should link forward"") and names the concrete pattern (""Distilled into:"") plus the maintenance rationale (""source changes trigger staleness review""). An agent seeing five results about source tracking would immediately identify this note by the forward-pointer mechanism. Strong discriminator."
document-classification.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description ""Taxonomy overview — the base types table and migration from old flat types; global field definitions, status, and traits live in types/note.md"" adds scope (what the note covers: base types table, migration) and a boundary (what it does NOT cover: global fields live in types/note.md). An agent seeing multiple type-system results would distinguish this as the taxonomy overview with migration info, not the design rationale or the field definitions."
elicitation-requires-maintained-question-generation-systems.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description ""Four elicitation strategies ordered by user expertise required, composable into review architectures with maintenance loops that prevent ossification"" adds mechanism (four composable strategies), scope (ordered by expertise required), and implication (maintenance loops prevent ossification). None of this is recoverable from the title alone. An agent choosing among search results would clearly identify this note's specific contribution."
enforcement-without-structured-recovery-is-incomplete.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (names the three recovery strategies: corrective, fallback, escalation) and scope (oracle strength constraining viability at each enforcement level) beyond what the title carries. An agent seeing this in a list of results about enforcement or recovery would immediately know this note identifies a missing recovery column in the enforcement gradient and ties recovery viability to oracle strength."
entropy-management-must-scale-with-generation-throughput.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""agents replicate existing patterns including bad ones"") and implication (""quality degrades as a function of output volume"") beyond what the title carries. An agent seeing this in a list of results about maintenance scaling would know this note argues a proportionality requirement grounded in pattern-replication dynamics, not just that maintenance matters."
ephemeral-computation-prevents-accumulation.md,frontmatter-review,CLEAN,0,9,Description discrimination,"Description ""Ephemeral computation — discarding generated artifacts after use — trades accumulation for simplicity, making it the inverse of codification"" adds mechanism (""discarding generated artifacts after use""), a trade-off framing (""trades accumulation for simplicity""), and a positioning relationship (""the inverse of codification""). All three go beyond what the title carries, giving strong retrieval discrimination."
error-correction-works-above-chance-oracles-with-decorrelated-checks.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism beyond what the title carries. The title states the claim (error correction works with above-chance oracles + decorrelated checks); the description adds quantitative mechanism (""amplification cost scales with 1/(TPR-FPR)^2"") and specifies the formal condition (""TPR > FPR""). An agent seeing five results about error correction would use the scaling law and TPR/FPR framing to identify this note. Strong discriminator."
evaluation-automation-is-phase-gated-by-comprehension.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description (""Optimization loops require manual error analysis and judge calibration before automation can improve behavior rather than just score"") adds mechanism (manual error analysis and judge calibration) and implication (improve behavior rather than just score) beyond what the title carries. The title names the gate; the description explains what the gate requires and what happens without it. Strong discriminator in a search for evaluation or automation notes."
evolving-understanding-needs-re-distillation-not-composition.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""reconciling fragments into a coherent picture can exceed effective context"") and implication (""a pre-distilled narrative keeps the whole picture within feasible bounds"") beyond what the title carries. An agent searching for ""re-distillation"" or ""evolving understanding"" among several results would learn from this description that the note is specifically about the effective-context feasibility boundary and the narrative-as-distillate solution. Strong discriminator."
first-principles-reasoning-selects-for-explanatory-reach-over-adaptive-fit.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (Deutsch's adaptive-vs-explanatory distinction), defines the key term (""reach"" as transfer to new contexts because it captures why), and grounds the claim in the KB's first-principles filter. These are three layers of information the title alone cannot carry. Strong discriminator in a search result list."
frontloading-spares-execution-context.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""partial evaluation applied to instructions with underspecified semantics"") and scope (""pre-computing static parts of LLM instructions"") beyond what the title carries. An agent seeing five results for ""frontloading"" or ""execution context"" could pick this note from the description alone -- it specifies both what kind of frontloading and the theoretical framing."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism the title cannot carry: it names the two specific reasons (inheriting human-oriented materials, producing dual-audience documents) and reframes from ""differences exist"" to ""first-class design concern rather than a generic disclaimer."" An agent seeing five results about human-LLM differences would immediately know this note is about the inherited-materials and dual-audience problems specifically."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism (""LLMs exhibit empirically demonstrated human-like failure modes (content effects on reasoning)"") and scope (""per-convention transfer evaluation, not wholesale analogy"") beyond what the title carries. An agent seeing this among search results would know both the empirical grounding and the evaluation methodology this note advocates."
in-context-learning-presupposes-context-engineering.md,frontmatter-review,CLEAN,0,9,Description discrimination,"The description adds mechanism beyond the title: it names what is presupposed (""the selection machinery that ensures this"") and adds a scope dimension (""is itself learned and refined over deployment""). An agent seeing five results about in-context learning would be able to pick this note based on the description alone."
indirection-is-costly-in-llm-instructions.md,frontmatter-review,CLEAN,0,9,Description discrimination,The description adds mechanism (interpretation overhead on every read) and scope (contrast with code where indirection is nearly free at runtime). It goes well beyond the title and would clearly differentiate this note from related results about LLM instruction design.
