id	batch	pass	choice	confidence	reader_need	revision_consequence	boundary_test	auth_status	justification
F053	4	A	extends	high	Read the general deploy-time adaptation model that the source develops into selective promotion of reusable scheduler strategies.	If the target ceased to count durable cross-session system-definition updates as learning, recheck the source's characterization of strategy promotion and the loop its cache is said to close.	extends rather than exemplifies because the source adds a run-state versus strategy lifecycle asymmetry, separate fit and trust gates, and a cache design rather than merely presenting one instance.	authorized	The source proposes promoting recurring tested select fragments while leaving task state ephemeral; the target defines deploy-time learning as durable, inspectable system-definition change across sessions and describes reversible movement toward code.
F053	4	B	exemplifies	high	See the test-gated orchestrator cache as a concrete cross-session system-definition update on the target's deploy-time learning timescale.	If the target no longer classified durable repo artifacts updated across deployment sessions as learning, recheck whether selective strategy promotion instantiates it; the source's lifecycle economics would remain.	The target names the general timing category rather than an executable control path used by the cache, so the concrete promotion design exemplifies it rather than operates through it.	authorized	The source proposes retaining tested recurring select fragments in a durable library while discarding task state; the target defines deploy-time learning as durable, inspectable system-definition artifacts updated across sessions during deployment.
F053	4	C	exemplifies	medium	Place the source's tested cross-task orchestrator write-back inside the target's broader category of deploy-time learning through durable artifacts.	If the target no longer classified cross-session updates to durable system-definition artifacts as deploy-time learning, recheck the source's characterization of its promotion loop; the persistence economics could remain.	This is exemplifies rather than operates-through because the proposed cache is a concrete instance of the target's timing-and-medium claim, not a separate component that invokes the target.	authorized	The source proposes promoting recurring tested select fragments into a durable repository while leaving run state ephemeral; the target defines cross-session artifact updates during deployment as the missing learning timescale.
F057	1	A	extends	medium	Recover the frontloading account whose brief validity-window obligation the source develops into a lineage and change-interruption design.	If the target's account of frontloaded artifacts or their validity windows changed, recheck the source's application to generated instructions, while its broader source-dependency claim could remain.	The source carries the target's short lineage requirement into a fuller maintenance architecture, so it develops the target rather than merely assuming it or serving as its example.	authorized	The target says precomputed instruction content needs a validity window and lineage when inputs can change; the source develops how that dependency should surface downstream review targets and where its forward and reverse records may live.
F057	1	B	extends	high	Read the frontloading argument whose validity-window concern the source develops into a general downstream-review and lineage-placement policy.	If frontloading no longer precomputed source-dependent material or no longer needed validity tracking, recheck that application and the source's consumer-hidden lineage case, while its broader dependency rule could survive.	The source carries the target's precompute-and-insert argument into maintenance design; it is not itself an instance of frontloading and does not use the target as an operating component.	authorized	The target says frontloaded artifacts need lineage and regeneration when inputs change; the source develops that consequence into interruption-first forward dependency signaling while allowing reverse provenance to remain searchable and outside consumer-visible instructions.
F057	1	C	extends	high	The frontloading mechanism and its validity-window problem that the lineage policy develops beyond the instruction case.	If the target removed source dependence or validity-window maintenance from frontloaded artifacts, recheck frontloading as the motivating special case; the source's broader upstream-change policy could remain.	The source does more than instantiate the target: it generalizes the target's brief lineage requirement and specifies interruption placement, forward review targets, and searchable reverse lineage.	authorized	The target says precomputed inserted values need lineage or regeneration when their inputs can change; the source develops that observation into a general rule and storage design for surfacing every source-dependent downstream artifact when an upstream source changes.
F062	2	A	extends	medium	See the original cross-task reuse-value metric and scheduler lifecycle contrast that the source generalizes from orchestration parts to KB structure.	If the target changed the reuse metric or no longer separated reusable select strategies from task-specific run state, recheck the source's use of the metric and analogy; its structural-drift mechanism would remain.	The source carries the target's persistence criterion into a broader structural domain; the target does not explain why wikis accrete task-fitted structure, so this is extends rather than explained-by.	authorized	The target defines cross-task reuse value by contrasting reusable select strategies with task-specific K; the source applies that same quantity to constraint-derived versus task-derived KB structure under question drift.
F062	2	B	extends	medium	Follow the target for the definition and worked scheduler contrast behind cross-task reuse value, the quantity the source applies to retained KB structure.	If the target stopped treating benefit to a later different task as the persistence criterion, recheck the source's partition between permanent constraint-derived structure and replaceable task-derived structure.	extends over see-also: the source transfers the target's explicit lifecycle metric from scheduler parts to KB structural choices and derives a new harden-versus-configure rule, rather than offering only adjacency.	authorized	The target separates reusable selection strategies from task-specific run state by cross-task reuse value; the source applies that same measure to types, tags, schemas, and indexes, arguing that task fit spends future reuse while constraint-derived structure survives drift.
F062	2	C	extends	high	See the originating select-versus-K case for the cross-task reuse metric that the source carries into KB structure.	If cross-task reuse ceased to mean later-task gain or no longer governed persistence value in the target, recheck the source's named quantity and its constraint-derived versus task-derived partition.	Extension rather than explanation: the source transports the target's reuse criterion to a new artifact class and time-drift problem; the target does not explain why wiki structure accretes.	authorized	The target separates ephemeral run state from promotable scheduling strategies by later-task reuse value; the source generalizes that criterion to types, tags, indexes, and contracts, arguing that task-fitted structure loses value as a KB's question set changes.
F063	3	A	explained-by	medium	Understand why retained process and failure detail determines whether an agent can infer a bounded lesson instead of only score an episode.	If richer traces did not improve causal hypothesis formation over scores-only feedback, recheck the source's claim that inspectable failure evidence supplies lesson boundaries.	Explained-by beats operates-through because the target explains the evidential bottleneck generally, while the source names the actual feedback and verification paths used in abstraction.	candidate-new	The source says directives, uncompressed reflection, and process checks preserve the condition clause needed for safe abstraction; the target distinguishes diagnostic evidence from selection scores and shows that trace access lets an outer-loop proposer search through causes rather than outcomes alone.
F063	3	B	premised-on	medium	Verify the premise that inspectable traces and directive failure evidence let a learner form causal hypotheses and recover scope conditions before abstracting a lesson.	If scores or summaries alone support equally good causal proposals and diagnostic richness does not constrain learning quality, recheck the source's claim that surviving failure evidence supplies a lesson's boundary.	Unlike explained-by, the target does not explain why boundaryless abstraction overgeneralizes; it supplies the evidence-availability premise on which the source's boundary-extraction criterion relies.	candidate-new	The source requires a condition clause before turning an episode into a rule and says directive, inspectable failure evidence carries that boundary; the target distinguishes selection scores from diagnostic evidence and shows why traces and drill-down surfaces support causal hypothesis formation.
F063	3	C	explained-by	high	Understand why preserved traces and directive failure detail are needed to infer a causal hypothesis and a condition boundary for a reusable lesson.	If diagnostic richness did not constrain proposal quality in outer-loop learning, recheck the source's claim that inspectable failure evidence carries boundaries while scalar or compressed feedback strips them.	Explained-by, not premised-on: the target gives the causal account that richer evidence lets the proposer search through causes, explaining why boundary-bearing failure detail matters.	candidate-new	The source makes boundary-statability the test for safe abstraction and identifies directive and process evidence as boundary carriers; the target explains that traces, diffs, and tool state support causal hypothesis formation whereas scores alone mainly select winners.
F066	4	A	is-evidence-for	high	Interpret the cache-aware review telemetry as a concrete case of oracle hardening and the danger of trusting a convenient proxy metric.	If the target withdrew its claim that verification and measurement quality are an engineering bottleneck, recheck whether this cost correction materially supports that claim rather than merely standing alone.	is-evidence-for rather than exemplifies because the measured comparison shows that raw-token totals are a misleading soft proxy and that a stronger cost model changes the magnitude of the conclusion.	candidate-delta	The source reweights observed review runs by cache-write, cache-read, input, and output prices and finds a smaller but still substantial saving; the target argues for hardening weak oracles and investing in telemetry that discriminates the real objective.
F066	4	B	is-evidence-for	medium	Connect the cache-aware telemetry observation to the target's broader claim that oracle strength and correct signal interpretation govern verification investment.	If the target withdrew telemetry as oracle hardening or no longer treated proxy-objective mismatch as an oracle-strength problem, recheck whether this cost-weighting case bears on it; the measured run totals would remain.	This is an observed case in which reweighting the proxy changes the estimated gain, so it supplies evidence for a theory rather than merely implementing or instantiating its architecture.	candidate-delta	The source's review-store measurements show raw-token reductions overstating billing gains because cached and output tokens carry different costs; the target argues for manufacturing and monitoring better verification signals and warns that apparently strong proxies may track the real objective poorly.
F066	4	C	is-evidence-for	medium	Connect the measured cache-aware metric correction to the broader claim that weak telemetry proxies need hardening before they can guide engineering.	If the target narrowed oracle strength so that operational cost metrics no longer fell within its verification argument, recheck the evidential edge; the source's measured cost comparisons would stand.	This is is-evidence-for rather than exemplifies because the observed divergence between raw tokens and weighted cost empirically qualifies the target's telemetry prescription instead of only illustrating its vocabulary.	candidate-delta	The source shows that raw-token savings overstate billing gains until token classes are weighted by their actual prices; the target argues that proxy signals and telemetry must be strengthened because verification quality, not mere measurement volume, is the bottleneck.
F071	1	A	explained-by	high	Understand why heterogeneous partial checks can strengthen the weak operative oracle that underselects a quality.	If the target's discriminative-power or decorrelation account failed, recheck the source's proposed composite-oracle remedy; the source's primary oracle-asymmetry conjecture could still stand.	The target supplies a theoretical amplification account, not a check or control path actually deployed by the source, so explanation beats operates-through.	candidate-new	The source argues that weakly discriminated qualities drift and proposes combining genuinely discriminating, differently failing checks; the target explains that amplification works only with TPR above FPR and sufficiently decorrelated errors.
F071	1	B	explained-by	high	Understand why combining partial quality checks strengthens selection only under discrimination and error-diversity conditions.	If TPR greater than FPR or decorrelation were not required for amplification, recheck the source's composite-oracle prescription, while its unequal-oracle underselection conjecture would remain separately argued.	The target supplies the statistical account for when check aggregation works; it is not one of the checks literally executed by the source's selection loop.	candidate-new	The source proposes heterogeneous checks to strengthen weak quality oracles and warns that repeated correlated review amplifies blind spots; the target explains this with the TPR-FPR gap and decorrelated-error requirements and quantifies the amplification cost.
F071	1	C	operates-through	high	The repetition and aggregation process by which heterogeneous partial checks can produce a stronger composite oracle.	If the target's discrimination or decorrelation conditions changed, recheck the source's proposed composite-oracle construction and its claim that heterogeneous checks can expand warranted selection.	The target is not merely a premise explaining oracle asymmetry; its aggregation of discriminating, decorrelated checks is the process used to produce the stronger oracle proposed by the source.	candidate-new	The source proposes combining maintainability and KB-quality signals only when they discriminate and fail differently; the target specifies error correction by above-chance checks with decorrelated errors as the process that amplifies such weak signals rather than merely multiplying a shared blind spot.
F080	2	A	premised-on	medium	Understand the broader decomposition of a full memory system into storage, retrieval or activation, and learning against which the source scopes remembered-material quality.	If the target rejected that crosscutting decomposition or located remembered material differently, recheck the source's distinction between its triad and the surrounding memory machinery.	The target supplies the theoretical scope the source assumes; it neither explains why discoverability, composability, and trust are minimal nor operates those properties.	candidate-new	The source limits itself to remembered artifacts and places capture, activation, lifecycle, and governance around its quality triad; the target argues that full memory systems cross storage, context activation, and learning machinery.
F080	2	B	extends	high	Follow the target for the broader storage, activation, and learning decomposition that locates the source's remembered-material quality test inside a full memory system.	If the target rejected that memory machinery spans storage, context activation, and learning, recheck the source's decision to treat capture, activation, lifecycle, and governance as surrounding mechanisms rather than peer artifact properties.	extends over premised-on: the source specializes the target's whole-system decomposition by adding a discoverable-composable-trusted basis for the remembered artifacts themselves, rather than merely relying on the decomposition as an assumption.	authorized	The target argues that memory is crosscutting machinery distributed over storage, context engineering, and learning; the source explicitly narrows from that whole system to remembered material and develops a three-property artifact-quality basis while placing the target's machinery around it.
F080	2	C	contrasts	medium	Distinguish quality requirements of remembered artifacts from system-wide storage, activation, and learning concerns so the triad is not mistaken for an exhaustive memory architecture.	If the target's decomposition of whole memory systems changed, recheck the source's scope boundary and its placement of capture, activation, lifecycle, and governance around the triad, not necessarily the three property definitions.	Contrast rather than premise: the discoverable-composable-trusted claim does not assume that memory is crosscutting; the stable value of the edge is the explicit difference between artifact quality and whole-system machinery.	authorized	The source deliberately limits itself to the quality of remembered material and places capture, activation, and governance around that basis; the target analyzes the broader system as storage, retrieval or activation, and learning distributed across runtime concerns.
F086	3	A	defined-in	high	Resolve the technical meaning of constraining in the rejected-interpretation-to-test proposal.	If constraining ceased to mean narrowing valid interpretations, recheck whether encoding rejected interpretations as instruction tests is correctly characterized.	Defined-in beats explained-by because the target is the canonical definition under notes/definitions and the source uses the term to classify one proposed practice.	authorized	The source calls durable tests made from rejected interpretations constraining; the target defines constraining as narrowing valid readings and includes conventions, schemas, validators, and tests that rule out previously plausible interpretations.
F086	3	B	defined-in	high	Resolve the precise meaning of constraining when a user correction narrows the interpretations later instructions admit.	If the definition stops covering conventions or instruction changes that rule out previously legitimate readings, recheck the source's characterization of rejected-interpretation capture as constraining.	Defined-in outranks a causal relation because the target is the definition under kb/notes/definitions and the source explicitly applies the defined term.	authorized	The source calls instruction refinement after a rejected interpretation constraining; the target defines constraining as narrowing valid interpretations and explicitly includes conventions, structured text, and other natural-language artifacts without requiring runtime enforcement.
F086	3	C	defined-in	high	Resolve what constraining means in the source's claim that encoding a rejected interpretation as an instruction test narrows future readings.	If the definition stopped including instruction or test artifacts that rule out previously valid readings, recheck the source's characterization of rejected-interpretation tests.	Defined-in, not operates-through: the target is the definition under notes/definitions, while the concrete operating path is encoding the user's correction as a test or example.	authorized	The source explicitly calls correction-driven instruction refinement constraining; the target defines constraining as narrowing valid interpretations and lists conventions, structured sections, validators, and tests as instances.
F088	4	A	extends	high	Read the broader distinction between constraints on reasoning process and constraints on result shape that the source carries into evaluator design.	If the target no longer supported process and output as independent dimensions, recheck the source's route-versus-destination framing and its proposed validity checks.	extends rather than premised-on because the source adds the answer-reconstruction failure mechanism, VAIR evidence, and a concrete gate test, carrying the target's distinction into semantic review.	authorized	The source distinguishes producing the right answer from validating the submitted reasoning path and prescribes route inspection; the target establishes process structure and output structure as independent levers with empirical examples.
F088	4	B	extends	high	Recover the broader distinction between process and output levers that the source specializes to reasoning-route validity versus conclusion correctness in evaluation.	If the target showed process and output structure were not independent, recheck the source's analogy and its recommendation to test route and destination separately; the reported evaluator-substitution finding would still stand.	The source adds an evaluator substitution mechanism, VAIR evidence, and review consequences to the target's general two-lever distinction, so it extends rather than merely presupposes it.	authorized	The target separates constraints on reasoning steps from constraints on final result shape; the source carries that separation into review, showing that a model can reconstruct a correct answer while failing to inspect the submitted reasoning path.
F088	4	C	extends	high	Follow the general distinction between reasoning-process constraints and result-shape constraints that the source specializes to evaluator design.	If the target rejected the independence of process and output structure, recheck the source's process-validity framing and route-inspection tests; the VAIR observation could remain.	This is extends rather than premised-on because the source develops the distinction into a specific answer-reconstruction failure mode and concrete reviewer checks.	authorized	The target separates constraints on how reasoning proceeds from constraints on final form; the source carries that split into review, showing that a correct destination can coexist with an invalid evaluated route.
F092	1	A	exemplifies	high	See the general automation principle instantiated by the enforce-or-omit rule for mechanically recomputable copies.	If the target no longer located automation at cheap verification, recheck the source's framing of deterministic validation as the regime boundary; its stale-copy asymmetry would still stand.	The source establishes a specific derived-copy case and the target states the broader automation generalization, so the direction is instance-to-general rather than premise-to-dependent claim.	authorized	The source permits retained recomputable copies only where a cheap machine check can rederive and compare them, while the target says automation becomes viable where verification is cheap and stalls where it is expensive.
F092	1	B	exemplifies	high	Connect the checked-or-absent rule for derived copies to the broader class of tasks whose automation depends on cheap verification.	If cheap verification ceased to determine automatable trust decisions, recheck the source's placement of mechanical copies on that boundary, though its stale-copy asymmetry and four explicit preconditions remain independent support.	The source is a specialized enforceable-copy case of the target's general principle; the target is not the validator or derivation path used to check any copy.	authorized	The source permits automated trust only when a deterministic validator can re-derive and compare a copy and otherwise requires omission or live reading, concretely instantiating the target's claim that cheap oracles determine automation boundaries.
F092	1	C	exemplifies	high	The general verification-boundary claim under which deterministic enforcement of recomputable copies is a concrete case.	If the target no longer treated cheap per-instance verification as the structural condition for automation, recheck presenting the checked-copy rule as its instance; the source's local stale-copy asymmetry could remain.	The source has its own specific proof from bounded recomputation versus silent stale-copy error, so the target generalizes the case rather than supplying that proof.	authorized	The source permits automated enforcement only when a validator can mechanically rederive and compare a copy, otherwise requiring omission; the target's broader claim is that automation advances where verification is cheap and stalls where it is judgment-heavy.
F094	2	A	prerequisite-hold	medium	Understand why a process check needs inspectable traces or intermediate evidence rather than a final score alone before it can discriminate a transferable rationale.	If diagnostic evidence were unavailable or did not expose mechanisms, recheck the source's claim that process verification can distinguish the right answer for the right reason and license abstraction.	The target is the evidence surface that must be available before the process oracle can inspect a route; it is not itself the verification operation, so this is prerequisite-hold rather than operates-through.	deferred-family	The source distinguishes outcome checks from checks over intermediate steps and requires the latter for rule abstraction; the target shows that scores select winners while traces and structured evidence expose the mechanisms needed for explanation.
F094	2	B	explained-by	medium	Follow the target for the evidence-quality account showing why an outcome score can select a winner without exposing the intermediate mechanism that a process check needs.	If the target showed that scores or final outcomes alone reliably expose causal routes, or that richer traces do not improve mechanism inference, recheck the source's claim that outcome verification cannot license rule abstraction.	explained-by over prerequisite-hold: the target supplies the causal account for why process evidence changes what can be inferred, not merely a diagnostic resource that must be available first.	candidate-new	The source separates replay licensed by a final-outcome pass from rule abstraction licensed by inspecting the route; the target independently separates selection signals from diagnostic traces and explains that only the richer evidence exposes mechanisms rather than merely identifying what won.
F094	2	C	prerequisite-hold	high	Establish that inspectable intermediate evidence is available before a process oracle can evaluate the route rather than only the outcome.	If traces, steps, or equivalent diagnostic surfaces are absent or cease to expose mechanism, limit the source's process-verification license to settings where such evidence is available.	Prerequisite rather than operation or explanation: diagnostic richness supplies the evidence a process check must consume, but it neither performs the check nor by itself licenses transfer.	deferred-family	The source says process verification distinguishes a transferable mechanism from a coincidental correct result by inspecting intermediate steps; the target shows that scores can select winners without explanation while traces and structured drill-down surfaces expose the mechanism needed for that inspection.
F095	3	A	evidenced-by	medium	Inspect an independent model-authored-orchestrator case that corroborates the compiled-coordination pattern.	If RLM did not have the model emit executable orchestration over recursive calls, recheck the claimed reuse of its model-writes-the-orchestrator distinction; the aggregate-authority argument would remain separately grounded.	Evidenced-by beats premised-on because the RLM case corroborates a structural pattern but is not required for the Claude workflow derivation or its authority analysis.	authorized	The source characterizes dynamic workflows as model-authored compiled coordination while analyzing their primitive and aggregate authority; the target documents the concrete RLM case in which a model writes Python orchestration over recursive sub-agent calls for symbolic execution.
F095	3	B	extends	high	See the model-authored symbolic-orchestration case that the source develops into persistent compiled coordination and an authority analysis.	If RLM no longer has the model write orchestrator code for execution on a symbolic substrate, recheck the source's base-case comparison; its primitive-versus-aggregate authority conclusion can remain independently argued.	Unlike premised-on, the source's authority result does not require the RLM case for truth; it carries the model-writes-the-orchestrator argument further into persistent sandboxed workflows.	authorized	The target explains how RLM has a model emit ephemeral REPL orchestration over sub-agents; the source develops that distinction into compiled persistent coordination and derives the further result that primitive channels stay fixed while aggregate effect volume expands.
F095	3	C	contrasts	medium	Compare a persistent compiled workflow with an ephemeral model-written RLM orchestrator to isolate the persistence and aggregate-effect difference while holding symbolic sub-agent orchestration common.	If RLM orchestrators became persistent or ceased to be model-authored symbolic dispatch, recheck the neighboring-shape comparison and the claimed reuse of the model-writes-the-orchestrator distinction.	Contrasts, not premised-on: the source's authority claim does not depend on the RLM case; the useful relation is a shared authoring shape with opposed persistence and resulting capacity.	authorized	The source analyzes reusable external coordination that escapes a single-context envelope and expands aggregate authority; the target describes the same model-authored symbolic sub-agent orchestration but emphasizes that its REPL code is discarded after each run.
F102	4	A	extends	high	Read the four-field risk triad whose authority-plus-lineage security question and sovereignty account the source develops into an authorization boundary.	If the target revised the authority-lineage security conjunction or stopped treating rollback as owner sovereignty, recheck the source's boundary diagnosis and control allocation.	extends rather than premised-on because the source develops the target's risk framing with two ingress mechanisms, a gate-bypass distinction, and version-bound consumption controls rather than merely assuming it.	authorized	The source explains how high-force channels admit content without matching authorization and requires enforcement tied to content version and use; the target frames security through behavioral authority plus lineage and defines rollback as a sovereignty capability.
F102	4	B	extends	high	Trace the authorization-bypass boundary back to the target's broader behavioral-authority plus lineage security question and its sovereignty account of rollback.	If the target changed the authority-lineage security conjunction or ceased treating rollback as owner sovereignty, recheck those foundations of the source's boundary and controls.	The source develops a general risk-triad question into a specific causal boundary and enforcement architecture, so extends is more exact than explained-by.	authorized	The target identifies security risk where untrusted or stale artifacts reach high-authority channels and defines rollback as a sovereignty capability; the source carries this further by separating authorization bypass from evaluator error and requiring version-and-use checks at consumption.
F102	4	C	extends	high	Read the four-field risk triad whose authority-plus-lineage security question the source develops into an authorization-to-force boundary and control set.	If the target changed its authority-lineage security conjunction or its sovereignty account of rollback, recheck the source's derivation of the boundary and recovery control; its attack examples could remain.	This is extends rather than explained-by because the source explicitly carries the target's review framework further into failure modes, authorization semantics, and enforcement requirements.	authorized	The target identifies security where untrusted or stale lineage reaches high behavioral authority and sovereignty in owner rollback; the source specializes those concerns into version-and-use authorization checks at every operative consumption path.
F103	1	A	defined-in	high	Resolve the technical meaning of codification used for promoting tested orchestration fragments into symbolic library artifacts.	If the definition's symbolic-crossing boundary changed, recheck the source's claim that test-gated promotion of select fragments is codification.	The target is literally the definition under kb/notes/definitions and the source uses its defined term; that is more exact than treating the cache design merely as an example.	authorized	The source calls promotion from model-authored orchestration into tested library code codification, and the target defines codification as constraining that crosses into a symbolic artifact with formal semantics or assigned consequences.
F103	1	B	defined-in	high	Resolve the technical meaning of codification used for promoting a recurring control strategy into library code.	If the definition stopped requiring a crossing from natural language into a symbolically consumed artifact, recheck the source's claim that its promotion step is codification.	The target is under kb/notes/definitions and defines the exact term the source applies; a causal or instance label would lose that lexical role.	authorized	The source calls promotion of model-authored orchestration into tested library code codification, and the target defines codification as constraining that crosses into code or another symbolic artifact with formal consequences.
F103	1	C	defined-in	high	The repository's exact technical meaning of codification used to classify promotion of a select fragment into library code.	If the target definition ceased to include executable code or required a different symbolic crossing, recheck calling the promoted control strategy codification.	The target is a definition artifact under kb/notes/definitions and the source uses its defined term, making defined-in more specific than explanation or premise.	authorized	The source calls promotion from model-authored orchestration into tested library code codification; the target defines codification as the natural-language-to-symbolic crossing into artifacts whose formal consumers assign consequences, with executable code as the main case.
F104	2	A	explained-by	high	Understand the discard-versus-persist trade-off that explains why RLM avoids artifact governance while Tendril gains reuse and inherits lifecycle costs.	If the target revised the claimed accumulation benefits or burdens of ephemerality, recheck the source's interpretation of the RLM and Tendril persistence placements, though their implementations would remain.	The source already identifies each system's discard or persist behavior; the target explains the consequences of those facts rather than adding an operating control path, so this is explained-by rather than operates-through.	candidate-new	The source compares task-local RLM artifacts with Tendril's durable capabilities and names their governance and reuse consequences; the target derives those same consequences from ephemeral generation-execution-discard versus accumulation.
F104	2	B	explained-by	high	Follow the target for the accumulation tradeoff that explains why task-local RLM code avoids lifecycle burden while persistent Tendril capabilities gain reuse and governance costs.	If the target overturned either side of the discard-versus-persist tradeoff, recheck the source's interpretation of the RLM and Tendril persistence placements and the costs assigned to them.	explained-by over exemplifies: the multi-system comparison uses the target's principle to account for the consequences of its persistence boundary, rather than serving only as a worked member of a general class.	candidate-new	The source contrasts discarded RLM orchestration with Tendril's retained capabilities and assigns reuse and lifecycle consequences to that boundary; the target explains those consequences as ephemerality's exchange of accumulation, testing, review, and reuse for a clean slate.
F104	2	C	operates-through	high	Inspect the generate-execute-discard lifecycle that realizes RLM's task-local persistence boundary and separates it from durable Tendril capabilities.	If RLM retained generated orchestrators after a task or the target's ephemeral lifecycle no longer included discarding them, recheck the source's RLM placement and its accumulation comparison.	Operation rather than explanation: discarding the generated program constitutes the task-local persistence behavior; the target is not merely a rationale for why that placement is convenient.	candidate-new	The source places standard and typed-combinator RLM variants at a per-task boundary because their orchestration state is discarded, while Tendril keeps generated tools; the target describes that exact generate, execute, discard process and its no-reuse and no-governance consequences.
F107	3	A	extends	high	See the broader abstraction rule that this note specializes by separating replay from rule promotion.	If boundary-statability no longer separated replayable instances from transferable lessons, recheck the scope and usefulness of the source's outcome-versus-process licensing rule.	Extends beats explained-by because the source adds the missing oracle axis and right-answer-wrong-reason argument to a target that already states the replay-versus-abstraction boundary.	authorized	The target says success is only an existence proof, recommends preserving it as a replayable instance, and requires an articulable mechanism and boundary for abstraction; the source develops that argument by showing why outcome checks license replay while only process checks inspect a transferable mechanism.
F107	3	B	extends	high	See the broader boundary-statability framework that the source sharpens by distinguishing what outcome and process oracles license.	If the target drops boundary-statability or its demonstration-versus-rule asymmetry, recheck the source's placement of process verification in the abstraction pipeline, though its right-answer-for-wrong-reason argument may stand.	Unlike explained-by, the target does not cause the oracle distinction; the source develops the target's process-verification observation into a finer replay-versus-rule licensing result.	authorized	The target says successes warrant replayable demonstrations and that process validation makes a rule's basis articulable but is not sufficient for a statable boundary; the source carries that argument further by separating outcome and process checks and assigning replay only to the former and abstraction to the latter.
F107	3	C	extends	high	See the broader abstraction rule that the source sharpens by distinguishing what outcome checks and process checks license.	If the target no longer required a statable boundary or preservation of an unbounded instance, recheck the source's claim that process verification is necessary but insufficient for abstraction while outcome verification licenses replay.	Extends, not prerequisite-hold: the source develops the target by adding an exact verification-axis distinction; the target is not something that must be available or completed before the source works.	authorized	The target says safe abstraction requires a condition boundary and that successes without earned boundaries should remain replayable instances; the source carries that argument further by showing why outcome checks license replay while only process checks inspect a transferable mechanism.
F111	4	A	evidenced-by	medium	Inspect a concrete hybrid-VM case of an interface-level mapping across natural-language and symbolic components while keeping wider reflective-coverage obligations distinct.	If the target no longer demonstrated shared interfaces and name-based dispatch across agents and tools, recheck the source's concrete mapping example and its evidentiary value.	evidenced-by rather than operates-through because unified calling is a case that corroborates and bounds interface-level mapping; the source explicitly says such an interface can support but does not establish reflective coverage.	authorized	The source grades coverage by represented forms and operation profiles and separates mapping coverage from authority, lineage, and modifiability; the target shows llm-do moving calls across neural and symbolic implementations through one stable convention.
F111	4	B	evidenced-by	medium	Inspect the target's llm-do shared namespace as a concrete interface-level cross-form mapping against the source's claim that mapping support is only one part of graded reflective coverage.	If the target no longer demonstrated implementation-agnostic dispatch between neural and symbolic callees, recheck it as support for the interface-mapping case; the source's coverage criterion would remain.	The source explicitly says shared callable interfaces may support but do not establish coverage, excluding operates-through; the target case therefore corroborates and bounds the claim rather than explaining it.	authorized	The source distinguishes mapping coverage from inspectability, modifiability, authority, and lineage; the target provides a concrete name-dispatched hybrid VM where agent and Python implementations share call sites, evidencing one mapping while leaving those other obligations open.
F111	4	C	evidenced-by	high	Inspect llm-do as a concrete interface-level mapping across neural and symbolic components while applying the source's stricter reflective-coverage criteria.	If the target no longer demonstrated a uniform cross-form call interface, remove or recheck it as case support; the source's graded coverage theory would remain.	This is evidenced-by rather than operates-through because the source says shared interfaces may support a mapping but do not themselves establish causally connected reflective coverage.	authorized	The source distinguishes mapping support from coverage, authority, lineage, and self-representation; the target supplies the concrete name-dispatched common interface that lets agent and Python implementations exchange places without call-site changes.
F112	1	A	exemplifies	high	Apply the general verifiability ladder to llm-do's movement between agent-backed and code-backed implementations.	If the target's gradient changed, recheck the source's placement of llm-do implementations along it; the persistence-boundary comparison would remain.	The source supplies a concrete interface and system comparison on the target's general ladder; the target does not explain why llm-do's stable calling convention reduces caller churn.	authorized	The source describes llm-do moving components between neural agents and symbolic Python behind one interface, while the target characterizes movement from loose LLM-interpreted artifacts toward deterministic testable modules.
F112	1	B	exemplifies	medium	Use the llm-do comparison as a concrete case of implementation moving between looser neural artifacts and deterministic symbolic ones.	If the target's grades or bidirectional tightening and loosening ceased to describe such movement, recheck the source's placement of llm-do, while its unified-call-interface evidence would remain.	The target names the general ladder instantiated by llm-do's refactoring affordance; it neither implements that interface nor explains why callers remain stable.	authorized	The source says llm-do preserves one calling convention while components move between agent-backed and Python implementations, furnishing a concrete case of the target's bidirectional movement between loosely interpreted and deterministic, testable artifacts.
F112	1	C	exemplifies	medium	The general verifiability-gradient claim under which llm-do's agent-to-code and code-to-agent refactoring can be understood.	If the target stopped treating tightening and loosening between LLM-interpreted and deterministic artifacts as bidirectional learning movement, recheck the source's interpretation of llm-do; its unified-interface facts would remain.	The source's unified calling convention explains how llm-do makes the movement cheap, while the target supplies the general ladder that this system-specific movement instantiates.	authorized	The source describes llm-do preserving callers while components move between agent-backed and Python implementations; the target describes bidirectional placement and movement between loose natural-language artifacts and deterministic code, making llm-do a concrete interface-level case.
F113	2	A	see-also	medium	Follow a downstream application that turns the source's naming-amortizes-discovery principle into an optimization over vocabulary for a bounded newcomer.	If the target stopped applying the naming principle to extraction-cost reduction, remove this companion edge; the source's general account of conjecture would be unaffected.	Direction rules out extends and exemplifies: the target, not the source, develops the source's naming claim, and the target-to-source edge already carries the specific mechanism.	candidate-delta	The source argues that naming a discovered structure makes later recognition cheap; the target uses that argument as one of two mechanisms for defining a minimum viable vocabulary, making it a useful downstream companion rather than a premise of the source.
