id	tuple_digest	line_digest	current_label	source_collection	destination_collection	source	current_line	target	bucket	disposition	action	decision_basis	authorization_status
L074	b548293c4f62cdc68d5d3468751351bf69957fa481801a8cb630443791b1f247	d3a4476bc56082d9dd6dfe1207c791ae1dfdeb7366c431ab9e34a9f9cbff077c	mechanism	notes	notes	notes/brainstorming-maintainability-oracles-for-agentic-development.md	190	notes/evaluation-automation-is-phase-gated-by-comprehension.md	active-mutable	operates-through	relabel	mechanism-core:F127	candidate-new
L075	4ae8bed655ffeeaacbd2762c8edc43ce2abbf165453474044fec6e49d2078b74	3a787fd0639fcecf0c18ae1176b1d1fe2b5f5c941ae0097890cd3b7a1fac6703	mechanism	notes	notes	notes/brainstorming-maintainability-oracles-for-agentic-development.md	191	notes/error-correction-works-above-chance-oracles-with-decorrelated-checks.md	active-mutable	explained-by	relabel	mechanism-core:F096	candidate-new
L076	d4560e81bd0c9056b140211768eacf84cf716aa757c1c14b987fb77db369f801	9c396b2508c7586b9336bf0159f4ff705721868c32071b58b369549b3876fe59	grounds	notes	notes	notes/choosing-what-to-learn-requires-both-validity-and-learning-value-gates.md	31	notes/oracle-strength-spectrum.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L077	0424efcee3b33cb9b50c65a21b3a34b9a2c96946b3b7d07f9ca614ea4a9c4fd2	db12ec0281546b40bae256f811f41f773a18cbae6cdd322ca319beb06f4a7a12	grounds	notes	notes	notes/claw-learning-loops-must-improve-action-capacity-not-just-retrieval.md	45	notes/deploy-time-learning-is-the-missing-middle.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L078	eff92f50f72fe53e3db08ffbcadf690eaf01ce202af35515cbd3d783fe5801a6	3a3cd1a25e3c0ec45fe2e27ffdeaff1bc9d62d588cf41c9c7734f54ec1a7cf08	grounds	notes	notes	notes/codification-and-relaxing-navigate-the-bitter-lesson-boundary.md	55	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	active-mutable	explained-by	relabel	mechanism-core:F126	candidate-new
L079	b53ab23603b91f15305fa2d132561a69db77953c1bb4dd6152d6da77fd357819	1def473ea53fe09ed49acca49dbfd4b79c36321f3b6df9340a981ad34ac037c3	grounds	notes	notes	notes/codify-versus-llm-decision-heuristics.md	118	notes/constraining-and-extraction-both-trade-generality-for-reliability.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L080	f998dbf6ace11e48b6d715c7e0b3335f291578dcee07b1beaff4633e49d025e6	b9e4726a2e00a009a0133201e1f2871ed154cde74006de34e4973605d09875b2	grounds	notes	notes	notes/codify-versus-llm-decision-heuristics.md	120	notes/ephemeral-computation-prevents-accumulation.md	active-mutable	explained-by	relabel	mechanism-boundary:F046	candidate-new
L081	20102e59942224538ea56e7255c3e12b1250ba958531b54db55c4402e7938a6a	4ad09cabf28b9021d9e6edadb78d03170e2da0dc301c03a338b365c875adebc0	grounds	notes	notes	notes/commitment-not-derivation-creates-new-ground-truth.md	87	notes/definitions/discovery-lifecycle.md	active-mutable	defined-in	relabel	grounds-boundary	authorized
L082	47445cc55f1c0b508da07073250b8c9888a1f23e219ed919a2f0036073226cfb	7d44b64eb3f67bd091c2be601c3ef8fb8c07f48bca54ba772f91f3d351f956e8	grounds	notes	notes	notes/commitment-not-derivation-creates-new-ground-truth.md	88	notes/agentic-systems-interpret-underspecified-instructions.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L083	681d046064beea6eaf7ca7bb70f24a43b1652f1384d6775fd8f5fb738f86ac00	b9d14d2ce68a7170e36012b0dc4a20f1d17585ca124e2910cdfb0a42e072e040	grounds	notes	notes	notes/commitment-not-derivation-creates-new-ground-truth.md	89	notes/theory-and-methodology-form-a-two-layer-execution-system.md	active-mutable	extends	relabel	grounds-boundary	authorized
L084	661ebb6c363d20b6606ec8df335b77723b70647ae8a45fcb22ee1e733d109c03	a53122b561882a3173b28c9891cb2dafac5af2da60c7c2d354a5aa67850da620	grounds	notes	notes	notes/commitment-not-derivation-creates-new-ground-truth.md	91	notes/storing-llm-outputs-is-constraining.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L085	b2c0ed2629d830beea4d1adf973ac3f28c282ed8031c018cca6873c5093a867e	6f50e5434e9b1ee5b44028360beddfa7c395e86ffe419d8f1acc190625f1c4a7	mechanism	notes	notes	notes/commitment-not-derivation-creates-new-ground-truth.md	92	notes/progressive-constraining-commits-only-after-patterns-stabilize.md	active-mutable	operates-through	relabel	mechanism-core:F010	candidate-new
L086	65173fb26db057d384c688b5e36ada20c0dbb0779c1f17381dfcb0fc38a14f83	536e338dd654b82b174a4bef8334b71a4063cd80a6947964bc7377bb95ceb3f7	grounds	notes	notes	notes/commitment-not-derivation-creates-new-ground-truth.md	94	notes/artifacts-produced-from-sources-need-lineage-recorded-at-the-source.md	active-mutable	extends	relabel	grounds-boundary	authorized
L087	063302ccaf42cac783f31ed14b3042fc1837afd7cb36f77555d0af422738ca44	e7cddb2efd962acb984a4ce11b03eddb9458e1dc42eb2d4ff7201514dbf5d948	grounds	notes	notes	notes/commitment-not-derivation-creates-new-ground-truth.md	96	notes/llm-recompute-cost-inverts-the-store-vs-recompute-default.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L088	6e32c3114e26ebc94555cae24d1cddc03169a62dc9a5834a931426cbbf04c513	9d240f30d7dbf37a1da6386313821913da90c1bffcfc7f94cae5e0fcef8f967a	grounds	notes	notes	notes/compiling-coordination-preserves-primitive-not-aggregate-authority.md	58	notes/bounded-context-orchestration-model.md	active-mutable	extends	relabel	mechanism-boundary:F035	authorized
L089	5d7e419d3c5213d371f258cfe31ca67cb0db04fb02bc3485d0783250b9cf532f	133a8da87a74ee4b09bf384e1f4dfb9c1f16b502990619d16f56eccfc3e3919a	grounds	notes	notes	notes/compiling-coordination-preserves-primitive-not-aggregate-authority.md	59	notes/any-symbolic-program-with-llm-calls-is-a-select-call-program.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L090	06543bb317bff1320501127f03bca7149c36cf63cbc424a9b379a402cc6a65ff	6f02aea8f76d15c662dc3c5b9e5d097c08c7dcf4f65d1197b23b6b7ae657ae12	grounds	notes	notes	notes/compiling-coordination-preserves-primitive-not-aggregate-authority.md	60	notes/llm-frameworks-should-keep-the-tool-loop-optional.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L091	d2ac722c38cab2a8739613a9fb9edf065dd72d279a841f493ad2b806995d0889	c0ea6f6344acac5a1314bf890a32ca9702ebde9f1905d45c5e262634798c5cb7	grounds	notes	notes	notes/compiling-coordination-preserves-primitive-not-aggregate-authority.md	61	notes/rlm-has-the-model-write-ephemeral-orchestrators-over-sub-agents.md	active-mutable	evidenced-by	relabel	mechanism-boundary:F095	authorized
L092	4d9a149a4e3bf4ec99f809274782b0ebde8252d74eb4dab90f9eab88c346a641	fa7d72c279ab5587a3ef1395db770649dbf9a778b4a7a11a2bd4161f08d6406e	grounds	notes	notes	notes/conjecture-is-seeing-the-particular-as-an-instance-of-the-general.md	61	notes/information-value-is-observer-relative.md	active-mutable	extends	relabel	grounds-boundary	authorized
L093	396a54f37a82350b8c9f35e03578c1ac477d4163975455163b48bcb5ef45c60c	14e4702c072cc825c9b3756137c28fb6d2349f4728f1bc296fef2660a8693ede	grounds	notes	notes	notes/conjecture-is-seeing-the-particular-as-an-instance-of-the-general.md	62	notes/minimum-viable-vocabulary-is-the-naming-set-that-most-reduces.md	active-mutable	remove	remove	mechanism-boundary:F113	not-applicable
L094	c1d9d020a9c8aefaaccd497045a63ffa82027bfcc836ec4ee4c97568fc6729c5	e23ea7884914b9154c48fc79cfd759457803b1a8e1698cdbe258dbfc202f1580	grounds	notes	notes	notes/constraining-and-extraction-both-trade-generality-for-reliability.md	40	notes/exact-implementation-does-not-validate-a-requirement.md	active-mutable	premised-on	relabel	grounds-drift:G009	candidate-new
L095	5642327217c0d5f6f898ca8782b95cd9d59737a2c3ceff29093f73b761c95874	9d9052c08fe187a5701e542f3c0ad2716d5ca2e8e63980d5310b0f106a408e86	grounds	notes	notes	notes/context-contamination-operates-below-an-agents-compliance-reasoning.md	57	notes/agent-orchestration-needs-coordination-guarantees-not-just.md	active-mutable	exemplifies	relabel	mechanism-boundary:F026	authorized
L096	cd3a80259f9e3ee995bf3017003f786a79b467daf4b5252e812c6765a4161250	06d815b694267fc280bc4e1d9352f7ee0ed4ed929ec41dac684816e984a3a0c1	grounds	notes	notes	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	33	notes/agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L097	907c1f8790f49f818bda3f3cb20d752eab8e160d3239f2068a111512989173ee	dd34c4a7e22bd6f2492024a24ac2bedb705a3b71d89e3160205ad14ae7c63454	mechanism	notes	notes	notes/continual-learning-open-problem-is-behaviour-not-knowledge.md	28	notes/llm-context-is-a-homoiconic-medium.md	active-mutable	explained-by	relabel	mechanism-core:F064	candidate-new
L098	017a1f3c929d9285aa76f231c3d89a09e3f0a4fb3565e77f7210ccfdca46ecae	0153f26189d732d449dc90bda073bbb178dd803baa1d65001fc1ab7b645fbc2e	grounds	notes	notes	notes/criteria-edits-invalidate-verdicts-process-edits-invalidate-artifacts.md	28	notes/history-has-one-chance-to-become-checkable.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L099	abe811becc40c29a58b5749d408bc785ada74db9be8701f72ba9e0d0a7317a57	377c6ff3a112151baef574f983604b0287cec32758255a43c9fa90fdb7ee280f	mechanism	notes	notes	notes/decomposition-heuristics-for-bounded-context-scheduling.md	91	notes/theory-and-methodology-form-a-two-layer-execution-system.md	active-mutable	explained-by	relabel	mechanism-core:F073	candidate-new
L100	02fb921a7c630be6fad0ac84db764ab5ea0df207b7ae2153b4ecff3b640e6870	4d42545ed8a657115a12f6de1c9ca2303974a18a0198a95a2ad980b962354b21	grounds	notes	notes	notes/definitions/actionable-methodology.md	51	notes/vocabulary-collisions-prevented-at-write-time-not-read-time.md	active-mutable	is-evidence-for	relabel	grounds-boundary	candidate-delta
L101	92bf4ddbd33d42db23a5c298d3b5b4f1bef5384fbafe99549b91210d1558fbf3	27ff98536d9988cb799918b36d6afa6d0d2fe83a6ce92c48aed31c8f2b73cd4c	grounds	notes	notes	notes/definitions/context-engineering.md	61	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L102	c27676226d2bb9f580428f3a14d5f1c6fc82c23d65d4ae0189addeb7da44fa21	6608f9ceb3af044eb387d14a9613b53aaa62841e9d7715a092dc8cb9d589ae5d	mechanism	notes	notes	notes/definitions/context-engineering.md	63	notes/instruction-specificity-should-match-loading-frequency.md	active-mutable	operates-through	relabel	mechanism-core:F047	candidate-new
L103	055d47c246416688fd1d5378bcce2355bf2f7344a42d7e228f3cc6481027bbd6	10a4719dcbb48dc078d6573dd01290c57515a3edfc86242b7bb8d0cd8faed712	mechanism	notes	notes	notes/definitions/context-engineering.md	64	notes/llm-context-is-composed-without-scoping.md	active-mutable	operates-through	relabel	mechanism-core:F014	candidate-new
L104	bacd0ac6d49618d79abb9d890a671736cba3647e0b16fbb868dfb95c404a6bc1	451e2474da2efd985c2584420e071a0a7897e109dc7a3707003cc3a22b92a65d	mechanism	notes	notes	notes/definitions/context-engineering.md	65	notes/agents-navigate-by-deciding-what-to-read-next.md	active-mutable	operates-through	relabel	mechanism-core:F085	candidate-new
L105	ea21aa9ee9585ac4227a638e99309c32b657677d06469e07a2efd46619a8810c	353b5a017dd31210f3059eb67fe57b9b570f5787863c4ca844fb3399ef448a97	grounds	notes	notes	notes/definitions/operative-change.md	35	notes/definitions/behavioral-authority.md	active-mutable	defined-in	relabel	grounds-boundary	authorized
L106	9bd3b229f0e23474efad48c183143a9a6e6cb054f64aa3605c654da8ab42e331	fbe82982ad316879dbf906d525579f9864ceecb56c5ded017d9a9d383431f5bf	grounds	notes	notes	notes/definitions/reach-assessment.md	59	notes/definitions/representational-form.md	active-mutable	defined-in	relabel	grounds-boundary	authorized
L107	998da3f024180211e11fe05ed74ef565dc0fbd75191f623e3b5c2be1eb6fca79	4e7a3e4a65139f0da74a8f45e3214863d800abf911f5b996e5f0ad1a71ffb908	grounds	notes	notes	notes/definitions/reach-assessment.md	65	notes/first-principles-reasoning-selects-for-explanatory-reach-over.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L108	921404832045a6ae39792a37c7da526381bdf2efebd9e07651b1a41cf2426418	b17b978ee4396dd50738335234bc8be20b209d78e006af9a140660c4a0a99072	grounds	notes	notes	notes/definitions/reach-assessment.md	66	notes/abstract-an-experience-only-when-you-can-state-the-boundary.md	active-mutable	extends	relabel	mechanism-boundary:F051	authorized
L109	bb502542d295019c8ccbbe6a9fcc52e72c5deed1d59e7595244aaae741faaf12	13ebeb7e42e456e1d4613fa44cc3835802b99022c23e753a83d3a8d93c5d3ea3	grounds	notes	notes	notes/definitions/reflective-system.md	75	notes/definitions/actionable-methodology.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L110	10d7780c0d1d426b77ac9c3f781df03da264fc15d2f3b20d5a012c8b1a9782c9	14843cc5bd4ea3c6c76108f1fef7d0345f96078fa521094c8909c2ff9ea26a09	grounds	notes	notes	notes/definitions/self-improving-system.md	65	notes/definitions/reflective-system.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L111	106a4e818b432eb7f4f1bf61575c5c1f7be7f5036aebcda3f023d0ecc1165705	c8ea65e9bc99ee0eb029275dfc48ce4775b319ed954c3725c5ac9c600fab3d52	mechanism	notes	notes	notes/deploy-time-learning-is-the-missing-middle.md	56	notes/llm-context-is-a-homoiconic-medium.md	active-mutable	explained-by	relabel	mechanism-core:F087	candidate-new
L112	816956609c5b32a6f4be7ab8d0e6fb20fd91f960ec05bf95fea081a937b9bda9	e685663647313aec32f6bbf8cf0bc64acf6c8c7d2a0364afebc63c9af53c0ef0	grounds	notes	notes	notes/design-for-the-first-time-human-except-on-access-cost.md	24	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L113	6ccec8b6bfbb32ac5306cd6f29b5d745e866b0e1ed242dd0157d57c4052ceb03	ebb171217a0bbfafffeadf8eb867eaa54411e5e500342b55e9abbf3062980ff9	mechanism	notes	notes	notes/design-for-the-first-time-human-except-on-access-cost.md	26	notes/feasibility-is-the-heaviest-forks-net-load.md	active-mutable	explained-by	relabel	mechanism-boundary:F031	candidate-new
L114	4357f137021cf2e5737ae8eb843a7166b4b715954954395df4d0fdc0e2b5a632	b58d8ad38cb234261981d90d6b967d03798ef28f7ecc9049d2ed0d25639889f1	mechanism	notes	notes	notes/design-for-the-first-time-human-except-on-access-cost.md	28	notes/agents-navigate-by-deciding-what-to-read-next.md	active-mutable	explained-by	relabel	mechanism-core:F011	candidate-new
L115	6626621ff6554494b275c5fcb3b2d3175f05c9fd43426db17c6590a3438b5e50	958b2cd5c6eb7b8c59b58c7c0d72bf771ff78832c1111872998f3041e37e4e36	grounds	notes	notes	notes/design-for-the-first-time-human-except-on-access-cost.md	29	notes/llm-context-is-a-homoiconic-medium.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L116	ed118e463bcacc1aec7e29ec53b654749b1d509c0f7f775e3b5fe9c85ea8f78d	c0dde090b3faa7558b0b9afd58d961f01adc32ba1888807d82b7c9730804f7ee	grounds	notes	notes	notes/design-for-the-first-time-human-except-on-access-cost.md	30	notes/agentic-systems-interpret-underspecified-instructions.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L117	5ae9dcbbfe50df45820a03657fae7c8f552efaa077489f1e477cca20c93e16ad	dd45935c22f23c80e42b5b87d59c3db137703b7bf2c20bebf3b07aa5cfbc0866	grounds	notes	notes	notes/directory-placement-is-total-frontmatter-classification-is-partial.md	52	notes/why-notes-have-types.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L118	76cd6285dd15fe1d32c215d8dcc7e3d6cd4f350ef3240704346a19081bca685a	5597029d2ce98e09eb5eb975d417b1ea1550561614feea4f992d33272b3fd954	grounds	notes	notes	notes/directory-placement-is-total-frontmatter-classification-is-partial.md	54	notes/a-universal-knowledge-framework-demotes-content-taxonomies-to-defaults.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L119	44d85bdad3c60355fbca6a9279b15ce4d6c6466aa0498212123d2f68342e584a	708f0d8a875f93b157131800025e4aeadda596e7cf0041f49ad1f38940700694	mechanism	notes	notes	notes/enforcement-without-structured-recovery-is-incomplete.md	69	notes/error-correction-works-above-chance-oracles-with-decorrelated-checks.md	active-mutable	operates-through	relabel	mechanism-core:F118	candidate-new
L120	599ee135d39178a731388c5816ba5e3533986e891c865e3b641c3ae137081217	d3a752bd5142e576cd4bb08dc37ebdcf7c9ce9493f02437f79341d331384934a	mechanism	notes	notes	notes/entropy-management-must-scale-with-generation-throughput.md	31	notes/spec-mining-as-codification.md	active-mutable	operates-through	relabel	mechanism-core:F041	candidate-new
L121	87a1ac4eadbc05e5642b2f7e9bf99849dac8ee9586e49f8bbb3af8700bd96560	1799498773e29dc5796a602b90d8f00478ea5646ba07c3202ad8866f82842cb2	grounds	notes	notes	notes/ephemerality-is-safe-where-embedded-operational-knowledge-has-low.md	64	notes/codification-and-relaxing-navigate-the-bitter-lesson-boundary.md	active-mutable	remove	remove	mechanism-boundary:F030	not-applicable
L122	ceecd7cd3adb1ce067b131da460dcf074e4501f47791e4b53fe783cf2132c15d	036f758e69dfd444c677dae0df46e9b91cf498e7c3a009e4282c9e821b0c5bf2	grounds	notes	notes	notes/epiplexity-by-example-what-entropy-and-complexity-miss.md	154	notes/information-value-is-observer-relative.md	active-mutable	is-evidence-for	relabel	grounds-boundary	candidate-delta
L123	c777817f956fb217b2926d16b52b0a53bec9de348dc60ed992e1d7666378b05d	1b76496892a32555671a392070c397094b0746397f66e1cc5ce41d2a951ed06a	mechanism	notes	notes	notes/error-messages-that-teach-are-a-constraining-technique.md	28	notes/frontloading-spares-execution-context.md	active-mutable	operates-through	relabel	mechanism-boundary:F044	candidate-new
L124	cd1a3b8918e49d2818116ad7f265af913c60aa4ff1f9d23585475c370ca6b5e8	6c11fc2f96b753a40d601186b34e2dc5787b5244c921f89f444f263ed3dd0944	grounds	notes	notes	notes/evaluation-automation-is-phase-gated-by-comprehension.md	50	notes/spec-mining-as-codification.md	active-mutable	operates-through	relabel	mechanism-core:F108	candidate-new
L125	a25ea0de05c844cb0d576a156b96a3a56958302c40cccff74e786ce073d95046	2df2930bc44186d409d5ebd433064549e8a4e0d17b2b01a641f2eb6c6b9f5445	grounds	notes	notes	notes/evidence/single-artifact-review-bundles-still-cut-claude-costs-substantially.md	72	notes/oracle-strength-spectrum.md	active-mutable	is-evidence-for	relabel	mechanism-boundary:F066	candidate-delta
L126	d61cc85a6a775eba002a0eae6313e75c262f54d7ff79c7bf17d6ac1209b47dd0	2bc5769c99923acd353bb4874b1105e6e4c6ff837417f7477e5413a0473cdb9b	grounds	notes	notes	notes/evolving-understanding-needs-holistic-rewrite-not-composition.md	60	notes/agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L127	72f5d70d28a91388ed4e5a1835d403b020b1c3a47d7427a47a112e53b0c03eb6	500bb06a3f01760ccc5a973432a2980c6f680f8e46c21682c7bc3ed693d5249f	grounds	notes	notes	notes/false-positive-generation-is-filtered-before-retention.md	67	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	active-mutable	extends	relabel	grounds-boundary	authorized
L128	5fd27052c05d16d05adb12a518c13b8e2327c50fda3c084bc4dc707bdd24533c	e0967ab628441f60d3b5a562b2a2776db630b2d1b03f48d56615f62bd0ac06ac	mechanism	notes	notes	notes/false-positive-generation-is-filtered-before-retention.md	69	notes/the-boundary-of-automation-is-the-boundary-of-verification.md	active-mutable	explained-by	relabel	mechanism-core:F105	candidate-new
L129	22b9a93256b3b718a9a1ba57bf7a55ba5c60c0a831394bef3e9663fe43fe7fcc	67fd689ff46098d0c78c9fe4ced3b7ea90ffdc9b0321aee2c86aa39029d6bb14	grounds	notes	notes	notes/feasibility-is-the-heaviest-forks-net-load.md	33	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	extends	relabel	grounds-boundary	authorized
L130	e53b0cacf61817f6053018d84f3daa66f922bd2e5abbf16c374d811684b09ec2	768c4d461e1537ff4dc5d72d9d102ccd998b69cbd47640fae449c9863b3e0fc5	grounds	notes	notes	notes/feasibility-is-the-heaviest-forks-net-load.md	34	notes/agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md	active-mutable	extends	relabel	grounds-boundary	authorized
L131	49fc387afd6c570e1cdf660e38fb26f72addc3b6b2f11fe187155b8f6c62e068	7796c6d88c6ccb18cbb72e323a33d292c1f4c9d868b7110da576b150c53b4aca	grounds	notes	notes	notes/feasibility-is-the-heaviest-forks-net-load.md	35	notes/llm-context-is-composed-without-scoping.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L132	75f1eb9fd569fb924e30618d98112e42c57915a0d0e422bf644b19825a06f56b	aa64fa4e470e650e08e6cb453515729edd58c413f93f90afc9101c48d12f90e7	mechanism	notes	notes	notes/feasibility-is-the-heaviest-forks-net-load.md	36	notes/frontloading-spares-execution-context.md	active-mutable	operates-through	relabel	mechanism-core:F045	candidate-new
L133	9d554a4399a1391dd3f18be487a7d895932f6996bab8a28dc6734b3b1ba58553	62c3a6c119e3f1cb5165c59aab586617351cd86633c0564d3b46e1255d9042ed	mechanism	notes	notes	notes/feasibility-is-the-heaviest-forks-net-load.md	37	notes/agents-navigate-by-deciding-what-to-read-next.md	active-mutable	operates-through	relabel	mechanism-core:F084	candidate-new
L134	717632252b07d6e06cc16391675b613c41d027741b549d54d8e24d824590de8e	cf1203d9144a414de39e1ff736682cc5105dae02b6c3b4c27c5be7b4d82d0130	mechanism	notes	notes	notes/feasibility-is-the-heaviest-forks-net-load.md	38	notes/session-history-should-not-be-the-default-next-context.md	active-mutable	operates-through	relabel	mechanism-core:F033	candidate-new
L135	8665f816c899c5cfd90a43e65c00ec478dbf6685a1e048636842928fbcf82f51	c94d7b11e6b20422cb18f2308300ff95bc96d313c7192a040b4140027e60309e	grounds	notes	notes	notes/first-principles-are-inherited-constraints-not-design-choices.md	57	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L136	6c56748144768dda7f5a73c0c9256d733f4ab05b3d0e1281637a692a98f5ad5e	89aa6a9d40c19814675352f3dd1d6f966d62b63c2fa56858929d42ae7a1d20fd	grounds	notes	notes	notes/first-principles-are-inherited-constraints-not-design-choices.md	58	notes/agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L137	46a8704ab0e0f7e224f88c776aaa0b1abb0bbff6023653844d1d6aa35ac2be68	565a9c68584701db01977a2a55e869b9dbc818bc5771e89d4326bd49bd3b6eb0	grounds	notes	notes	notes/first-principles-are-inherited-constraints-not-design-choices.md	59	notes/short-composable-notes-maximize-combinatorial-discovery.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L138	be024118038ec313e167e716d4faee65fae11eb3bba2ace171d5232d787735ce	4fcc3ef2fce69d82aa1dae167040d778742511460531d0dab59375d06903e76c	grounds	notes	notes	notes/first-principles-are-inherited-constraints-not-design-choices.md	60	notes/directory-placement-is-total-frontmatter-classification-is-partial.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L139	3e310555309a04d7ac1baaf812121c8ddebefb14eb80390af7fcfdb40ef8f557	5e73eb58573be75cec78932afccdeddef671b0b68e8ed0d5456be8c218b72034	grounds	notes	notes	notes/first-principles-are-inherited-constraints-not-design-choices.md	61	notes/a-derived-copy-of-recomputable-truth-must-be-checked-or-absent.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L140	7070e220929c95d26fc667ac6bba0765e92d66079ef2f0cc6d9cd20e01ffed5f	a2ace2a966ba2de04befb49d0a387b11b78bb4a9dca52259cca644d228b5ff35	grounds	notes	notes	notes/first-principles-reasoning-selects-for-explanatory-reach-over.md	51	notes/programming-patterns-get-a-fast-pass-but-other-borrowed-ideas-must.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L141	f0ba47a12cd6dc4395352ab145fc50f28d437f0056129f7704de805d99cb4b26	73a12eca905afba8f131a66c7b06fa2341b149f51ba209a0c4c3b154f0adcb68	grounds	notes	notes	notes/first-principles-reasoning-selects-for-explanatory-reach-over.md	52	notes/learning-is-not-only-about-generality.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L142	2a564d64dc5a466f703bd4d9757fd12d50b5b9c6ebc46a584b0eca70acb2096a	155ea941b79b9feb36a8927eb4d0cdf7ad045ff360dcde38d4dce84bc303cb99	grounds	notes	notes	notes/fix-what-the-executor-cant-determine-not-what-it-will.md	26	notes/design-for-the-first-time-human-except-on-access-cost.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L143	7a8afeecef7ade7e0ab3d3f5d3ac204649c27f3a7af0df697f2c1faaffce8e57	9a3b98b047e2751e8c642740857156bb12b7af707b2e737eb8a2c57b32086ae5	grounds	notes	notes	notes/fix-what-the-executor-cant-determine-not-what-it-will.md	29	notes/solve-low-degree-of-freedom-subproblems-first-to-avoid-blocking.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L144	4a4ba1241a2833037482cae4dbd3097381fa4cd318ddaae63f1d4b681cef45cd	7bdbb50820a4f6e13ba9f7b81cb885438ac90d38ba7bdf24e031f80a95866a95	grounds	notes	notes	notes/formal-systems-assess-explanatory-reach-through-causal-and-proof.md	47	notes/definitions/representational-form.md	active-mutable	explained-by	relabel	mechanism-core:F018	candidate-new
L145	729c03d1970afcf18ae6bab0632b626dccc653126bfdee4097d836abfbb021a9	7e62779fd5b127c102aa5b9ca57786777205fb531b8c5eacac64fc428939f162	grounds	notes	notes	notes/formal-systems-assess-explanatory-reach-through-causal-and-proof.md	50	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L146	f25a294c63055929ac0acc61e6663101ffb971e27b89f19af876580068d826a2	d324a46c916a50105d040e75a203ed3c0c88cab67576cba8b8bf151aa035adcb	grounds	notes	notes	notes/frontloading-spares-execution-context.md	53	notes/agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md	active-mutable	explained-by	relabel	mechanism-core:F117	candidate-new
L147	8e1b99e8e45287a71936025f32755e32dda66ee4716a558eaa7b7bda6f12260d	b7a0242fd943eb2e0b43fd2de84426d5fd20a52f01ed11f43f46b3bd54b76b44	mechanism	notes	notes	notes/frontloading-spares-execution-context.md	56	notes/frontloading-is-partial-evaluation-not-divide-and-conquer.md	active-mutable	explained-by	relabel	mechanism-core:F024	candidate-new
L148	3719f4905ef7daa7472194b1f2c4a4e9c64b65b77ce68ecf1db873ff72d0e013	2343830574973a384cc9e1883f75c37225e74ce0c7f902f9a52fff3ba0f870eb	grounds	notes	notes	notes/generality-bought-to-avoid-counterexamples-is-paid-for-in.md	57	notes/first-principles-reasoning-selects-for-explanatory-reach-over.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
